interval,species,situation,sequence
0.7911190000000021,WSF,alone,3
2.218372,WSF,alone,3
2.134297,WSF,alone,3
1.11729,WSF,alone,3
3.5970040000000094,WSF,alone,3
0.32920999999999606,WSF,alone,3
2.86869,WSF,alone,3
0.6412010000000021,WSF,alone,3
5.4608419999999995,WSF,alone,3
5.8609599999999995,WSF,alone,3
,,,
19.461910999999997,WSF,alone,4
3.9717979999999797,WSF,alone,4
3.7621159999999905,WSF,alone,4
3.1117990000000204,WSF,alone,4
3.26880699999998,WSF,alone,4
3.48254000000003,WSF,alone,4
3.22828899999996,WSF,alone,4
0.785040000000038,WSF,alone,4
1.21149500000001,WSF,alone,4
2.78157599999997,WSF,alone,4
0.6118250000000099,WSF,alone,4
0.766806999999972,WSF,alone,4
0.8103639999999929,WSF,alone,4
0.696913000000052,WSF,alone,4
1.0656290000000002,WSF,alone,4
2.5445439999999704,WSF,alone,4
0.8751940000000219,WSF,alone,4
3.24854699999997,WSF,alone,4
0.30895200000003303,WSF,alone,4
1.5042389999999801,WSF,alone,4
0.44975199999998905,WSF,alone,4
2.6954739999999906,WSF,alone,4
0.6037210000000071,WSF,alone,4
0.540917999999976,WSF,alone,4
0.473050999999998,WSF,alone,4
0.635123000000021,WSF,alone,4
0.48723100000000796,WSF,alone,4
0.25931700000001,WSF,alone,4
0.41024699999997,WSF,alone,4
0.836701000000005,WSF,alone,4
0.6594340000000329,WSF,alone,4
0.598656000000005,WSF,alone,4
0.729327999999953,WSF,alone,4
0.702990999999997,WSF,alone,4
0.528763000000026,WSF,alone,4
0.533826999999974,WSF,alone,4
1.2996219999999998,WSF,alone,4
0.786053000000038,WSF,alone,4
1.62174199999998,WSF,alone,4
0.5824489999999971,WSF,alone,4
0.678679999999986,WSF,alone,4
0.536867000000029,WSF,alone,4
0.459881999999993,WSF,alone,4
0.46393299999999704,WSF,alone,4
0.226901999999995,WSF,alone,4
0.47001099999999996,WSF,alone,4
1.81319000000002,WSF,alone,4
0.6493049999999699,WSF,alone,4
0.628032000000019,WSF,alone,4
0.939009999999996,WSF,alone,4
1.74025699999999,WSF,alone,4
1.13552300000003,WSF,alone,4
1.83344899999997,WSF,alone,4
0.7161600000000021,WSF,alone,4
0.7151460000000041,WSF,alone,4
0.614864000000011,WSF,alone,4
0.479128000000003,WSF,alone,4
0.124593000000004,WSF,alone,4
0.25526500000000896,WSF,alone,4
0.36972899999995,WSF,alone,4
0.147891000000016,WSF,alone,4
0.465959999999995,WSF,alone,4
0.497361000000012,WSF,alone,4
0.48520600000000497,WSF,alone,4
0.52369699999997,WSF,alone,4
0.503439000000014,WSF,alone,4
0.47001199999999704,WSF,alone,4
0.233992000000001,WSF,alone,4
0.21981199999999,WSF,alone,4
0.5682670000000479,WSF,alone,4
0.0901539999999841,WSF,alone,4
0.5044510000000171,WSF,alone,4
0.407207999999969,WSF,alone,4
0.14384000000001199,WSF,alone,4
0.337313999999992,WSF,alone,4
0.153969000000018,WSF,alone,4
0.593592000000001,WSF,alone,4
0.654368999999974,WSF,alone,4
2.19203600000003,WSF,alone,4
0.815428999999995,WSF,alone,4
0.652342999999973,WSF,alone,4
0.6584210000000329,WSF,alone,4
0.6310709999999631,WSF,alone,4
1.2236500000000199,WSF,alone,4
0.369729000000007,WSF,alone,4
0.281601999999964,WSF,alone,4
0.6006820000000059,WSF,alone,4
0.303887000000032,WSF,alone,4
0.36770300000000605,WSF,alone,4
0.619927999999959,WSF,alone,4
2.39057500000001,WSF,alone,4
0.836701000000005,WSF,alone,4
2.6671109999999802,WSF,alone,4
2.23660600000005,WSF,alone,4
0.14485199999995801,WSF,alone,4
1.39382700000004,WSF,alone,4
0.14282699999995402,WSF,alone,4
0.521672000000024,WSF,alone,4
2.25585100000001,WSF,alone,4
2.3571470000000003,WSF,alone,4
1.97323699999998,WSF,alone,4
1.9063820000000102,WSF,alone,4
0.10028299999998999,WSF,alone,4
2.7359920000000097,WSF,alone,4
4.423577000000019,WSF,alone,4
0.400116999999966,WSF,alone,4
3.4237889999999997,WSF,alone,4
3.5959920000000203,WSF,alone,4
0.769845999999973,WSF,alone,4
,,,
11.362321000000001,WSF,alone,5
5.525671,WSF,alone,5
4.67175,WSF,alone,5
3.811751,WSF,alone,5
4.554247,WSF,alone,5
8.759025,WSF,alone,5
11.554782000000001,WSF,alone,5
2.495922,WSF,alone,5
2.9304799999999998,WSF,alone,5
2.8818580000000003,WSF,alone,5
2.939596,WSF,alone,5
3.38631,WSF,alone,5
3.586875,WSF,alone,5
48.707958000000005,WSF,alone,5
5.04857,WSF,alone,5
3.4784889999999997,WSF,alone,5
5.071867,WSF,alone,5
4.309112,WSF,alone,5
,,,
0.460420999999997,WSF,alone,6
8.65363600000001,WSF,alone,6
0.292233999999993,WSF,alone,6
22.949524,WSF,alone,6
0.30517199999999894,WSF,alone,6
4.69172999999998,WSF,alone,6
5.21379400000001,WSF,alone,6
7.521989000000019,WSF,alone,6
10.512063000000001,WSF,alone,6
4.4535290000000005,WSF,alone,6
0.264837,WSF,alone,6
2.2488339999999902,WSF,alone,6
3.0372580000000093,WSF,alone,6
2.6278259999999998,WSF,alone,6
1.4467119999999898,WSF,alone,6
2.6240200000000002,WSF,alone,6
0.9429120000000072,WSF,alone,6
1.8013510000000101,WSF,alone,6
0.7792910000000011,WSF,alone,6
1.02814699999999,WSF,alone,6
2.276231,WSF,alone,6
0.7107990000000091,WSF,alone,6
0.642306999999988,WSF,alone,6
0.6643760000000041,WSF,alone,6
0.596644999999995,WSF,alone,6
0.468793000000005,WSF,alone,6
0.671987000000001,WSF,alone,6
0.695578000000012,WSF,alone,6
0.8607209999999841,WSF,alone,6
0.780814000000021,WSF,alone,6
4.16585999999998,WSF,alone,6
0.704711000000003,WSF,alone,6
0.6225200000000091,WSF,alone,6
0.6704650000000071,WSF,alone,6
0.5091269999999779,WSF,alone,6
0.43682900000001706,WSF,alone,6
0.251138999999995,WSF,alone,6
,,,
13.686306,WSF,alone,7
40.342791,WSF,alone,7
44.739242,WSF,alone,7
16.790534,WSF,alone,7
0.019787000000008,WSF,alone,7
25.157262,WSF,alone,7
28.417502000000002,WSF,alone,7
16.218241,WSF,alone,7
3.91167800000005,WSF,alone,7
0.18188599999996302,WSF,alone,7
4.29675699999996,WSF,alone,7
5.051695999999991,WSF,alone,7
0.8059269999999971,WSF,alone,7
6.52352200000007,WSF,alone,7
1.55477699999994,WSF,alone,7
3.5288820000000696,WSF,alone,7
2.35385499999995,WSF,alone,7
0.9018170000000509,WSF,alone,7
1.65371099999993,WSF,alone,7
0.984769000000028,WSF,alone,7
5.789130999999999,WSF,alone,7
,,,
1.421076,WSF,alone,8
0.8786149999999999,WSF,alone,8
0.804315,WSF,alone,8
0.432094,WSF,alone,8
0.322447,WSF,alone,8
1.8437919999999999,WSF,alone,8
1.9830150000000002,WSF,alone,8
2.702931,WSF,alone,8
0.818021,WSF,alone,8
0.7350639999999989,WSF,alone,8
0.435701,WSF,alone,8
0.21135800000000102,WSF,alone,8
2.2015860000000003,WSF,alone,8
2.1958159999999998,WSF,alone,8
0.7119809999999979,WSF,alone,8
0.5871860000000029,WSF,alone,8
0.6477799999999971,WSF,alone,8
4.31156,WSF,alone,8
0.591514,WSF,alone,8
0.314513000000002,WSF,alone,8
1.1505670000000001,WSF,alone,8
1.0062950000000002,WSF,alone,8
0.7177520000000011,WSF,alone,8
0.680240999999999,WSF,alone,8
1.500426,WSF,alone,8
0.334709999999998,WSF,alone,8
0.8122500000000021,WSF,alone,8
1.008459,WSF,alone,8
0.911076000000001,WSF,alone,8
1.276084,WSF,alone,8
0.6456160000000041,WSF,alone,8
0.4854739999999961,WSF,alone,8
0.0995479999999986,WSF,alone,8
0.201259,WSF,alone,8
2.0161970000000102,WSF,alone,8
0.823791999999997,WSF,alone,8
2.650271,WSF,alone,8
0.212800999999999,WSF,alone,8
2.175618,WSF,alone,8
0.519377999999996,WSF,alone,8
1.01423,WSF,alone,8
0.6427299999999929,WSF,alone,8
5.01705,WSF,alone,8
0.40251800000000104,WSF,alone,8
0.19765199999999802,WSF,alone,8
0.797100999999998,WSF,alone,8
6.415042,WSF,alone,8
1.0870879999999998,WSF,alone,8
1.439832,WSF,alone,8
2.812577,WSF,alone,8
2.288871,WSF,alone,8
0.776903000000004,WSF,alone,8
0.781953000000001,WSF,alone,8
0.45012799999999203,WSF,alone,8
3.4329449999999997,WSF,alone,8
3.876582,WSF,alone,8
0.902418999999995,WSF,alone,8
4.437798,WSF,alone,8
3.3081510000000094,WSF,alone,8
0.754540999999989,WSF,alone,8
0.32749700000000803,WSF,alone,8
0.478261000000003,WSF,alone,8
1.3785159999999899,WSF,alone,8
1.0567900000000099,WSF,alone,8
2.966948,WSF,alone,8
1.7435239999999899,WSF,alone,8
0.595121000000006,WSF,alone,8
1.991671,WSF,alone,8
1.613679,WSF,alone,8
1.3864519999999898,WSF,alone,8
1.5538060000000102,WSF,alone,8
1.755787,WSF,alone,8
0.33759599999999107,WSF,alone,8
0.765360999999999,WSF,alone,8
1.26165700000001,WSF,alone,8
1.485277,WSF,alone,8
0.983211999999995,WSF,alone,8
2.5052779999999997,WSF,alone,8
1.29628200000001,WSF,alone,8
0.5806929999999971,WSF,alone,8
0.282772999999992,WSF,alone,8
0.9175680000000029,WSF,alone,8
2.072463,WSF,alone,8
1.42756900000001,WSF,alone,8
0.613875999999991,WSF,alone,8
0.6658140000000121,WSF,alone,8
0.656436999999997,WSF,alone,8
0.0880049999999954,WSF,alone,8
0.592956999999998,WSF,alone,8
0.31523400000000396,WSF,alone,8
0.486917000000005,WSF,alone,8
0.642009000000002,WSF,alone,8
2.42448599999999,WSF,alone,8
0.8750080000000079,WSF,alone,8
0.9060269999999949,WSF,alone,8
2.07029900000001,WSF,alone,8
0.6787989999999979,WSF,alone,8
0.626138999999995,WSF,alone,8
0.66653500000001,WSF,alone,8
0.11325299999999999,WSF,alone,8
0.543183999999982,WSF,alone,8
0.5936780000000109,WSF,alone,8
0.59439900000001,WSF,alone,8
1.49754099999998,WSF,alone,8
1.82287300000002,WSF,alone,8
0.7401139999999771,WSF,alone,8
0.0887270000000058,WSF,alone,8
0.6586000000000071,WSF,alone,8
0.808642999999989,WSF,alone,8
0.882943000000012,WSF,alone,8
0.18683200000001002,WSF,alone,8
1.42540499999998,WSF,alone,8
0.18611000000001396,WSF,alone,8
2.098433,WSF,alone,8
0.47248899999999605,WSF,alone,8
0.295758000000006,WSF,alone,8
0.12046599999999301,WSF,alone,8
0.7314580000000029,WSF,alone,8
1.04308499999999,WSF,alone,8
0.420552000000015,WSF,alone,8
1.0870870000000001,WSF,alone,8
1.19745499999999,WSF,alone,8
0.16519199999998999,WSF,alone,8
0.740835000000004,WSF,alone,8
0.44652100000001793,WSF,alone,8
0.872843999999986,WSF,alone,8
0.130566000000016,WSF,alone,8
1.304937,WSF,alone,8
1.3597609999999898,WSF,alone,8
0.664371999999986,WSF,alone,8
0.673749000000015,WSF,alone,8
0.719193999999987,WSF,alone,8
1.85172800000001,WSF,alone,8
0.512886000000009,WSF,alone,8
1.16210799999999,WSF,alone,8
2.62935300000001,WSF,alone,8
0.742998999999998,WSF,alone,8
0.509278999999992,WSF,alone,8
0.574923000000013,WSF,alone,8
0.354907999999995,WSF,alone,8
0.279888,WSF,alone,8
0.442192000000006,WSF,alone,8
0.19620999999997898,WSF,alone,8
2.7527040000000205,WSF,alone,8
0.27628099999998307,WSF,alone,8
0.6751910000000121,WSF,alone,8
0.16807699999998202,WSF,alone,8
2.32277500000001,WSF,alone,8
0.151485000000008,WSF,alone,8
0.6824049999999889,WSF,alone,8
0.9204540000000071,WSF,alone,8
1.75145900000001,WSF,alone,8
0.3671709999999849,WSF,alone,8
0.403240000000011,WSF,alone,8
0.8165779999999928,WSF,alone,8
0.0981040000000064,WSF,alone,8
0.72929400000001,WSF,alone,8
0.41478099999997703,WSF,alone,8
0.24381900000000198,WSF,alone,8
0.680242000000021,WSF,alone,8
0.6780769999999731,WSF,alone,8
0.6715850000000219,WSF,alone,8
0.6333520000000021,WSF,alone,8
0.782673999999986,WSF,alone,8
0.06708700000001501,WSF,alone,8
1.28185399999998,WSF,alone,8
1.50475400000002,WSF,alone,8
0.694668999999976,WSF,alone,8
0.277001000000013,WSF,alone,8
0.42848699999999,WSF,alone,8
0.649944000000005,WSF,alone,8
0.7033250000000072,WSF,alone,8
0.787723999999997,WSF,alone,8
0.8872709999999979,WSF,alone,8
0.600169999999991,WSF,alone,8
0.5713159999999959,WSF,alone,8
0.568431000000004,WSF,alone,8
0.389533,WSF,alone,8
0.21063700000002,WSF,alone,8
0.43930799999998293,WSF,alone,8
0.133451000000008,WSF,alone,8
0.41766599999999704,WSF,alone,8
0.214244000000008,WSF,alone,8
0.33975999999998396,WSF,alone,8
1.10944900000001,WSF,alone,8
0.984655000000004,WSF,alone,8
0.37366399999999106,WSF,alone,8
0.660043000000002,WSF,alone,8
0.45878400000000896,WSF,alone,8
0.0569869999999923,WSF,alone,8
1.09718699999999,WSF,alone,8
0.757426000000009,WSF,alone,8
1.59276,WSF,alone,8
0.49052399999999396,WSF,alone,8
0.18971700000000197,WSF,alone,8
0.616040999999996,WSF,alone,8
0.150042000000013,WSF,alone,8
0.8295630000000072,WSF,alone,8
0.7985439999999928,WSF,alone,8
0.43209300000000894,WSF,alone,8
0.70837499999999,WSF,alone,8
0.44291400000000203,WSF,alone,8
1.14191,WSF,alone,8
0.7567060000000079,WSF,alone,8
0.6925039999999849,WSF,alone,8
0.687455,WSF,alone,8
0.64850100000001,WSF,alone,8
0.654993999999988,WSF,alone,8
0.404682000000008,WSF,alone,8
0.270509000000004,WSF,alone,8
0.662928999999991,WSF,alone,8
1.26382000000001,WSF,alone,8
1.448488,WSF,alone,8
0.68168399999999,WSF,alone,8
0.6290250000000129,WSF,alone,8
0.5980059999999979,WSF,alone,8
0.60954799999999,WSF,alone,8
0.592236000000014,WSF,alone,8
0.120466999999991,WSF,alone,8
0.49052299999999605,WSF,alone,8
0.578530000000001,WSF,alone,8
0.6023340000000129,WSF,alone,8
0.9680639999999979,WSF,alone,8
0.8555309999999849,WSF,alone,8
1.6100729999999999,WSF,alone,8
4.013639000000009,WSF,alone,8
0.8259549999999929,WSF,alone,8
0.182503999999994,WSF,alone,8
0.054822999999999004,WSF,alone,8
7.0613800000000095,WSF,alone,8
0.61243300000001,WSF,alone,8
0.85697399999998,WSF,alone,8
2.45262,WSF,alone,8
4.97737400000003,WSF,alone,8
2.4800310000000003,WSF,alone,8
3.69840599999998,WSF,alone,8
1.891402,WSF,alone,8
3.4834410000000298,WSF,alone,8
1.99022799999997,WSF,alone,8
8.46081599999999,WSF,alone,8
4.28054200000003,WSF,alone,8
4.198307,WSF,alone,8
6.171944,WSF,alone,8
0.914683000000025,WSF,alone,8
6.068067999999981,WSF,alone,8
0.74444299999999,WSF,alone,8
1.24434300000001,WSF,alone,8
3.854941,WSF,alone,8
3.130696,WSF,alone,8
6.51026200000001,WSF,alone,8
0.11325299999998599,WSF,alone,8
1.17365000000001,WSF,alone,8
1.68293,WSF,alone,8
0.813693000000001,WSF,alone,8
3.1343029999999903,WSF,alone,8
0.265460000000019,WSF,alone,8
0.8172989999999909,WSF,alone,8
1.8416290000000102,WSF,alone,8
2.3047399999999802,WSF,alone,8
0.758870000000002,WSF,alone,8
0.4919659999999911,WSF,alone,8
0.297920999999974,WSF,alone,8
0.391698000000019,WSF,alone,8
2.0674139999999896,WSF,alone,8
2.02413200000001,WSF,alone,8
0.610270000000014,WSF,alone,8
0.20847199999997199,WSF,alone,8
1.00052500000004,WSF,alone,8
2.47570200000001,WSF,alone,8
0.580693999999994,WSF,alone,8
0.619646999999986,WSF,alone,8
0.773297000000014,WSF,alone,8
0.40684599999997295,WSF,alone,8
5.417402999999981,WSF,alone,8
0.803594000000032,WSF,alone,8
-0.208473000000026,WSF,alone,8
0.572037000000023,WSF,alone,8
0.46022699999997496,WSF,alone,8
1.16283000000004,WSF,alone,8
4.68955299999999,WSF,alone,8
2.8349390000000203,WSF,alone,8
0.676633999999979,WSF,alone,8
4.33247999999998,WSF,alone,8
0.831727000000001,WSF,alone,8
5.753556,WSF,alone,8
0.806479000000024,WSF,alone,8
1.01711599999999,WSF,alone,8
0.39891099999999796,WSF,alone,8
7.173189999999981,WSF,alone,8
0.7206370000000111,WSF,alone,8
0.454455999999993,WSF,alone,8
1.81493800000004,WSF,alone,8
0.263295999999968,WSF,alone,8
2.56154500000002,WSF,alone,8
0.527312999999992,WSF,alone,8
0.160142000000008,WSF,alone,8
1.1541730000000099,WSF,alone,8
0.709816999999987,WSF,alone,8
0.740114000000005,WSF,alone,8
0.274115999999992,WSF,alone,8
0.887992999999994,WSF,alone,8
1.40448500000002,WSF,alone,8
0.379435000000001,WSF,alone,8
3.17902699999996,WSF,alone,8
0.264017000000024,WSF,alone,8
0.755263000000014,WSF,alone,8
3.5779389999999602,WSF,alone,8
1.6829290000000001,WSF,alone,8
1.05967600000002,WSF,alone,8
0.825955999999962,WSF,alone,8
1.5343300000000102,WSF,alone,8
1.92963400000002,WSF,alone,8
1.6187289999999699,WSF,alone,8
3.84772600000002,WSF,alone,8
1.9765229999999898,WSF,alone,8
1.807725,WSF,alone,8
0.9074689999999921,WSF,alone,8
1.0943010000000302,WSF,alone,8
2.5853490000000097,WSF,alone,8
3.5476419999999997,WSF,alone,8
0.39386199999995597,WSF,alone,8
3.96458700000005,WSF,alone,8
0.240211999999985,WSF,alone,8
4.1528619999999705,WSF,alone,8
0.64850100000001,WSF,alone,8
0.155092000000025,WSF,alone,8
0.587906999999973,WSF,alone,8
4.925436999999991,WSF,alone,8
0.711260000000038,WSF,alone,8
0.660763999999972,WSF,alone,8
0.482589000000019,WSF,alone,8
1.139025,WSF,alone,8
1.26454200000001,WSF,alone,8
0.8093639999999599,WSF,alone,8
0.372943000000021,WSF,alone,8
1.084202,WSF,alone,8
1.1902410000000099,WSF,alone,8
0.7559840000000121,WSF,alone,8
1.14407499999999,WSF,alone,8
0.7343429999999671,WSF,alone,8
0.7033250000000072,WSF,alone,8
0.329660999999987,WSF,alone,8
0.21207900000001698,WSF,alone,8
0.5590530000000059,WSF,alone,8
0.48331000000001706,WSF,alone,8
0.779067999999995,WSF,alone,8
0.9096329999999849,WSF,alone,8
0.6932249999999841,WSF,alone,8
0.557611000000009,WSF,alone,8
0.232999000000007,WSF,alone,8
0.26834500000001105,WSF,alone,8
0.254639999999995,WSF,alone,8
0.41405900000000895,WSF,alone,8
1.20539099999996,WSF,alone,8
0.40540300000003493,WSF,alone,8
0.45878399999998,WSF,alone,8
0.561938999999995,WSF,alone,8
0.706930999999997,WSF,alone,8
0.34192400000000606,WSF,alone,8
0.36067900000000497,WSF,alone,8
0.8360549999999879,WSF,alone,8
0.13417300000003302,WSF,alone,8
0.562658999999996,WSF,alone,8
0.0512170000000083,WSF,alone,8
0.601612999999986,WSF,alone,8
0.084399000000019,WSF,alone,8
0.403960999999981,WSF,alone,8
0.7906090000000179,WSF,alone,8
0.819462999999985,WSF,alone,8
0.820905999999979,WSF,alone,8
0.39819,WSF,alone,8
0.7523770000000239,WSF,alone,8
0.771854000000019,WSF,alone,8
0.265459999999962,WSF,alone,8
1.35326900000001,WSF,alone,8
0.698275000000024,WSF,alone,8
2.262902,WSF,alone,8
0.73001499999998,WSF,alone,8
0.42127299999998497,WSF,alone,8
0.38376299999998803,WSF,alone,8
0.359237000000007,WSF,alone,8
0.6066620000000279,WSF,alone,8
0.9745560000000072,WSF,alone,8
0.622531999999978,WSF,alone,8
1.6620100000000102,WSF,alone,8
0.981047999999987,WSF,alone,8
0.8764510000000308,WSF,alone,8
0.43209399999995,WSF,alone,8
0.11758100000003001,WSF,alone,8
0.667978000000005,WSF,alone,8
0.6073839999999681,WSF,alone,8
0.740114000000005,WSF,alone,8
0.68096300000002,WSF,alone,8
0.5540030000000229,WSF,alone,8
0.673748999999987,WSF,alone,8
0.673027999999988,WSF,alone,8
0.6333529999999999,WSF,alone,8
0.23083400000001603,WSF,alone,8
0.41045299999996104,WSF,alone,8
1.07338200000004,WSF,alone,8
0.842546999999968,WSF,alone,8
0.47681800000003705,WSF,alone,8
0.766803999999979,WSF,alone,8
0.8533669999999921,WSF,alone,8
1.28690399999999,WSF,alone,8
0.8995340000000172,WSF,alone,8
1.34100599999999,WSF,alone,8
0.217849999999999,WSF,alone,8
0.460227000000032,WSF,alone,8
0.51288599999998,WSF,alone,8
0.295035999999982,WSF,alone,8
0.36861400000003597,WSF,alone,8
0.634795999999994,WSF,alone,8
0.257524999999987,WSF,alone,8
0.542461000000003,WSF,alone,8
0.7040460000000051,WSF,alone,8
0.591514000000018,WSF,alone,8
0.41478200000000204,WSF,alone,8
0.67591299999998,WSF,alone,8
0.778345999999999,WSF,alone,8
0.879335999999967,WSF,alone,8
0.31811900000002397,WSF,alone,8
0.8815000000000172,WSF,alone,8
0.5936780000000109,WSF,alone,8
1.73414599999995,WSF,alone,8
0.165190999999993,WSF,alone,8
0.962293000000045,WSF,alone,8
0.555445999999961,WSF,alone,8
0.6824050000000171,WSF,alone,8
0.20558699999998,WSF,alone,8
0.473933000000045,WSF,alone,8
0.740114000000005,WSF,alone,8
0.898090999999965,WSF,alone,8
0.950751000000025,WSF,alone,8
0.471768999999995,WSF,alone,8
0.207029999999975,WSF,alone,8
0.222899000000041,WSF,alone,8
0.416224,WSF,alone,8
0.431372999999951,WSF,alone,8
0.17240400000002898,WSF,alone,8
0.612434000000007,WSF,alone,8
0.247425999999962,WSF,alone,8
0.339039000000014,WSF,alone,8
0.16663299999999,WSF,alone,8
0.310185000000047,WSF,alone,8
0.7855589999999781,WSF,alone,8
0.253197,WSF,alone,8
1.4506519999999898,WSF,alone,8
0.7992649999999909,WSF,alone,8
0.983934000000033,WSF,alone,8
0.6384019999999849,WSF,alone,8
0.577087000000006,WSF,alone,8
0.63984499999998,WSF,alone,8
0.22867100000002,WSF,alone,8
0.43786399999999004,WSF,alone,8
0.284216000000015,WSF,alone,8
0.51288599999998,WSF,alone,8
0.180339000000004,WSF,alone,8
0.5294779999999829,WSF,alone,8
0.106761000000006,WSF,alone,8
0.657879000000037,WSF,alone,8
0.6218109999999799,WSF,alone,8
0.5936780000000109,WSF,alone,8
0.14787799999999202,WSF,alone,8
0.6679790000000029,WSF,alone,8
0.762475999999992,WSF,alone,8
0.37799200000000605,WSF,alone,8
0.150762999999984,WSF,alone,8
0.4609490000000279,WSF,alone,8
0.583578999999986,WSF,alone,8
0.6802409999999671,WSF,alone,8
0.6340740000000551,WSF,alone,8
0.591513999999961,WSF,alone,8
0.30946299999999394,WSF,alone,8
0.357794000000013,WSF,alone,8
0.453734999999995,WSF,alone,8
1.176535,WSF,alone,8
0.7934950000000072,WSF,alone,8
0.7653609999999841,WSF,alone,8
0.687455,WSF,alone,8
,,,
9.973719000000001,WSF,alone,9
17.635715,WSF,alone,9
7.0007839999999995,WSF,alone,9
4.073274,WSF,alone,9
0.653641999999998,WSF,alone,9
0.65869,WSF,alone,9
4.189366000000001,WSF,alone,9
0.612000000000009,WSF,alone,9
0.5754069999999979,WSF,alone,9
0.603167999999997,WSF,alone,9
0.603167999999997,WSF,alone,9
0.623356999999999,WSF,alone,9
0.5779310000000071,WSF,alone,9
0.561526000000001,WSF,alone,9
0.62714299999999,WSF,alone,9
0.35458200000000795,WSF,alone,9
0.559003000000004,WSF,alone,9
0.600643999999988,WSF,alone,9
5.06888000000001,WSF,alone,9
0.5930730000000041,WSF,alone,9
0.514837,WSF,alone,9
0.422090999999995,WSF,alone,9
0.412627999999998,WSF,alone,9
0.35142700000000104,WSF,alone,9
6.8960490000000005,WSF,alone,9
10.911278999999999,WSF,alone,9
26.915413,WSF,alone,9
21.302672,WSF,alone,9
16.455248,WSF,alone,9
0.6523799999999941,WSF,alone,9
9.59957900000001,WSF,alone,9
37.296711,WSF,alone,9
0.323035999999973,WSF,alone,9
26.475023999999998,WSF,alone,9
5.89287300000001,WSF,alone,9
