,ioi,datafile,species,individual,coda,datafile_num
250,0.45846666666667,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
251,0.436899999999998,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
252,0.4338583333333329,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
253,0.423758333333335,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
254,0.42455,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
255,0.422849999999997,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
256,0.419991666666668,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
257,0.4197333333333329,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
258,0.419808333333332,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
259,0.41458333333333597,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
260,0.41596666666666604,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
261,0.414666666666665,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
262,0.42800833333333393,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
263,0.5288166666666679,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
264,0.580683333333333,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
265,0.463408333333334,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
266,0.439174999999999,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
267,0.430683333333334,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
268,0.476799999999997,sw114a002_coda_03.xls,Physeter macrocephalus,sw114a,3,002
269,0.614141666666667,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
270,0.4761583333333329,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
271,0.466125,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
272,0.4555333333333329,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
273,0.46105,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
274,0.4756416666666671,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
275,0.4670416666666671,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
276,0.46765,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
277,0.44265833333333293,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
278,0.45065833333333294,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
279,0.689658333333333,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
280,0.67835,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
281,0.5207083333333329,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
282,0.533858333333334,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
283,0.7295833333333321,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
284,0.731866666666667,sw114a002_coda_04.xls,Physeter macrocephalus,sw114a,4,002
