start [seconds];end [seconds];frog species;recording;sequence within recording;ioi* [seconds];situation;* in this case end-to-end intervals
10,242027;10,792995;WSF;10;WSF 1;2,050114;alone;
12,304954;12,843109;WSF;10;WSF 1;0,918281;alone;
13,16344;13,76139;WSF;10;WSF 1;1,388097;alone;
14,628417;15,149487;WSF;10;WSF 1;0,687643;alone;
15,303246;15,83713;WSF;10;WSF 1;1,426537;alone;
16,097665;17,263667;WSF;10;WSF 1;1,605923;alone;
18,489465;18,86959;WSF;10;WSF 1;1,016515;alone;
19,339408;19,886105;WSF;10;WSF 1;0,576594;alone;
20,039863;20,462699;WSF;10;WSF 1;1,738326;alone;
21,731207;22,201025;WSF;10;WSF 1;1,025057;alone;
22,790433;23,226082;WSF;10;WSF 1;2,071469;alone;
24,631264;25,297551;WSF;10;WSF 1;1,7127;alone;
26,536162;27,010251;WSF;10;WSF 1;0,644931;alone;
27,215262;27,655182;WSF;10;WSF 1;0,726082000000002;alone;
27,894362;28,381264;WSF;10;WSF 1;0,734624;alone;
28,569191;29,115888;WSF;10;WSF 1;0,572323999999998;alone;
29,239749;29,688212;WSF;10;WSF 1;1,212984;alone;
29,739465;30,901196;WSF;10;WSF 1;0,371583000000001;alone;
30,939636;31,272779;WSF;10;WSF 1;0,367312000000002;alone;
31,332574;31,640091;WSF;10;WSF 1;0,435649000000002;alone;
31,691344;32,07574;WSF;10;WSF 1;0,559510999999993;alone;
32,212415;32,635251;WSF;10;WSF 1;0,978075000000004;alone;
32,806093;33,613326;WSF;10;WSF 1;1,845102;alone;
34,860478;35,458428;WSF;10;WSF 1;1,879271;alone;
36,829442;37,337699;WSF;10;WSF 1;0,824317000000001;alone;
37,542711;38,162016;WSF;10;WSF 1;3,339977;alone;
38,324317;41,501993;WSF;10;WSF 1;0,926822000000001;alone;
41,72836;42,428815;WSF;10;WSF 1;4,232631;alone;
46,174544;46,661446;WSF;10;WSF 1;0,363041000000003;alone;
46,623007;47,024487;WSF;10;WSF 1;1,063497;alone;
47,225228;48,087984;WSF;10;WSF 1;1,324032;alone;
48,925114;49,412016;WSF;10;WSF 1;0,674828999999995;alone;
49,523064;50,086845;WSF;10;WSF 1;1,460706;alone;
50,642084;51,547551;WSF;10;WSF 1;0,922552000000003;alone;
51,761105;52,470103;WSF;10;WSF 1;1,332574;alone;
53,328588;53,802677;WSF;10;WSF 1;0,610762999999999;alone;
53,853929;54,41344;WSF;10;WSF 1;0,734623999999997;alone;
54,520216;55,148064;WSF;10;WSF 1;0,905467000000002;alone;
55,370159;56,053531;WSF;10;WSF 1;0,802961000000003;alone;
56,147494;56,856492;WSF;10;WSF 1;0,811502999999995;alone;
57,04869;57,667995;WSF;10;WSF 1;1,127563;alone;
58,210421;58,795558;WSF;10;WSF 1;0,71754;alone;
58,940774;59,513098;WSF;10;WSF 1;0,486902000000001;alone;
59,636959;60;WSF;10;WSF 1;;;
;;;;;;;
1,003702;1,558941;WSF;11;WSF 1;2,900057;alone;
3,703018;4,458998;WSF;11;WSF 1;1,379556;alone;
5,253417;5,838554;WSF;11;WSF 1;2,613895;alone;
7,705011;8,452449;WSF;11;WSF 1;1,823747;alone;
9,720957;10,276196;WSF;11;WSF 1;0,785876999999999;alone;
10,549544;11,062073;WSF;11;WSF 1;0,439920000000001;alone;
11,126139;11,501993;WSF;11;WSF 1;0,884112;alone;
11,634396;12,386105;WSF;11;WSF 1;1,588838;alone;
13,142084;13,974943;WSF;11;WSF 1;0,922551;alone;
14,389237;14,897494;WSF;11;WSF 1;0,764521999999999;alone;
15,153759;15,662016;WSF;11;WSF 1;0,563781000000001;alone;
15,708998;16,225797;WSF;11;WSF 1;0,811503999999999;alone;
16,400911;17,037301;WSF;11;WSF 1;1,674259;alone;
17,929954;18,71156;WSF;11;WSF 1;0,461276000000002;alone;
18,822608;19,172836;WSF;11;WSF 1;0,640661000000001;alone;
19,352221;19,813497;WSF;11;WSF 1;0,580864999999999;alone;
19,997153;20,394362;WSF;11;WSF 1;1,349659;alone;
21,060649;21,744021;WSF;11;WSF 1;0,734624;alone;
21,880695;22,478645;WSF;11;WSF 1;0,700454999999998;alone;
22,61959;23,1791;WSF;11;WSF 1;0,666287000000001;alone;
23,320046;23,845387;WSF;11;WSF 1;0,785877000000003;alone;
24,088838;24,631264;WSF;11;WSF 1;0,615033999999998;alone;
24,738041;25,246298;WSF;11;WSF 1;0,593679000000002;alone;
25,472665;25,839977;WSF;11;WSF 1;0,952448999999998;alone;
26,228645;26,792426;WSF;11;WSF 1;1,366743;alone;
27,603929;28,159169;WSF;11;WSF 1;1,371013;alone;
29,034738;29,530182;WSF;11;WSF 1;0,704726999999998;alone;
29,752278;30,234909;WSF;11;WSF 1;1,362471;alone;
30,91828;31,59738;WSF;11;WSF 1;1,225798;alone;
32,255125;32,823178;WSF;11;WSF 1;0,457004000000005;alone;
32,921412;33,280182;WSF;11;WSF 1;1,31549;alone;
33,980638;34,595672;WSF;11;WSF 1;1,529043;alone;
35,38582;36,124715;WSF;11;WSF 1;0,862756999999995;alone;
36,445046;36,987472;WSF;11;WSF 1;1,345387;alone;
37,687927;38,332859;WSF;11;WSF 1;2,455865;alone;
40,276196;40,788724;WSF;11;WSF 1;0,764521999999999;alone;
41,019362;41,553246;WSF;11;WSF 1;0,708998000000001;alone;
41,707005;42,262244;WSF;11;WSF 1;0,649201999999995;alone;
42,424544;42,911446;WSF;11;WSF 1;0,559511000000001;alone;
43,099374;43,470957;WSF;11;WSF 1;0,529612;alone;
43,637528;44,000569;WSF;11;WSF 1;1,7127;alone;
45,145216;45,713269;WSF;11;WSF 1;0,798690000000001;alone;
45,948178;46,511959;WSF;11;WSF 1;0,636390000000006;alone;
46,571754;47,148349;WSF;11;WSF 1;0,508256999999993;alone;
47,27221;47,656606;WSF;11;WSF 1;0,568052000000002;alone;
47,742027;48,224658;WSF;11;WSF 1;0,790148000000002;alone;
48,515091;49,014806;WSF;11;WSF 1;0,790148000000002;alone;
49,454727;49,804954;WSF;11;WSF 1;2,378987;alone;
51,410877;52,183941;WSF;11;WSF 1;1,682802;alone;
53,273064;53,866743;WSF;11;WSF 1;1,503416;alone;
54,913155;55,370159;WSF;11;WSF 1;0,973804999999999;alone;
55,784453;56,343964;WSF;11;WSF 1;1,328303;alone;
57,001708;57,672267;WSF;11;WSF 1;0,871298000000003;alone;
58,167711;58,543565;WSF;11;WSF 1;0,388666999999998;alone;
58,543565;58,932232;WSF;11;WSF 1;;;
;;;;;;;
1,876558;3,079261;WSF;12;WSF 1;4,989938;alone;
7,463583;8,069199;WSF;12;WSF 1;2,71248;alone;
9,82634;10,781679;WSF;12;WSF 1;2,593062;alone;
12,905601;13,374741;WSF;12;WSF 1;2,686889;alone;
15,106292;16,06163;WSF   ;12;WSF 1;5,058177;alone;
20,11329;21,119807;WSF;12;WSF 1;5,245833;alone;
25,435891;26,36564;WSF;12;WSF 1;1,211233;alone;
26,868898;27,576873;WSF;12;WSF 1;3,454572;alone;
30,152875;31,031445;WSF;12;WSF 1;4,196666;alone;
34,443369;35,228111;WSF;12;WSF 1;0,904160000000005;alone;
35,29635;36,132271;WSF;12;WSF 1;1,28800099999999;alone;
36,959663;37,420272;WSF;12;WSF 1;4,384322;alone;
41,011322;41,804594;WSF;12;WSF 1;1,142995;alone;
42,069018;42,947589;WSF;12;WSF 1;2,243339;alone;
44,406186;45,190928;WSF;12;WSF 1;2,371287;alone;
46,973658;47,562215;WSF;12;WSF 1;4,49521;alone;
51,392099;52,057425;WSF;12;WSF 1;0,955337999999998;alone;
52,586273;53,012763;WSF;12;WSF 1;;;
;;;;;;;
5,300906;5,568353;ESF;13;ESF 1;0,498061;alone;
5,760531;6,066414;ESF;13;ESF 1;0,502866;alone;
6,269803;6,56928;ESF;13;ESF 1;2,522334;alone;
8,694447;9,091614;ESF;13;ESF 1;3,182145;alone;
12,003109;12,273759;ESF;13;ESF 1;0,683833;alone;
12,680536;12,957592;ESF;13;ESF 1;0,470836;alone;
13,191408;13,428428;ESF;13;ESF 1;5,666044;alone;
18,923113;19,094472;ESF;13;ESF 1;1,064985;alone;
20,037745;20,159457;ESF;13;ESF 1;0,619774;alone;
20,490964;20,779231;ESF;13;ESF 1;1,699172;alone;
22,254196;22,478403;ESF;13;ESF 1;1,165879;alone;
23,370429;23,644282;ESF;13;ESF 1;1,482973;alone;
24,810161;25,127255;ESF;13;ESF 1;3,672198;alone;
28,280573;28,799453;ESF;13;ESF 1;1,449342;alone;
29,872446;30,248795;ESF;13;ESF 1;0,762304999999998;alone;
30,746856;31,0111;ESF;13;ESF 1;0,642195000000001;alone;
31,414674;31,653295;ESF;13;ESF 1;2,504718;alone;
33,948218;34,158013;ESF;13;ESF 1;1,404499;alone;
35,242216;35,562512;ESF;13;ESF 1;2,67928;alone;
38,094456;38,241792;ESF;13;ESF 1;4,865303;alone;
42,834843;43,107095;ESF;13;ESF 1;0,280259000000001;alone;
43,159944;43,387354;ESF;13;ESF 1;0,579737000000002;alone;
43,824559;43,967091;ESF;13;ESF 1;0,590947;alone;
44,513196;44,558038;ESF;13;ESF 1;0,946475999999997;alone;
45,309133;45,504514;ESF;13;ESF 1;0,424391999999997;alone;
45,626226;45,928906;ESF;13;ESF 1;3,252611;alone;
48,880438;49,181517;ESF;13;ESF 1;0,321897999999997;alone;
49,253583;49,503415;ESF;13;ESF 1;3,731453;alone;
52,856918;53,234868;ESF;13;ESF 1;0,938468;alone;
53,678478;54,173336;ESF;13;ESF 1;1,603084;alone;
55,315193;55,77642;ESF;13;ESF 1;0,986512999999995;alone;
56,344946;56,762933;ESF;13;ESF 1;0,0848790000000008;alone;
56,397795;56,847812;ESF;13;ESF 1;0,855191000000005;alone;
57,296227;57,703003;ESF;13;ESF 1;1,619099;alone;
59,030632;59,322102;ESF;13;ESF 1;1,667142;alone;
60,696173;60,989244;ESF;13;ESF 1;0,975303000000004;alone;
61,682686;61,964547;ESF;13;ESF 1;0,409979;alone;
62,006186;62,374526;ESF;13;ESF 1;1,332434;alone;
63,375453;63,70696;ESF;13;ESF 1;4,73398099999999;alone;
68,098224;68,440941;ESF;13;ESF 1;0,249831;alone;
68,453753;68,690772;ESF;13;ESF 1;0,85679300000001;alone;
69,339372;69,547565;ESF;13;ESF 1;1,133849;alone;
70,311472;70,681414;ESF;13;ESF 1;0,767110000000002;alone;
71,133032;71,448524;ESF;13;ESF 1;2,555966;alone;
73,62654;74,00449;ESF;13;ESF 1;0,178564999999992;alone;
74,010896;74,183055;ESF;13;ESF 1;0,705453000000006;alone;
74,532979;74,888508;ESF;13;ESF 1;1,053775;alone;
75,676437;75,942283;ESF;13;ESF 1;1,881742;alone;
77,434865;77,824025;ESF;13;ESF 1;1,68635999999999;alone;
79,22372;79,510385;ESF;13;ESF 1;0,283462999999998;alone;
79,528002;79,793848;ESF;13;ESF 1;0,504467000000005;alone;
80,102934;80,298315;ESF;13;ESF 1;0,429197000000002;alone;
80,421629;80,727512;ESF;13;ESF 1;0,872807999999992;alone;
81,225573;81,60032;ESF;13;ESF 1;0,285063000000008;alone;
81,683597;81,885383;ESF;13;ESF 1;0,422792000000001;alone;
82,079163;82,308175;ESF;13;ESF 1;0,413181999999992;alone;
82,489142;82,721357;ESF;13;ESF 1;2,48389900000001;alone;
84,953823;85,205256;ESF;13;ESF 1;0,216200000000001;alone;
85,261308;85,421456;ESF;13;ESF 1;0,496458999999987;alone;
85,639258;85,917915;ESF;13;ESF 1;0,659811000000005;alone;
86,223799;86,577726;ESF;13;ESF 1;1,394891;alone;
87,564239;87,972617;ESF;13;ESF 1;1,05537700000001;alone;
88,757343;89,027994;ESF;13;ESF 1;1,06498499999999;alone;
89,932831;90,092979;ESF;13;ESF 1;0,227411000000004;alone;
90,176256;90,32039;ESF;13;ESF 1;1,29880199999999;alone;
91,26046;91,619192;ESF;13;ESF 1;0,674223999999995;alone;
92,008352;92,293416;ESF;13;ESF 1;1,68796200000001;alone;
93,678698;93,981378;ESF;13;ESF 1;4,767612;alone;
98,540798;98,74899;ESF;13;ESF 1;0,408377999999999;alone;
99,021242;99,157368;ESF;13;ESF 1;3,326279;alone;
102,222605;102,483647;ESF;13;ESF 1;0,840778;alone;
103,162675;103,324425;ESF;13;ESF 1;1,37246999999999;alone;
104,123564;104,696895;ESF;13;ESF 1;5,241651;alone;
109,498139;109,938546;ESF;13;ESF 1;0,148938000000001;alone;
109,960967;110,087484;ESF;13;ESF 1;4,80284499999999;alone;
114,376253;114,890329;ESF;13;ESF 1;4,74359000000001;alone;
119,174294;119,633919;ESF;13;ESF 1;1,61909799999999;alone;
120,993577;121,253017;ESF;13;ESF 1;4,652306;alone;
125,445698;125,905323;ESF;13;ESF 1;3,45920199999999;alone;
129,27324;129,364525;ESF;13;ESF 1;3,113281;alone;
132,271215;132,477806;ESF;13;ESF 1;7,602236;alone;
139,817398;140,080042;ESF;13;ESF 1;1,03295600000001;alone;
140,786295;141,112998;ESF;13;ESF 1;;;
202,973448;203,27773;ESF;13;ESF 2;3,089259;alone;
205,937792;206,366989;ESF;13;ESF 2;3,526464;alone;
209,496285;209,893453;ESF;13;ESF 2;2,174812;alone;
211,866479;212,068265;ESF;13;ESF 2;0,916047999999989;alone;
212,748895;212,984313;ESF;13;ESF 2;0,715863000000013;alone;
213,384684;213,700176;ESF;13;ESF 2;6,82711800000001;alone;
220,110909;220,527294;ESF;13;ESF 2;0,826364999999981;alone;
221,012543;221,353659;ESF;13;ESF 2;0,975301999999999;alone;
221,94941;222,328961;ESF;13;ESF 2;1,17869100000001;alone;
223,088064;223,507652;ESF;13;ESF 2;1,37887599999999;alone;
224,441316;224,886528;ESF;13;ESF 2;2,38781;alone;
226,579295;227,274338;ESF;13;ESF 2;0,374747000000013;alone;
227,356014;227,649085;ESF;13;ESF 2;0,714260999999993;alone;
228,039847;228,363346;ESF;13;ESF 2;0,312288999999993;alone;
228,396977;228,675635;ESF;13;ESF 2;0,863199000000009;alone;
229,122449;229,538834;ESF;13;ESF 2;0,373144999999994;alone;
229,617307;229,911979;ESF;13;ESF 2;2,83622499999998;alone;
232,445524;232,748204;ESF;13;ESF 2;0,757501000000019;alone;
233,196619;233,505705;ESF;13;ESF 2;0,752696999999984;alone;
233,976541;234,258402;ESF;13;ESF 2;0,490053000000017;alone;
234,333672;234,748455;ESF;13;ESF 2;0,719065999999998;alone;
235,192066;235,467521;ESF;13;ESF 2;0,504467000000005;alone;
235,770201;235,971988;ESF;13;ESF 2;1,86252399999998;alone;
237,555854;237,834512;ESF;13;ESF 2;0,95448300000001;alone;
238,441473;238,788995;ESF;13;ESF 2;0,350724000000014;alone;
238,958752;239,139719;ESF;13;ESF 2;0,299477999999993;alone;
239,168546;239,439197;ESF;13;ESF 2;0,811950999999993;alone;
239,994911;240,251148;ESF;13;ESF 2;0,23541800000001;alone;
240,108616;240,486566;ESF;13;ESF 2;0,45321899999999;alone;
240,667533;240,939785;ESF;13;ESF 2;0,635788999999988;alone;
241,332149;241,575574;ESF;13;ESF 2;0,560518999999999;alone;
241,911885;242,136093;ESF;13;ESF 2;0,981707999999998;alone;
242,595718;243,117801;ESF;13;ESF 2;0,556515000000019;alone;
243,466124;243,674316;ESF;13;ESF 2;0,181768000000005;alone;
243,726364;243,856084;ESF;13;ESF 2;2,33496099999999;alone;
245,913989;246,191045;ESF;13;ESF 2;0,962491;alone;
246,834841;247,153536;ESF;13;ESF 2;0,835973999999993;alone;
247,603553;247,98951;ESF;13;ESF 2;0,120111000000009;alone;
247,986307;248,109621;ESF;13;ESF 2;0,568525999999991;alone;
248,402692;248,678147;ESF;13;ESF 2;0,148938000000015;alone;
248,697365;248,827085;ESF;13;ESF 2;3,021997;alone;
251,509568;251,849082;ESF;13;ESF 2;0,0464429999999822;alone;
251,849082;251,895525;ESF;13;ESF 2;0,880815000000013;alone;
252,47366;252,77634;ESF;13;ESF 2;0,288266999999991;alone;
252,78755;253,064607;ESF;13;ESF 2;0,506067999999999;alone;
253,50021;253,570675;ESF;13;ESF 2;0,277056000000016;alone;
253,769259;253,847731;ESF;13;ESF 2;0,608564000000001;alone;
254,198456;254,456295;ESF;13;ESF 2;0,747891999999979;alone;
254,963965;255,204187;ESF;13;ESF 2;1,03295600000001;alone;
255,865599;256,237143;ESF;13;ESF 2;0,164952999999969;alone;
256,267571;256,402096;ESF;13;ESF 2;0,805545000000052;alone;
256,8393;257,207641;ESF;13;ESF 2;0,177764999999965;alone;
257,226859;257,385406;ESF;13;ESF 2;0,490052999999989;alone;
257,625628;257,875459;ESF;13;ESF 2;0,514076000000045;alone;
258,080449;258,389535;ESF;13;ESF 2;0,0640589999999861;alone;
258,394339;258,453594;ESF;13;ESF 2;0,490053999999986;alone;
258,692215;258,943648;ESF;13;ESF 2;0,389160000000004;alone;
259,196682;259,332808;ESF;13;ESF 2;0,467632999999978;alone;
259,699547;259,800441;ESF;13;ESF 2;0,707854999999995;alone;
260,282487;260,508296;ESF;13;ESF 2;0,949679000000003;alone;
261,289819;261,457975;ESF;13;ESF 2;0,58293900000001;alone;
261,594101;262,040914;ESF;13;ESF 2;1,08100100000001;alone;
262,966571;263,121915;ESF;13;ESF 2;1,53261800000001;alone;
264,142059;264,654533;ESF;13;ESF 2;0,770312999999987;alone;
265,074121;265,424846;ESF;13;ESF 2;0,408377999999971;alone;
265,5914;265,833224;ESF;13;ESF 2;2,28211200000004;alone;
267,67653;268,115336;ESF;13;ESF 2;1,71038299999998;alone;
269,603113;269,825719;ESF;13;ESF 2;1,78084799999999;alone;
271,255842;271,606567;ESF;13;ESF 2;1,05057199999999;alone;
272,399301;272,657139;ESF;13;ESF 2;0,310688000000027;alone;
272,66835;272,967827;ESF;13;ESF 2;1,27157699999998;alone;
274,066444;274,239404;ESF;13;ESF 2;0,237019000000032;alone;
274,449198;274,476423;ESF;13;ESF 2;0,611765999999989;alone;
274,947259;275,088189;ESF;13;ESF 2;2,400622;alone;
277,277415;277,488811;ESF;13;ESF 2;1,90736500000003;alone;
279,149548;279,396176;ESF;13;ESF 2;0,850386999999955;alone;
280,120046;280,246563;ESF;13;ESF 2;0,546106000000009;alone;
280,547642;280,792669;ESF;13;ESF 2;0,118509000000017;alone;
280,811886;280,911178;ESF;13;ESF 2;0,424393000000009;alone;
281,175423;281,335571;ESF;13;ESF 2;3,58731999999998;alone;
284,740322;284,922891;ESF;13;ESF 2;0,799140000000023;alone;
285,568288;285,722031;ESF;13;ESF 2;1,39489099999997;alone;
286,863887;287,116922;ESF;13;ESF 2;1,036158;alone;
287,869618;288,15308;ESF;13;ESF 2;1,00413000000003;alone;
288,98425;289,15721;ESF;13;ESF 2;1,43012299999998;alone;
290,419178;290,587333;ESF;13;ESF 2;0,249832000000026;alone;
290,73467;290,837165;ESF;13;ESF 2;1,59507599999995;alone;
292,363377;292,432241;ESF;13;ESF 2;0,730276000000003;alone;
292,997564;293,162517;ESF;13;ESF 2;1,51500200000004;alone;
294,59264;294,677519;ESF;13;ESF 2;1,12744299999997;alone;
295,598371;295,804962;ESF;13;ESF 2;0,0880819999999858;alone;
295,817774;295,893044;ESF;13;ESF 2;0,944874000000027;alone;
296,661755;296,837918;ESF;13;ESF 2;0,965693999999985;alone;
297,595419;297,803612;ESF;13;ESF 2;0,792733999999996;alone;
298,468227;298,596346;ESF;13;ESF 2;0,477240999999992;alone;
298,759697;299,073587;ESF;13;ESF 2;0,893627000000038;alone;
299,754217;299,967214;ESF;13;ESF 2;2,49030499999998;alone;
302,239717;302,457519;ESF;13;ESF 2;1,59187300000002;alone;
303,804365;304,049392;ESF;13;ESF 2;0,632586000000003;alone;
304,555461;304,681978;ESF;13;ESF 2;0,392362999999989;alone;
304,82451;305,074341;ESF;13;ESF 2;0,775117000000023;alone;
305,674897;305,849458;ESF;13;ESF 2;1,12584199999998;alone;
306,805543;306,9753;ESF;13;ESF 2;0,541300999999976;alone;
307,241146;307,516601;ESF;13;ESF 2;1,02174600000001;alone;
308,344567;308,538347;ESF;13;ESF 2;1,559843;alone;
309,901208;310,09819;ESF;13;ESF 2;1,40289899999999;alone;
311,284889;311,501089;ESF;13;ESF 2;0,847184000000027;alone;
312,130471;312,348273;ESF;13;ESF 2;2,30613399999999;alone;
314,44141;314,654407;ESF;13;ESF 2;0,474039000000005;alone;
314,859397;315,128446;ESF;13;ESF 2;0,413182000000006;alone;
315,325428;315,541628;ESF;13;ESF 2;1,63991800000002;alone;
317,027804;317,181546;ESF;13;ESF 2;0,368340999999987;alone;
317,416964;317,549887;ESF;13;ESF 2;0,555713999999966;alone;
317,934242;318,105601;ESF;13;ESF 2;0,645397000000003;alone;
318,568429;318,750998;ESF;13;ESF 2;0,960890000000006;alone;
319,6174;319,711888;ESF;13;ESF 2;1,012136;alone;
320,491809;320,724024;ESF;13;ESF 2;0,560518999999999;alone;
321,113184;321,284543;ESF;13;ESF 2;0,148937999999987;alone;
321,374226;321,433481;ESF;13;ESF 2;0,943273000000033;alone;
322,306289;322,376754;ESF;13;ESF 2;0,989715999999987;alone;
323,223938;323,36647;ESF;13;ESF 2;1,012137;alone;
324,055107;324,378607;ESF;13;ESF 2;0,66621600000002;alone;
324,726128;325,044823;ESF;13;ESF 2;0,450017000000003;alone;
325,249813;325,49484;ESF;13;ESF 2;3,43998299999998;alone;
328,638549;328,934823;ESF;13;ESF 2;0,0960890000000063;alone;
328,933222;329,030912;ESF;13;ESF 2;1,04897099999999;alone;
329,833255;330,079883;ESF;13;ESF 2;0,818356999999992;alone;
330,569937;330,89824;ESF;13;ESF 2;0,150540000000035;alone;
330,912654;331,04878;ESF;13;ESF 2;0,443609999999978;alone;
331,313024;331,49239;ESF;13;ESF 2;1,56304699999998;alone;
332,813613;333,055437;ESF;13;ESF 2;0,176163000000031;alone;
333,105083;333,2316;ESF;13;ESF 2;0,134523999999999;alone;
333,234803;333,366124;ESF;13;ESF 2;0,744689999999991;alone;
333,921839;334,110814;ESF;13;ESF 2;0,416384999999991;alone;
334,280571;334,527199;ESF;13;ESF 2;1,25716299999999;alone;
335,629019;335,784362;ESF;13;ESF 2;0,89763099999999;alone;
336,504229;336,681993;ESF;13;ESF 2;0,416385;alone;
336,939832;337,098378;ESF;13;ESF 2;0,346721000000002;alone;
337,161637;337,445099;ESF;13;ESF 2;0,646998999999994;alone;
337,884706;338,092098;ESF;13;ESF 2;0,124114999999961;alone;
338,069677;338,216213;ESF;13;ESF 2;0,100093000000015;alone;
338,221818;338,316306;ESF;13;ESF 2;0,344317999999987;alone;
338,470048;338,660624;ESF;13;ESF 2;1,54382900000002;alone;
340,013076;340,204453;ESF;13;ESF 2;0,434002000000021;alone;
340,382218;340,638455;ESF;13;ESF 2;0,0952879999999823;alone;
340,588809;340,733743;ESF;13;ESF 2;0,172959999999989;alone;
340,745754;340,906703;ESF;13;ESF 2;0,305082000000027;alone;
341,078862;341,211785;ESF;13;ESF 2;1,864126;alone;
342,873323;343,075911;ESF;13;ESF 2;0,0752689999999916;alone;
342,930176;343,15118;ESF;13;ESF 2;0,642195000000015;alone;
343,580377;343,793375;ESF;13;ESF 2;1,05697799999996;alone;
344,619739;344,850353;ESF;13;ESF 2;1,33243300000004;alone;
346,056269;346,182786;ESF;13;ESF 2;0,198583999999983;alone;
346,198801;346,38137;ESF;13;ESF 2;0,350724000000014;alone;
346,650419;346,732094;ESF;13;ESF 2;0,405174999999986;alone;
346,946693;347,137269;ESF;13;ESF 2;1,02494899999999;alone;
348,035701;348,162218;ESF;13;ESF 2;0,840778;alone;
348,745157;349,002996;ESF;13;ESF 2;0,669420000000002;alone;
349,378544;349,672416;ESF;13;ESF 2;0,66621600000002;alone;
350,237739;350,338632;ESF;13;ESF 2;0,429196999999988;alone;
350,609283;350,767829;ESF;13;ESF 2;0,650201999999979;alone;
351,26589;351,418031;ESF;13;ESF 2;0,422791000000018;alone;
351,584585;351,840822;ESF;13;ESF 2;1,644722;alone;
353,373441;353,485544;ESF;13;ESF 2;1,69196599999998;alone;
354,997344;355,17751;ESF;13;ESF 2;0,117708999999991;alone;
355,18792;355,295219;ESF;13;ESF 2;0,760704000000032;alone;
355,884565;356,055923;ESF;13;ESF 2;0,263443999999993;alone;
356,178437;356,319367;ESF;13;ESF 2;1,19710800000001;alone;
357,354725;357,516475;ESF;13;ESF 2;0,23381599999999;alone;
357,56452;357,750291;ESF;13;ESF 2;0,253035000000011;alone;
357,793531;358,003326;ESF;13;ESF 2;0,289868000000013;alone;
358,073791;358,293194;ESF;13;ESF 2;1,53421999999995;alone;
359,739332;359,827414;ESF;13;ESF 2;0,199384000000009;alone;
359,824211;360,026798;ESF;13;ESF 2;0,108100000000036;alone;
359,915495;360,134898;ESF;13;ESF 2;0,16094899999996;alone;
360,170131;360,295847;ESF;13;ESF 2;0,825564000000043;alone;
360,816329;361,121411;ESF;13;ESF 2;0,677426999999966;alone;
361,529789;361,798838;ESF;13;ESF 2;0,225009;alone;
361,829266;362,023847;ESF;13;ESF 2;0,964893000000018;alone;
362,791757;362,98874;ESF;13;ESF 2;1,305207;alone;
364,072142;364,293947;ESF;13;ESF 2;1,132248;alone;
365,239623;365,426195;ESF;13;ESF 2;0,494857999999965;alone;
365,807348;365,921053;ESF;13;ESF 2;0,14173100000005;alone;
365,893027;366,062784;ESF;13;ESF 2;0,454020999999955;alone;
366,206117;366,516805;ESF;13;ESF 2;1,303606;alone;
367,631436;367,820411;ESF;13;ESF 2;0,821560000000034;alone;
368,469011;368,641971;ESF;13;ESF 2;0,970498999999961;alone;
369,503569;369,61247;ESF;13;ESF 2;0,490854000000013;alone;
369,909545;370,103324;ESF;13;ESF 2;1,10262;alone;
370,982538;371,205944;ESF;13;ESF 2;0,824764000000016;alone;
371,635142;372,030708;ESF;13;ESF 2;0,507670000000019;alone;
372,464709;372,538378;ESF;13;ESF 2;0,82316099999997;alone;
373,112509;373,361539;ESF;13;ESF 2;0,740685999999982;alone;
373,800345;374,102225;ESF;13;ESF 2;0,928059000000019;alone;
374,85332;375,030284;ESF;13;ESF 2;0,594150000000013;alone;
375,300934;375,624434;ESF;13;ESF 2;0,703050000000019;alone;
376,11769;376,327484;ESF;13;ESF 2;1,72159399999998;alone;
377,869712;378,049078;ESF;13;ESF 2;0,363536000000011;alone;
378,240455;378,412614;ESF;13;ESF 2;0,525285999999994;alone;
378,703283;378,9379;ESF;13;ESF 2;0,204990000000009;alone;
378,953915;379,14289;ESF;13;ESF 2;0,614968999999974;alone;
379,580095;379,757859;ESF;13;ESF 2;0,224207999999976;alone;
379,804302;379,982067;ESF;13;ESF 2;1,37567300000001;alone;
380,941354;381,35774;ESF;13;ESF 2;0,244226000000026;alone;
381,382563;381,601966;ESF;13;ESF 2;0,333909000000006;alone;
381,649209;381,935875;ESF;13;ESF 2;0,267447000000004;alone;
381,988724;382,203322;ESF;13;ESF 2;0,203388999999959;alone;
382,259374;382,406711;ESF;13;ESF 2;0,22741000000002;alone;
382,465165;382,634121;ESF;13;ESF 2;0,220204000000024;alone;
382,641328;382,854325;ESF;13;ESF 2;0,494056999999998;alone;
383,121772;383,348382;ESF;13;ESF 2;1,17708899999997;alone;
384,390146;384,525471;ESF;13;ESF 2;0,149739000000011;alone;
384,525471;384,67521;ESF;13;ESF 2;1,24435199999999;alone;
385,693753;385,919562;ESF;13;ESF 2;0,41398300000003;alone;
385,959599;386,333545;ESF;13;ESF 2;0,496458999999959;alone;
386,757937;386,830004;ESF;13;ESF 2;0,0888820000000123;alone;
386,773952;386,918886;ESF;13;ESF 2;0,258640000000014;alone;
386,926894;387,177526;ESF;13;ESF 2;0,725471000000027;alone;
387,595513;387,902997;ESF;13;ESF 2;0,630983999999955;alone;
388,393051;388,533981;ESF;13;ESF 2;1,08900800000004;alone;
389,406789;389,622989;ESF;13;ESF 2;0,100092999999958;alone;
