Piece,Label SD,SD,Clave_?,Section,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cajon,Conga,Trumpet,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens,Cj_Dens,Cn_Dens,Tm_Dens,Cl_Peak,Bs_Peak,Gt_Peak,Tr_Peak,Bn_Peak,Bl_Peak,Cj_Peak,Cn_Peak,Tm_Peak
Song_4,4|5,5,N,Son,,18.354985,,18.329521,18.330522,,,,,,2,,4,6,,,,,,0.594224,,0.223924,0.334808,,,,
Song_4,4|6,6,N,Son,,,18.467905,,,,,18.478618,,,,4,,,,,5.5,,,,0.206684,,,,,0.289571,
Song_4,4|7,7,3,Son,,18.628484,18.650946,18.637663,18.64971,,,,,,2.5,4,4,6,,,,,,0.413715,0.447231,0.150033,0.038879,,,,
Song_4,4|8,8,N,Son,,,,18.828679,18.830651,,,18.822654,,,,,4,6,,,5,,,,,0.257646,0.374333,,,0.527819,
Song_4,4|9,9,N,Son,,,18.993391,,,,,,,,,3.5,,,,,,,,,0.327502,,,,,,
Song_4,4|10,10,N,Son,,,,19.14991,,,,19.142546,,,,,3.5,,,,4.5,,,,,0.252322,,,,0.480166,
Song_4,4|11,11,4,Son,,,19.333124,,19.325298,,,19.31334,,,,3.5,,5.5,,,4.5,,,,0.345897,,0.090123,,,0.415512,
Song_4,4|12,12,N,Son,,19.459156,,19.479961,19.496577,,,,,,2,,3.5,5.5,,,,,,0.704663,,0.247404,0.054949,,,,
Song_4,4|13,13,5,Son,,19.651751,19.645992,,,,,,,,2.5,4,,,,,,,,0.297185,0.245567,,,,,,
Song_4,4|14,14,N,Son,,,,19.81475,19.806146,,,19.815653,,,,,3.5,6,,,5,,,,,0.060692,0.390987,,,0.248423,
Song_4,4|15,15,N,Son,,19.986095,19.975674,20.002574,19.977537,,,19.975785,,,3,4,4,5.5,,,4.5,,,0.510959,0.441257,0.099118,0.63214,,,0.440909,
Song_4,4|16,16,N,Son,,,20.178637,20.147062,20.141541,,,,,,,3.5,4,5.5,,,,,,,0.231884,0.127713,0.023464,,,,
Song_4,5|1,1,1,Son,,20.328998,20.355111,20.346471,,,,20.320348,,,3,4,4,,,,5.5,,,0.426394,0.109565,0.115234,,,,0.584127,
Song_4,5|2,2,N,Son,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song_4,5|3,3,N,Son,,,20.659389,20.610054,,,,20.661459,,,,3.5,4.5,,,,5,,,,0.257715,0.067306,,,,0.192407,
Song_4,5|4,4,2,Son,,20.796704,20.840219,20.766873,20.841216,,,,,,2.5,4,4.5,5.5,,,,,,0.603419,0.29445,0.135898,0.08983,,,,
Song_4,5|5,5,N,Son,,20.993267,,21.004722,21.031831,,,,,,3,,4.5,6,,,,,,0.378797,,0.146023,0.05625,,,,
Song_4,5|6,6,N,Son,,,,,21.210662,,,21.173313,,,,,,6,,,5.5,,,,,,0.019182,,,0.093869,
Song_4,5|7,7,3,Son,,21.30335,21.33898,,21.362836,,,,,,3.5,3.5,,6,,,,,,0.460034,0.479498,,0.051709,,,,
Song_4,5|8,8,N,Son,,,21.529919,21.499819,21.521442,,,21.519264,,,,4,4.5,6,,,6,,,,0.290711,0.180366,0.31899,,,0.558122,
Song_4,5|9,9,N,Son,,,,,21.693188,,,,,,,,,6,,,,,,,,,0.031247,,,,
Song_4,5|10,10,N,Son,,,,21.799514,21.859299,,,21.862639,,,,,5,6,,,5.5,,,,,0.154336,0.036064,,,0.133739,
Song_4,5|11,11,4,Son,,,21.999532,,,,,22.021889,,,,3.5,,,,,5.5,,,,0.207585,,,,,0.162801,
Song_4,5|12,12,N,Son,,22.154652,22.185692,22.143838,,,,22.201755,,,2.5,3.5,4.5,,,,5.5,,,0.57453,0.300025,0.152014,,,,0.092927,
Song_4,5|13,13,5,Son,,,,,,,,22.362994,,,,,,,,,5,,,,,,,,,0.034093,
Song_4,5|14,14,N,Son,,,,22.50345,,,,22.517563,,,,,4,,,,5.5,,,,,0.151083,,,,0.311329,
Song_4,5|15,15,N,Son,,22.670373,22.676064,,,,,22.684468,,,2.5,3,,,,,5.5,,,0.541945,0.642345,,,,,0.617511,
Song_4,5|16,16,N,Son,,,22.851623,22.853239,22.878239,,,,,,,3,3.5,6,,,,,,,0.29431,0.132345,0.168821,,,,
Song_4,6|1,1,1,Son,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song_4,6|2,2,N,Son,,,23.196602,23.189838,23.209022,,,,,,,3.5,3.5,6,,,,,,,0.364841,0.093154,0.441984,,,,
Song_4,6|3,3,N,Son,,23.343727,,,,,,23.367966,,,1.5,,,,,,4.5,,,0.430083,,,,,,0.145131,
Song_4,6|4,4,2,Son,,,23.545235,23.47105,23.537898,,,,,,,3,3.5,5.5,,,,,,,0.238883,0.108408,0.262129,,,,
Song_4,6|5,5,N,Son,,23.736128,23.74134,23.72221,23.732342,,,,,,2,3.5,3.5,5.5,,,,,,0.3787,0.232784,0.125259,0.639991,,,,
Song_4,6|6,6,N,Son,,,,,,,,23.881331,,,,,,,,,5,,,,,,,,,0.044831,
Song_4,6|7,7,3,Son,,24.027462,24.040099,23.992806,,,,,,,2.5,3.5,3.5,,,,,,,0.395225,0.26047,0.079126,,,,,
Song_4,6|8,8,N,Son,,,24.241612,24.218249,24.243638,,,24.236732,,,,3.5,3.5,4.5,,,5,,,,0.276658,0.133523,0.243839,,,0.603175,
Song_4,6|9,9,N,Son,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song_4,6|10,10,N,Son,,,,24.547456,,,,24.585244,,,,,3.5,,,,4.5,,,,,0.142682,,,,0.065161,
Song_4,6|11,11,4,Son,,,24.731986,,24.746969,,,24.738103,,,,3.5,,4,,,4.5,,,,0.363078,,0.069547,,,0.172654,
Song_4,6|12,12,N,Son,,24.886695,24.913631,24.886075,,,,24.921651,,,2,3.5,3.5,,,,5,,,0.67717,0.391302,0.269454,,,,0.060466,
Song_4,6|13,13,5,Son,,25.125178,,,,,,,,,2.5,,,,,,,,,0.701399,,,,,,,
Song_4,6|14,14,N,Son,,,,25.217937,25.240996,,,25.246071,,,,,3.5,4,,,5,,,,,0.289224,0.128393,,,0.222398,
Song_4,6|15,15,N,Son,,25.399594,25.389171,,25.396552,,,25.412903,,,2.5,3.5,,4.5,,,5,,,0.429899,0.517829,,0.264306,,,0.512226,
Song_4,6|16,16,N,Son,,,25.56734,25.543076,25.579338,,,,,,,3.5,3.5,4.5,,,,,,,0.239806,0.363518,0.262682,,,,
Song_4,7|1,1,1,Son,,25.769865,25.751959,,25.839131,,,,,,2.5,3.5,,4.5,,,,,,0.447461,0.384189,,0.165954,,,,
Song_4,7|2,2,N,Son,,,,,25.96882,,,,,,,,,5,,,,,,,,,0.423924,,,,
Song_4,7|3,3,N,Son,,26.077799,26.065889,,26.07759,,,,,,2.5,3.5,,5.5,,,,,,0.613874,0.358658,,0.2425,,,,
Song_4,7|4,4,2,Son,,,,26.234861,26.260925,,,,,,,,3.5,5.5,,,,,,,,0.266474,0.743198,,,,
Song_4,7|5,5,N,Son,,26.433394,26.414571,26.441981,26.421197,,,,,,3,3.5,4,6,,,,,,0.737561,0.380001,0.199577,0.730767,,,,
Song_4,7|6,6,N,Son,,,,,,,,26.592226,,,,,,,,,5,,,,,,,,,0.408535,
Song_4,7|7,7,3,Son,,26.733573,26.725297,26.709984,,,,,,,3.5,4,4,,,,,,,0.661497,0.492591,0.090774,,,,,
Song_4,7|8,8,N,Son,,,26.922423,26.902907,26.913904,,,26.914432,,,,3.5,4,6.5,,,5,,,,0.19598,0.241049,0.292995,,,0.576598,
Song_4,7|9,9,N,Son,,,27.097871,,27.094295,,,,,,,4,,6.5,,,,,,,0.215377,,0.254701,,,,
Song_4,7|10,10,N,Son,,,,27.234573,27.255332,,,27.259175,,,,,4,6.5,,,5,,,,,0.161462,0.050162,,,0.081158,
Song_4,7|11,11,4,Son,,,27.411681,,27.415636,,,27.414243,,,,4,,6,,,5,,,,0.395181,,0.041016,,,0.152187,
Song_4,7|12,12,N,Son,,27.574032,,27.579275,,,27.588861,,,,2.5,,4,,,0.5,,,,0.636067,,0.284288,,,0.590459,,
Song_4,7|13,13,5,Son,,,27.77321,,,,,,,,,3.5,,,,,,,,,0.276072,,,,,,
Song_4,7|14,14,N,Son,,,,,,,,27.91862,,,,,,,,,6,,,,,,,,,0.193053,
Song_4,7|15,15,N,Son,,28.067515,28.089451,,28.076486,,,28.08293,,,2.5,3.5,,6.5,,,6,,,0.501436,0.28716,,0.179195,,,0.566328,
Song_4,7|16,16,N,Son,,,28.2655,28.222518,28.27089,,,,,,,4,4.5,6,,,,,,,0.254033,0.379343,0.374829,,,,
Song_4,8|1,1,1,Son,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song_4,8|2,2,N,Son,,,,28.620567,28.601706,,,,,,,,4,6,,,,,,,,0.233305,0.290581,,,,
Song_4,8|3,3,N,Son,,,28.761767,,,,,28.760694,,,,3.5,,,,,5.5,,,,0.333438,,,,,0.161246,
Song_4,8|4,4,2,Son,,28.951376,,28.933517,28.936564,,,,,,1.5,,3.5,6,,,,,,0.40064,,0.362323,0.241019,,,,
Song_4,8|5,5,N,Son,,29.164312,29.113011,29.134851,29.125106,,,29.132332,,,2,3,4,6,,,5.5,,,0.373317,0.319685,0.456372,0.660864,,,0.13863,
Song_4,8|6,6,N,Son,,,,,,,,29.260565,,,,,,,,,5.5,,,,,,,,,0.127965,
Song_4,8|7,7,3,Son,,29.443257,29.430328,29.410468,,,,,,,2.5,3,4,,,,,,,0.439637,0.410709,0.153119,,,,,
Song_4,8|8,8,N,Son,,,,29.578368,29.594324,,,29.604593,,,,,4.5,6,,,5,,,,,0.213219,0.247458,,,0.485618,
Song_4,8|9,9,N,Son,,,29.788835,,,,,,,,,3,,,,,,,,,0.233789,,,,,,
Song_4,8|10,10,N,Son,,,,29.940322,,,,29.941327,,,,,4,,,,4.5,,,,,0.311179,,,,0.099819,
Song_4,8|11,11,4,Son,,,,,30.121425,,,30.097344,,,,,,5.5,,,4.5,,,,,,0.085925,,,0.102457,
Song_4,8|12,12,N,Son,,30.258088,30.274092,30.256534,30.306156,,,30.276635,,,2,2.5,3.5,5.5,,,4.5,,,0.623988,0.241228,0.3167,0.152487,,,0.061741,
Song_4,8|13,13,5,Son,,30.462985,30.458392,,,,,,,,2.5,3,,,,,,,,0.509292,0.378476,,,,,,
Song_4,8|14,14,N,Son,,,,30.588298,,,,30.610321,,,,,4,,,,5,,,,,0.116989,,,,0.265058,
Song_4,8|15,15,N,Son,,30.770254,30.798631,30.75794,30.753547,,,30.778709,,,3,3,4,6,,,5,,,0.390361,0.744032,0.062129,0.543911,,,0.414672,
Song_4,8|16,16,N,Son,,,30.976722,30.914369,30.95628,,,,,,,3.5,4.5,5.5,,,,,,,0.181204,0.126621,0.666919,,,,
Song_4,9|1,1,1,Son,,31.137685,31.163049,31.11425,,,,,,,3,3.5,4.5,,,,,,,0.432372,0.390991,0.111684,,,,,
Song_4,9|2,2,N,Son,,,,,,,,31.287212,,,,,,,,,4.5,,,,,,,,,0.138207,
Song_4,9|3,3,N,Son,,,31.481959,,31.457141,,,31.457758,,,,3.5,,5.5,,,5,,,,0.353886,,0.741189,,,0.229869,
Song_4,9|4,4,2,Son,,31.604601,31.67173,,,,,,,,2.5,4,,,,,,,,0.39208,0.227112,,,,,,
Song_4,9|5,5,N,Son,,,,31.82006,31.83127,,,,,,,,4.5,6,,,,,,,,0.125404,0.075573,,,,
Song_4,9|6,6,N,Son,,,,,,,,31.978706,,,,,,,,,5.5,,,,,,,,,0.068621,
Song_4,9|7,7,3,Son,,32.114573,32.140969,,,,,,,,3,4,,,,,,,,0.539199,0.405996,,,,,,
Song_4,9|8,8,N,Son,,,32.319227,32.271605,32.31956,,,32.321046,,,,4,4.5,6,,,5.5,,,,0.224371,0.165379,0.211335,,,0.474469,
Song_4,9|9,9,N,Son,,,32.502899,,32.505569,,,,,,,4,,6,,,,,,,0.320728,,0.090774,,,,
Song_4,9|10,10,N,Son,,,,32.657291,32.665246,,,32.675959,,,,,4.5,6,,,5.5,,,,,0.135446,0.059761,,,0.070864,
Song_4,9|11,11,4,Son,,,32.817626,,32.829619,,,32.830622,,,,4,,6,,,5.5,,,,0.198625,,0.071442,,,0.157539,
Song_4,9|12,12,N,Son,,32.93833,33.000444,33.004991,,,32.996868,,,,2,4,4,,,0.5,,,,0.627745,0.251848,0.077354,,,0.906665,,
Song_4,9|13,13,5,Son,,,33.19314,,,,,,,,,4,,,,,,,,,0.218761,,,,,,
Song_4,9|14,14,N,Son,,,,33.324148,,,,33.336039,,,,,4,,,,6,,,,,0.085299,,,,0.195854,
Song_4,9|15,15,N,Son,,33.478855,33.504582,,33.498705,,,33.498145,,,2,4,,6,,,6,,,0.511206,0.503032,,0.173644,,,0.583192,
Song_4,9|16,16,N,Son,,,,33.665587,33.68259,,,,,,,,3.5,6,,,,,,,,0.1806,0.112221,,,,
Song_4,10|1,1,1,Son,,,33.868761,,,,,,,,,4,,,,,,,,,0.366515,,,,,,
Song_4,10|2,2,N,Son,,,,34.026762,34.015492,,,,,,,,3.5,6,,,,,,,,0.075123,0.578824,,,,
Song_4,10|3,3,N,Son,,34.18255,34.204923,,,,,34.17453,,,1.5,4,,,,,5.5,,,0.342484,0.204419,,,,,0.15478,
Song_4,10|4,4,2,Son,,,34.382377,,34.372841,,,,,,,4,,6,,,,,,,0.214489,,0.158951,,,,
Song_4,10|5,5,N,Son,,34.534545,34.575351,34.548021,34.564,,,,,,2,4,3.5,6,,,,,,0.395262,0.175135,0.128484,0.640728,,,,
Song_4,10|6,6,N,Son,,,,,,,,34.698089,,,,,,,,,5.5,,,,,,,,,0.035242,
Song_4,10|7,7,3,Son,,34.838479,34.892211,34.825885,,,,,,,2.5,4,3.5,,,,,,,0.357184,0.385032,0.101886,,,,,
Song_4,10|8,8,N,Son,,,,35.057583,,,,35.064492,,,,,3.5,,,,5.5,,,,,0.145437,,,,0.618207,
Song_4,10|9,9,N,Son,,,35.183225,,,,,,,,,4,,,,,,,,,0.152537,,,,,,
Song_4,10|10,10,N,Son,,,,35.393596,35.417774,,,,,,,,3.5,5,,,,,,,,0.174895,0.077179,,,,
Song_4,10|11,11,4,Son,,,35.551557,,35.575374,,,35.564787,,,,3.5,,5,,,5,,,,0.478867,,0.069068,,,0.161926,
Song_4,10|12,12,N,Son,,35.706953,35.736119,35.74391,35.739288,,,,,,2,4,3.5,5,,,,,,0.619331,0.40387,0.239765,0.09926,,,,
Song_4,10|13,13,5,Son,,35.940058,,,,,,,,,2.5,,,,,,,,,0.586137,,,,,,,
Song_4,10|14,14,N,Son,,,,36.077954,36.084977,,,36.074498,,,,,3.5,4.5,,,5,,,,,0.310673,0.22066,,,0.330703,
Song_4,10|15,15,N,Son,,36.206824,36.212785,,36.233987,,,36.239491,,,2.5,3.5,,4.5,,,5,,,0.388572,0.582814,,0.154817,,,0.578906,
Song_4,10|16,16,N,Son,,,36.408517,36.40755,36.493742,,,,,,,3.5,3.5,4.5,,,,,,,0.31161,0.324795,0.299018,,,,
Song_4,11|1,1,1,Son,,36.585463,,,36.589243,,,,,,2.5,,,4.5,,,,,,0.431778,,,0.280333,,,,
Song_4,11|2,2,N,Son,,,36.722692,36.725671,36.751083,,,,,,,3.5,3.5,5,,,,,,,0.228369,0.127037,0.425415,,,,
Song_4,11|3,3,N,Son,,36.904892,36.901815,36.906704,36.908844,,,36.916265,,,2.5,3.5,3.5,5.5,,,5.5,,,0.716637,0.171381,0.266364,0.509202,,,0.160014,
Song_4,11|4,4,2,Son,,,37.085463,37.085195,,,,,,,,4,3.5,,,,,,,,0.398533,0.251212,,,,,
Song_4,11|5,5,N,Son,,37.269004,37.263572,37.295255,37.26339,,,37.271363,,,3,4,4,5.5,,,6,,,0.634491,0.392482,0.363637,0.581225,,,0.119443,
Song_4,11|6,6,N,Son,,,,,,,,37.434853,,,,,,,,,6,,,,,,,,,0.139657,
Song_4,11|7,7,3,Son,,37.55377,37.568696,37.536512,,,,,,,3.5,4,4,,,,,,,0.535718,0.386996,0.233453,,,,,
Song_4,11|8,8,N,Son,,,37.746022,37.74206,37.766519,,,37.758952,,,,4,4.5,5.5,,,6,,,,0.199211,0.350763,0.281175,,,0.521142,
Song_4,11|9,9,N,Son,,,37.943391,,37.955001,,,,,,,4.5,,6,,,,,,,0.171999,,0.122855,,,,
Song_4,11|10,10,N,Son,,,,38.087078,38.092044,,,38.100225,,,,,4,6,,,6.5,,,,,0.149334,0.061042,,,0.127542,
Song_4,11|11,11,4,Son,,,38.241176,,38.271659,,,38.260346,,,,4.5,,6,,,6.5,,,,0.386921,,0.057606,,,0.038518,
Song_4,11|12,12,N,Son,,38.413352,,38.41614,,,38.440969,38.417881,,,2.5,,4,,,0.5,6.5,,,0.588851,,0.35663,,,0.440962,0.047925,
Song_4,11|13,13,5,Son,,,38.621885,,,,,38.61001,,,,4.5,,,,,6,,,,0.258008,,,,,0.548958,
Song_4,11|14,14,N,Son,,,,38.750168,,,,38.751987,,,,,4,,,,6.5,,,,,0.257382,,,,0.053179,
Song_4,11|15,15,N,Son,,38.93578,38.927714,38.915631,38.922044,,,38.931081,,,2,4,4,5.5,,,6,,,0.526886,0.326287,0.216222,0.147496,,,0.091305,
Song_4,11|16,16,N,Son,,,,39.09042,39.116554,,,39.091351,,,,,4,5.5,,,6.5,,,,,0.490819,0.176324,,,0.5261,
Song_4,12|1,1,1,Son,,,39.282499,,,,,39.265831,,,,3.5,,,,,6.5,,,,0.284442,,,,,0.058635,
Song_4,12|2,2,N,Son,,,,39.449065,39.434617,,,39.438789,,,,,4,5.5,,,6,,,,,0.176342,0.600689,,,0.13816,
Song_4,12|3,3,N,Son,,39.599176,39.593129,,,,,39.596244,,,1.5,3.5,,,,,6.5,,,0.403766,0.243156,,,,,0.105927,
Song_4,12|4,4,2,Son,,,,39.77565,39.768065,,,,,,,,3.5,5.5,,,,,,,,0.394808,0.156153,,,,
Song_4,12|5,5,N,Son,,39.952114,39.954625,,39.944565,,,,,,2,3,,6,,,,,,0.4619,0.227068,,0.645379,,,,
Song_4,12|6,6,N,Son,,,,,40.117844,,,40.104596,,,,,,5.5,,,6,,,,,,0.071354,,,0.068581,
Song_4,12|7,7,3,Son,,40.252408,40.267501,40.254244,,,,,,,2.5,3,4.5,,,,,,,0.400592,0.473893,0.205514,,,,,
Song_4,12|8,8,N,Son,,,40.451242,40.432691,40.456334,,,40.448021,,,,3.5,4.5,5.5,,,5.5,,,,0.358052,0.675931,0.20721,,,0.545885,
Song_4,12|9,9,N,Son,,,40.640658,,40.63732,,,,,,,3.5,,5.5,,,,,,,0.262653,,0.171108,,,,
Song_4,12|10,10,N,Son,,,,,,,,40.790641,,,,,,,,,5.5,,,,,,,,,0.100118,
Song_4,12|11,11,4,Son,,,40.952754,,40.923511,,,40.949853,,,,3.5,,6,,,5.5,,,,0.290398,,0.381137,,,0.122977,
Song_4,12|12,12,N,Son,,41.114385,,41.104878,41.097809,,,,,,2,,5,6.5,,,,,,0.708619,,0.684219,0.29832,,,,
Song_4,12|13,13,5,Son,,41.335329,41.31074,,41.277693,,,,,,2.5,3.5,,6,,,,,,0.583875,0.229802,,0.085597,,,,
Song_4,12|14,14,N,Son,,,,,41.424294,,,41.449043,,,,,,6.5,,,6,,,,,,0.260858,,,0.277944,
Song_4,12|15,15,N,Son,,41.623684,41.598035,,41.582211,,,41.615553,,,2.5,3.5,,7,,,6,,,0.456725,0.319299,,0.448402,,,0.492485,
Song_4,12|16,16,N,Son,,,41.777698,41.767755,41.758324,,,,,,,4,6.5,7,,,,,,,0.103132,0.147597,0.498505,,,,
Song_4,13|1,1,1,Son,,41.969086,41.960112,41.945798,41.957448,,,41.963385,,,2.5,4,6,6.5,,,6,,,0.328366,0.425493,0.29843,0.575234,,,0.106086,
Song_4,13|2,2,N,Son,,,,,,,,42.124989,,,,,,,,,6,,,,,,,,,0.073447,
Song_4,13|3,3,N,Son,,,42.254493,,42.275125,,,42.282446,,,,4.5,,6.5,,,6.5,,,,0.350387,,0.587776,,,0.17268,
Song_4,13|4,4,2,Son,,42.404653,42.44819,42.420617,42.45065,,,,,,2.5,4.5,6,6.5,,,,,,0.385912,0.277687,0.189029,0.070219,,,,
