Bass,Bass peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Cajon,Cajon peak,Conga,Conga peak,Trumpet,Trumpet peak
79.973335,0.404996,54.103988,0.37273,48.599844,0.228571,39.944565,0.645379,230.845196,0.023083,,,38.260346,0.038518,183.761094,0.613962
80.183806,0.406948,55.271868,0.213113,48.784571,0.182554,40.117844,0.071354,231.001502,0.097155,,,38.417881,0.047925,183.938283,0.312876
80.622744,0.384338,55.965482,0.13588,49.123081,0.383153,40.293501,0.020161,231.200819,0.088477,,,38.61001,0.548958,184.188021,0.359938
81.150332,0.471517,56.329941,0.142672,49.473928,0.492839,40.456334,0.20721,231.378501,0.394857,,,38.751987,0.053179,184.492943,0.326042
82.004113,0.604254,56.831638,0.248389,49.820039,0.586385,40.63732,0.171108,231.698993,0.019527,,,38.931081,0.091305,184.726397,0.602946
82.550067,0.534427,57.555556,0.123583,50.009736,0.094416,40.835071,0.287419,231.852374,0.047322,,,39.091351,0.5261,184.944281,0.305545
83.401984,0.402354,57.977053,0.156092,50.184037,0.06147,40.923511,0.381137,232.073584,0.517119,,,39.265831,0.058635,185.698437,0.162352
83.92232,0.416536,58.528691,0.125996,50.457665,0.052333,41.097809,0.29832,232.393263,0.109276,,,39.438789,0.13816,185.948314,0.447066
84.785305,0.594348,58.906606,0.117264,51.144214,0.094698,41.277693,0.085597,232.588269,0.086599,,,39.596244,0.105927,186.194769,0.335003
84.991275,0.391821,59.386965,0.255664,51.382073,0.050637,41.424294,0.260858,232.765897,0.513653,,,39.77536,0.041303,186.413732,0.254369
85.276102,0.441757,59.571783,0.367112,52.501123,0.088213,41.499753,0.04506,233.102559,0.033477,,,39.95054,0.127821,187.601933,0.269781
85.66755,0.386515,60.075627,0.124492,52.708489,0.099875,41.582211,0.448402,233.284592,0.055925,,,40.104596,0.068581,188.981097,0.199952
85.980476,0.504582,60.729087,0.279593,52.898601,0.26773,41.758324,0.498505,233.482584,0.474323,,,40.448021,0.545885,189.166535,0.219319
86.352062,0.57617,61.393746,0.121905,53.173879,0.254263,41.957448,0.575234,233.81467,0.103478,,,40.644586,0.028799,189.679348,0.222461
86.649239,0.395609,61.759787,0.212894,53.374882,0.075401,42.275125,0.587776,233.999648,0.106501,,,40.790641,0.100118,189.854638,0.193115
87.530175,0.440216,62.255689,0.291114,53.553604,0.066594,42.45065,0.070219,234.173583,0.53426,,,40.949853,0.122977,190.038193,0.241011
88.09697,0.546998,62.453041,0.110301,53.761489,0.212621,42.645521,0.055714,234.491417,0.015219,,,41.104509,0.043259,246.883296,0.444803
88.911514,0.348662,63.39062,0.1732,54.103517,0.106509,42.809057,0.05126,234.663159,0.086264,,,41.288913,0.025648,247.225559,0.675356
89.120156,0.316946,63.968758,0.17809,54.42141,0.138587,42.987875,0.044255,234.739069,0.052657,,,41.370257,0.03687,247.447497,0.436139
89.42691,0.347676,64.294858,0.161084,54.749934,0.176229,43.144819,0.200626,234.862012,0.452122,,,41.449043,0.277944,247.747988,0.650439
90.254314,0.411272,64.474119,0.118358,54.94987,0.138841,43.34042,0.060297,235.199725,0.09726,,,41.615553,0.492485,247.973032,0.345363
90.477589,0.33503,64.960826,0.200504,55.136555,0.10238,43.490954,0.032863,235.381707,0.098037,,,41.765319,0.054358,248.323504,0.506061
90.766402,0.395922,66.3356,0.242912,55.414655,0.191996,43.658081,0.08308,235.565651,0.542855,,,41.963385,0.106086,248.671774,0.884734
91.126953,0.395861,66.549855,0.117626,55.792366,0.183111,43.82377,0.047853,235.900684,0.062028,,,42.124989,0.073447,249.742626,0.473937
91.450459,0.584634,66.835337,0.178839,56.138219,0.222933,44.012909,0.096894,236.069619,0.068949,,,42.282446,0.17268,250.072316,0.57771
91.847303,0.500468,67.178651,0.140498,56.332673,0.219506,44.159771,0.059695,236.286841,0.470348,,,42.473138,0.0195,250.304304,0.528711
92.174895,0.514014,67.658162,0.296485,56.642618,0.098719,44.30764,0.275696,236.6004,0.108443,,,42.800132,0.099432,250.572428,0.303366
93.04812,0.588892,68.002276,0.112135,56.837858,0.118199,44.497567,0.162779,236.798591,0.088029,,,42.967475,0.024959,250.799544,0.395545
93.556557,0.424888,68.345378,0.243734,57.165692,0.186874,44.680341,0.028177,236.971899,0.532856,,,43.1361,0.619789,251.131085,0.806732
94.229218,0.357235,68.523592,0.207296,57.495979,0.235806,44.828485,0.297299,237.291435,0.039139,,,43.48413,0.050204,251.469571,0.835255
94.575681,0.363609,68.844373,0.475475,57.819577,0.070892,45.008857,0.06406,237.474143,0.080192,,,43.634435,0.162978,252.53143,0.355753
94.8991,0.370782,69.031962,0.358465,57.99664,0.05708,45.178303,0.161232,237.670299,0.419409,,,43.814346,0.067072,252.652709,0.325878
95.754142,0.511837,69.373952,0.270292,58.154363,0.100855,45.371986,0.629711,237.988119,0.12454,,,44.1523,0.327263,252.906643,0.534855
95.99412,0.473269,69.705999,0.424139,58.356955,0.221289,45.531356,0.032283,238.179698,0.09046,,,44.317671,0.559754,253.156088,0.320478
96.271551,0.28595,69.905431,0.178733,58.845029,0.084467,45.710411,0.022545,238.355807,0.526757,,,44.497265,0.04304,253.409357,0.710535
96.639203,0.340232,70.222692,0.378784,59.029953,0.140566,45.887685,0.2285,238.68206,0.027947,,,44.836884,0.062595,253.621745,0.520307
96.967036,0.404856,70.402351,0.22997,59.231519,0.12144,46.238482,0.070641,238.86966,0.054912,,,44.998957,0.164335,253.957323,0.648835
97.324764,0.500408,70.588843,0.291846,59.568389,0.203769,46.398485,0.072748,239.070794,0.44182,,,45.18552,0.018644,254.301154,1.002604
97.649683,0.48922,71.075649,0.450117,59.909065,0.227792,46.584193,0.111034,239.384601,0.110882,,,45.379255,0.124986,255.356977,0.502188
98.520659,0.512772,71.278061,0.248772,60.211627,0.167765,46.781607,0.262806,239.586481,0.096882,,,45.516716,0.047155,255.681382,0.639097
99.027446,0.450162,71.594382,0.404725,60.40859,0.209685,46.908224,0.031743,239.756299,0.492412,,,45.698111,0.029389,255.939905,0.486735
99.877587,0.401958,71.769967,0.176313,60.709566,0.06087,47.019082,0.29159,240.081007,0.043821,,,45.88674,0.573569,256.208652,0.374695
100.110027,0.394987,71.962735,0.471739,60.92035,0.102094,47.237847,0.293438,240.275671,0.061085,,,46.235709,0.077287,256.429827,0.312491
100.403079,0.42265,72.284612,0.346374,61.215589,0.074964,47.425021,0.017559,240.466464,0.408995,,,46.388852,0.165224,256.746216,0.582738
101.246598,0.542254,72.461013,0.27473,61.551158,0.191095,47.567643,0.228579,240.78848,0.136822,,,46.574702,0.072051,257.091385,0.591057
101.458727,0.553466,72.657826,0.319127,61.73111,0.123476,47.911899,0.500043,240.982822,0.087412,,,46.786306,0.027979,257.416215,0.257132
101.765118,0.409508,72.988859,0.582895,61.942215,0.127906,48.119482,0.461223,241.164514,0.478339,,,46.901006,0.183329,257.600827,0.584811
102.127523,0.326355,73.173967,0.16152,62.263396,0.149367,48.403629,0.435695,241.493703,0.069964,,,47.062757,0.634489,257.77883,0.185913
102.602895,0.473011,73.352943,0.242627,62.571209,0.160039,48.639601,0.249201,241.668274,0.052464,,,47.23928,0.051567,259.563646,0.337554
102.926507,0.283212,73.668454,0.334117,62.923381,0.200943,48.719417,0.175553,241.867647,0.464589,,,47.57388,0.055486,259.6909,0.280071
103.128336,0.407055,73.846894,0.350442,63.243947,0.218854,48.800562,0.413802,242.190855,0.106777,,,47.735193,0.179694,259.899017,0.292808
104.005707,0.466315,74.028558,0.457243,63.573909,0.265464,49.129098,0.488362,242.386536,0.100563,,,47.918057,0.104752,260.144304,0.196269
104.523208,0.414636,74.362934,0.504369,63.913624,0.051707,49.818968,0.670091,242.55209,0.380964,,,48.126544,0.092857,260.35136,0.336667
105.608415,0.392842,74.7199,0.268965,64.088502,0.22253,50.499808,0.104286,242.877871,0.026863,,,48.263491,0.042049,260.562363,0.29872
105.914035,0.4104,75.036086,0.433733,64.269581,0.137143,50.86101,0.051736,243.077852,0.095502,,,48.410904,0.102679,260.834629,0.171099
106.806704,0.66164,75.39595,0.237074,64.46738,0.239913,51.029073,0.02965,243.263917,0.457137,,,48.676708,0.46212,261.039026,0.150177
107.02649,0.543776,75.715641,0.358432,64.713804,0.093471,51.185552,0.094851,243.576077,0.110165,,,48.782552,0.523821,261.246103,0.258164
107.297687,0.416633,75.914227,0.229212,64.936891,0.218961,51.358602,0.239863,243.76594,0.122812,,,49.107037,0.705512,261.504242,0.364307
107.688436,0.367639,76.389872,0.321177,65.275884,0.233152,51.690728,0.052673,243.983294,0.603156,,,49.185892,0.018088,262.596936,0.450562
107.97738,0.522923,76.748444,0.26976,65.633153,0.131746,51.865406,0.080447,244.215969,0.076431,,,49.804417,0.682351,262.761033,0.535897
108.343576,0.671365,77.067379,0.49261,65.884794,0.08126,52.04826,0.057671,244.44238,0.072778,,,50.36732,0.026775,262.930014,0.474066
108.644241,0.484195,77.25094,0.188982,66.064962,0.258591,52.380626,0.352985,244.678146,0.057398,,,50.528132,0.089123,263.084023,0.197954
109.194273,0.291962,77.431898,0.163104,66.449475,0.218987,52.545905,0.694892,244.812959,0.01846,,,51.026269,0.058721,263.264317,0.18826
109.549823,0.674346,77.743552,0.29312,66.955083,0.08522,52.730897,0.089393,244.981571,0.086185,,,51.177521,0.311309,263.435301,0.208933
110.047922,0.527137,78.242249,0.214349,67.140657,0.138108,52.908323,0.039029,245.16902,0.090681,,,51.373402,0.260304,263.597073,0.170486
110.880383,0.493377,78.418464,0.297345,67.337917,0.109829,53.074411,0.024072,245.501655,0.04412,,,51.712126,0.022567,263.806117,0.189385
111.124174,0.341462,78.610473,0.229689,67.651906,0.183536,53.237186,0.122261,245.654927,0.022966,,,51.863491,0.133368,264.274839,0.231502
111.393948,0.356716,78.796621,0.279621,67.979267,0.164883,53.408377,0.096245,245.834532,0.061116,,,52.044261,0.023807,264.463575,0.196941
112.291108,0.517458,79.10388,0.304312,68.343109,0.237094,53.581205,0.039537,245.924597,0.017436,,,52.378187,0.07059,264.712414,0.208726
112.548776,0.5898,79.28813,0.301084,68.687296,0.176876,53.744849,0.142164,246.004543,0.043261,,,52.536659,0.395713,264.824059,0.229152
112.832344,0.374877,79.608884,0.218312,69.011541,0.24241,53.824609,0.016503,246.168543,0.048695,,,52.722628,0.330563,265.090253,0.247149
113.176879,0.419621,79.797606,0.466563,69.344012,0.122033,53.903137,0.51646,246.349523,0.136775,,,53.062777,0.038437,265.282014,0.251473
113.653892,0.304919,80.159823,0.280583,69.540517,0.099048,54.080928,0.134778,246.521032,0.203051,,,53.21723,0.126927,265.503764,0.249412
114.187911,0.508249,80.484183,0.313582,69.69989,0.088465,54.260389,0.033793,246.718577,0.036181,,,53.400293,0.042754,265.740413,0.162038
115.046232,0.418715,80.672313,0.405514,69.915417,0.164123,54.426812,0.161798,247.06213,0.025634,,,53.58251,0.019488,266.070626,0.195544
115.59509,0.494618,80.865499,0.249486,70.194826,0.059259,54.594846,0.156237,247.482619,0.383251,,,53.742464,0.049917,268.319427,0.232678
116.615891,0.328189,81.17901,0.329539,70.390818,0.160545,54.768053,0.128796,247.777945,0.118623,,,53.900246,0.317253,269.088626,0.471059
116.945955,0.340167,81.370869,0.203831,70.735167,0.239567,54.949513,0.036234,247.97555,0.101555,,,54.094283,0.373535,271.436713,0.158966
117.825651,0.614164,81.56132,0.285997,71.080506,0.17127,55.119876,0.097032,248.158265,0.510288,,,54.265863,0.019697,302.961766,0.270771
118.065583,0.443337,81.87069,0.232426,71.540453,0.16179,55.288775,0.486986,248.333986,0.026117,,,54.439157,0.052968,303.340251,0.341536
118.332877,0.383489,82.242676,0.321345,71.742998,0.103311,55.464052,0.195553,248.480873,0.024259,,,54.591022,0.115459,303.829346,0.389572
118.732582,0.401025,82.572279,0.352385,71.951441,0.207555,55.645114,0.036122,248.675085,0.066606,,,54.775346,0.0244,304.042145,0.272833
119.045556,0.552874,82.748856,0.334444,72.249297,0.331018,55.817129,0.124964,248.764781,0.021266,,,54.95217,0.018059,304.386783,0.3577
119.40891,0.540451,82.92673,0.268882,72.444333,0.243663,55.982367,0.168391,248.858891,0.465817,,,55.114074,0.064269,304.738778,0.540247
119.728625,0.558853,83.236611,0.342215,72.677731,0.236622,56.153894,0.202344,249.178721,0.102413,,,55.270663,0.377786,305.80154,0.356514
120.588071,0.557861,83.607913,0.284482,72.936762,0.075452,56.328046,0.060914,249.370199,0.103162,,,55.458542,0.414681,306.126153,0.448233
121.095068,0.494065,83.929652,0.340072,73.141647,0.200023,56.495984,0.156624,249.556296,0.533664,,,55.639505,0.016898,306.356298,0.355077
121.930959,0.457261,84.111461,0.238815,73.481291,0.199578,56.637949,0.395524,249.891398,0.047169,,,55.813553,0.034558,306.625576,0.247206
122.150523,0.448938,84.430272,0.226243,73.823242,0.144832,56.831347,0.225833,250.061932,0.055192,,,55.969788,0.143326,306.86547,0.318065
122.458351,0.40289,84.780876,0.26704,74.149812,0.050872,57.156911,0.09188,250.281961,0.478423,,,56.15681,0.049882,307.192053,0.650481
123.331423,0.581089,85.131116,0.244476,74.320884,0.252656,57.330414,0.075232,250.602895,0.101305,,,56.484453,0.105828,307.545399,0.51672
123.553798,0.468567,85.309323,0.420673,74.506521,0.245406,57.520301,0.08566,250.795812,0.134798,,,56.643317,0.373807,308.618783,0.337196
123.860911,0.430662,85.665082,0.316891,74.70761,0.172794,57.696464,0.056236,250.984997,0.39453,,,56.829109,0.386485,308.951656,0.350297
124.06453,0.51836,85.983352,0.41367,75.200645,0.074282,57.86052,0.321328,251.296902,0.057967,,,57.17899,0.09151,309.182586,0.210114
124.276747,0.427122,86.35598,0.358097,75.388576,0.102784,58.009972,0.123894,251.471698,0.057131,,,57.325444,0.121355,309.494086,0.399626
124.708127,0.351789,86.671147,0.401641,75.565954,0.141645,58.191099,0.567872,251.680135,0.398387,,,57.501532,0.036139,309.703774,0.247035
125.222517,0.49212,86.860469,0.22027,75.921562,0.182406,58.377932,0.03465,252.003385,0.117121,,,57.843581,0.074562,310.022138,0.355271
126.083582,0.538218,87.046679,0.244457,76.238717,0.309816,58.518842,0.530755,252.189182,0.098971,,,58.00124,0.452946,310.353844,0.605833
126.619431,0.43449,87.347962,0.266565,76.541858,0.234574,58.685052,0.702842,252.377759,0.537516,,,58.185539,0.4544,311.253103,0.352607
127.327427,0.322482,87.531867,0.135769,76.904336,0.109065,59.056559,0.705499,252.713997,0.06812,,,58.363702,0.015409,311.525611,0.323916
127.697396,0.414878,87.721349,0.254326,77.235874,0.21562,59.230084,0.100736,252.885271,0.034575,,,58.52611,0.136934,311.750357,0.361829
128.005281,0.329373,88.040788,0.297879,77.595016,0.148706,59.363611,0.098981,253.112225,0.383653,,,58.692548,0.205905,311.970991,0.439893
128.903862,0.604852,88.233274,0.329787,77.87842,0.075364,59.549192,0.462104,253.410022,0.09856,,,58.874749,0.017632,312.768453,0.270007
129.110811,0.597775,88.409317,0.234875,78.074812,0.17281,59.883422,0.063608,253.606762,0.130695,,,59.063845,0.162356,313.306726,0.453234
129.377907,0.374507,88.726941,0.187496,78.274706,0.066115,60.058974,0.077564,253.798665,0.454427,,,59.197918,0.090911,,
129.762209,0.381077,88.908234,0.293867,78.558201,0.164153,60.241114,0.034823,254.111073,0.057091,,,59.356614,0.39761,,
130.070364,0.675553,89.098667,0.132984,78.745531,0.189427,60.429096,0.043992,254.301101,0.068715,,,59.547683,0.430854,,
131.150327,0.470939,89.429854,0.33114,78.89871,0.391146,60.520731,0.160811,254.486132,0.371359,,,59.889013,0.071278,,
131.457271,0.63016,89.610832,0.176061,79.03757,0.098854,60.614148,0.21775,254.648623,0.016252,,,60.043463,0.147651,,
132.207028,0.625153,89.796576,0.270112,79.249368,0.329707,60.711548,0.378804,254.80935,0.118686,,,60.231984,0.030397,,
133.254815,0.386238,90.115927,0.327638,79.495976,0.08971,60.82456,0.279576,255.001882,0.153455,,,60.561681,0.075823,,
133.551255,0.322502,90.292608,0.102106,79.711476,0.064912,60.9253,0.451478,255.191362,0.515139,,,60.717336,0.469425,,
134.410509,0.597077,90.467646,0.222265,79.951954,0.223512,61.045021,0.38561,255.530992,0.113406,,,60.900596,0.407204,,
134.66754,0.429965,90.779547,0.500255,80.15736,0.185098,61.384891,0.041719,255.703618,0.062831,,,61.051549,0.027916,,
134.975859,0.403955,90.957314,0.263022,80.48873,0.088626,61.561178,0.095998,255.914785,0.438755,,,61.24399,0.048363,,
135.353914,0.377228,91.289907,0.22342,80.681358,0.054984,61.757666,0.060189,256.230061,0.032148,,,61.39196,0.131984,,
136.006973,0.434792,91.476514,0.341444,80.842729,0.085334,61.916454,0.049309,256.41251,0.143027,,,61.568607,0.027349,,
136.352985,0.511358,91.855277,0.368308,81.020024,0.197516,62.063257,0.443424,256.59799,0.398645,,,61.897939,0.039505,,
137.200021,0.511951,92.160782,0.339137,81.337882,0.414683,62.243547,0.153096,256.923645,0.028364,,,62.051354,0.392899,,
137.77752,0.453528,92.352903,0.122825,81.685266,0.177622,62.577303,0.261107,257.099841,0.060128,,,62.235557,0.466009,,
138.572926,0.411835,92.545955,0.261614,82.042407,0.308478,62.736302,0.166753,257.284375,0.510155,,,62.582666,0.040603,,
138.804048,0.288009,93.036664,0.204331,82.401118,0.091007,62.91591,0.140417,257.6087,0.143379,,,62.738064,0.151223,,
139.120102,0.293007,93.234968,0.285674,82.577082,0.177244,63.094236,0.037084,258.331116,0.086244,,,62.920357,0.047732,,
139.950923,0.667724,93.559884,0.312149,82.743375,0.273678,63.259239,0.086221,258.840425,0.116574,,,63.25257,0.096813,,
140.184401,0.57077,93.907759,0.29042,83.068179,0.11786,63.409187,0.688267,259.178417,0.032342,,,63.413249,0.538749,,
140.485199,0.509314,94.387127,0.29306,83.419324,0.257431,63.59222,0.136653,259.258396,0.071284,,,63.591451,0.434957,,
140.865002,0.341552,94.598276,0.263223,83.561683,0.068431,63.770795,0.046224,259.354544,0.115333,,,63.939746,0.032986,,
141.197413,0.487331,94.930032,0.583328,83.737019,0.299312,63.92929,0.045799,259.509999,0.124919,,,64.087175,0.160057,,
141.552027,0.55344,95.106041,0.121109,83.909865,0.223,64.088241,0.146335,259.697711,0.128459,,,64.260519,0.035197,,
141.853211,0.404928,95.297523,0.383666,84.072572,0.431954,64.271483,0.167985,259.890931,0.082908,,,64.599739,0.06117,,
142.689962,0.41704,95.622539,0.394866,84.449118,0.216077,64.440355,0.065844,260.101857,0.020466,,,64.752945,0.418191,,
143.24462,0.406448,95.813754,0.245932,84.632226,0.052202,64.607084,0.06854,260.181211,0.136172,,,64.940599,0.478642,,
143.941661,0.383838,96.125032,0.218071,84.773903,0.300415,64.755413,0.193282,260.56196,0.03759,,,65.283959,0.028303,,
144.670407,0.323946,96.314745,0.484779,85.102142,0.096796,64.940444,0.353156,260.682589,0.059639,,,65.43461,0.146378,,
145.517958,0.430109,96.494081,0.188829,85.255733,0.176936,65.150298,0.026039,261.006444,0.096896,,,65.623898,0.043782,,
145.77689,0.501078,96.842304,0.312521,85.420028,0.23691,65.284404,0.094239,261.091658,0.040127,,,65.801069,0.019283,,
146.062733,0.306147,97.378077,0.226453,85.634238,0.288355,65.466798,0.051626,261.372622,0.09592,,,65.916104,0.054823,,
146.423663,0.38258,97.856049,0.271011,85.969477,0.201635,65.649412,0.09925,261.542412,0.106864,,,66.119433,0.458003,,
146.717109,0.529327,98.036686,0.19959,86.119682,0.096256,65.911152,0.45095,261.716398,0.025375,,,66.301303,0.405997,,
147.067824,0.466275,98.376335,0.298375,86.332085,0.140645,66.123543,0.432393,261.889162,0.045992,,,66.381644,0.023805,,
147.402105,0.434229,98.563566,0.248601,86.526163,0.171687,66.325883,0.616356,262.060951,0.086878,,,66.646688,0.148091,,
148.245718,0.404724,98.74212,0.120653,86.83042,0.231119,66.639413,0.587426,262.226854,0.079005,,,66.811658,0.188627,,
148.768485,0.349536,99.054673,0.33238,87.201214,0.116349,66.81075,0.415872,262.450674,0.060437,,,66.988945,0.020311,,
149.450411,0.319056,99.584586,0.297014,87.500524,0.090145,67.160155,0.052442,262.571251,0.059169,,,67.315544,0.057216,,
149.828961,0.356318,99.912926,0.25552,87.704882,0.171637,67.33273,0.030447,262.894599,0.042523,,,67.472034,0.350248,,
150.149231,0.283875,100.105507,0.27215,87.906857,0.194505,67.479081,0.085638,262.974131,0.050385,,,67.658846,0.431146,,
151.03472,0.580638,100.412988,0.354676,88.204621,0.27836,67.658105,0.344318,263.154207,0.03901,,,67.995887,0.032844,,
151.25919,0.523585,100.593444,0.201703,88.332443,0.066902,67.861232,0.015939,263.24468,0.033669,,,68.153877,0.107996,,
151.53841,0.337273,100.911059,0.259023,88.570728,0.305868,67.988257,0.075306,263.321366,0.018361,,,68.344254,0.027512,,
151.909158,0.379894,101.099203,0.345308,88.874705,0.340299,68.176745,0.038784,263.456298,0.167999,,,68.524983,0.381781,,
152.235759,0.620605,101.281183,0.319521,89.0867,0.221958,68.354446,0.088693,263.538705,0.015205,,,68.836378,0.393297,,
152.606545,0.450832,101.462225,0.300918,89.360963,0.158819,68.533908,0.031901,264.186309,0.822009,,,69.017231,0.405882,,
152.934042,0.495014,101.788227,0.496694,89.598322,0.161224,68.683314,0.329031,264.520376,0.035465,,,69.364036,0.058232,,
153.798363,0.445724,101.976652,0.21614,89.941631,0.238689,68.844234,0.106244,264.672155,0.170869,,,69.54896,0.13104,,
154.320049,0.424636,102.320284,0.382366,90.29905,0.359147,69.020935,0.669576,264.878164,0.605335,,,69.707801,0.025632,,
155.202092,0.343398,102.658223,0.228812,90.623272,0.100198,69.202859,0.079312,265.19391,0.051369,,,70.052879,0.059864,,
155.723892,0.298948,102.845478,0.251037,90.779624,0.15115,69.36966,0.225594,265.379328,0.094517,,,70.214311,0.404343,,
156.595479,0.592831,103.15177,0.334101,90.951102,0.242477,69.541611,0.604118,265.562418,0.473827,,,70.400997,0.436388,,
156.838946,0.53004,103.358264,0.278444,91.142163,0.246332,69.725502,0.047564,265.892531,0.126265,,,70.747308,0.060419,,
157.114105,0.377692,103.539898,0.218355,91.6206,0.104245,69.902613,0.069533,266.641108,0.034066,,,70.904412,0.155531,,
157.443295,0.344311,103.855497,0.263775,91.793516,0.153212,70.076533,0.083697,266.972593,0.80461,,,71.084663,0.024301,,
157.768981,0.561035,104.059441,0.207811,91.985599,0.211439,70.223128,0.120599,267.1267,0.57343,,,71.431002,0.07383,,
158.131797,0.484585,104.546661,0.571526,92.309512,0.292335,70.401282,0.398513,267.445561,0.10303,,,71.587588,0.428349,,
158.450674,0.443523,105.088389,0.312329,92.686536,0.285453,70.738394,0.049097,267.646659,0.073879,,,71.772003,0.387305,,
159.321793,0.465715,105.271958,0.250083,93.002175,0.108594,70.905179,0.081833,267.800351,0.038187,,,72.117019,0.150371,,
159.871286,0.436145,105.465037,0.245918,93.224545,0.143476,71.098679,0.066587,267.966159,0.066983,,,72.286839,0.221166,,
160.686243,0.375373,105.64715,0.398707,93.467781,0.063259,71.279524,0.044645,268.129137,0.02196,,,72.468156,0.020048,,
160.920414,0.392219,105.94667,0.399737,93.655235,0.238148,71.435265,0.323316,268.316606,0.047999,,,72.64509,0.197037,,
161.209885,0.348758,106.317718,0.344371,94.039383,0.247239,71.596301,0.11847,268.397641,0.016115,,,72.813944,0.070934,,
162.105914,0.510201,106.629656,0.35529,94.37795,0.313302,71.781882,0.702602,268.4784,0.03053,,,72.973727,0.467185,,
162.324644,0.370914,106.806459,0.252353,94.60089,0.276165,71.97222,0.019158,268.661906,0.060335,,,73.162726,0.437615,,
162.620963,0.396057,107.120141,0.145008,94.90377,0.111026,72.1096,0.569533,268.743309,0.019543,,,73.516509,0.051502,,
162.975755,0.477475,107.307894,0.505384,95.080641,0.279271,72.282957,0.67969,268.831586,0.16167,,,73.676144,0.14317,,
163.451776,0.418062,107.657067,0.391966,95.409881,0.215552,72.467236,0.025112,269.014753,0.178961,,,73.857266,0.041817,,
164.019392,0.3525,107.982413,0.419263,95.761601,0.334644,72.637869,0.831312,269.096897,0.022854,,,74.082794,0.037482,,
164.873821,0.483723,108.161979,0.306036,96.120408,0.061526,72.818232,0.070052,269.739231,0.627587,,,74.204337,0.081464,,
165.409681,0.479644,108.346411,0.306432,96.298548,0.077852,72.982673,0.091256,269.890468,0.019503,,,74.354384,0.47716,,
166.474239,0.296055,108.684266,0.397973,96.475271,0.096933,73.148331,0.350147,270.048215,0.121705,,,74.538089,0.454639,,
166.769612,0.292641,108.877153,0.116171,96.674579,0.233388,73.50303,0.058679,270.239856,0.122249,,,74.876295,0.074565,,
167.655433,0.53248,109.057199,0.317738,97.140711,0.069105,73.669993,0.056303,270.42063,0.601638,,,75.03872,0.216652,,
167.862498,0.425291,109.374593,0.225194,97.330892,0.082184,73.859293,0.272881,270.742907,0.027674,,,75.400311,0.204653,,
168.190846,0.405505,109.744215,0.428311,97.513428,0.138418,74.07789,0.313345,270.934547,0.14609,,,75.556148,0.136808,,
168.932681,0.298157,110.046609,0.424891,97.862242,0.216119,74.210221,0.016283,271.112892,0.611371,,,75.716342,0.398913,,
169.242403,0.485403,110.231513,0.270734,98.181804,0.210037,74.329261,0.270203,271.434595,0.249259,,,75.896981,0.401488,,
169.541541,0.407153,110.42765,0.355941,98.504583,0.160321,74.533051,0.307239,272.19294,0.017117,,,76.237408,0.033631,,
170.39436,0.636899,110.747847,0.408351,98.711477,0.142397,74.720788,0.033258,272.554096,0.771562,,,76.392377,0.144035,,
170.916463,0.507948,111.102164,0.296373,99.213022,0.247611,74.87013,0.294233,273.057282,0.113347,,,76.569926,0.02305,,
171.797296,0.378371,111.411296,0.479686,99.580195,0.170653,75.031357,0.757265,273.23058,0.761095,,,76.772287,0.03018,,
172.011417,0.371933,111.613071,0.184661,99.896228,0.336781,75.212861,0.026591,273.408522,0.711947,,,76.916081,0.080715,,
172.305467,0.409159,111.955146,0.270672,100.08975,0.184005,75.394224,0.884653,273.567609,0.047181,,,77.075046,0.498038,,
173.150419,0.558043,112.136414,0.411886,100.367022,0.18858,75.571897,0.107356,273.745715,0.150001,,,77.257031,0.489119,,
173.362919,0.542542,112.488418,0.267316,100.616112,0.185165,75.724425,0.115771,273.840409,0.0172,,,77.424916,0.033209,,
173.683724,0.381057,112.811819,0.368189,100.919328,0.129038,75.917355,0.306325,273.918139,0.575988,,,77.593518,0.025915,,
174.032258,0.413224,113.085606,0.124481,101.242599,0.231937,76.118458,0.018573,274.096577,0.65957,,,77.741538,0.134295,,
174.538192,0.422073,113.337858,0.367943,101.592943,0.106219,76.248674,0.046621,274.266902,1.00118,,,77.918517,0.017751,,
175.065813,0.483128,113.697172,0.264217,101.77634,0.061962,76.419897,0.076912,274.641085,0.171187,,,78.271266,0.045693,,
175.919425,0.515615,113.889562,0.285891,101.939195,0.153646,76.580757,0.021116,274.721955,0.017435,,,78.4314,0.389713,,
176.435146,0.553215,114.190053,0.318409,102.168558,0.174877,76.766006,0.137711,275.344286,0.644387,,,78.615831,0.444896,,
177.151962,0.35895,114.382799,0.179894,102.441193,0.145876,76.864798,0.308205,275.511827,0.018508,,,78.827346,0.015117,,
177.512929,0.354761,114.579126,0.344827,102.634845,0.100621,76.962183,0.320595,275.861652,0.159018,,,78.952232,0.039,,
177.830782,0.336062,114.89224,0.189753,102.845865,0.138095,77.083773,0.134811,276.047616,0.53501,,,79.104648,0.139236,,
178.702763,0.5735,115.071572,0.255655,103.12731,0.085338,77.188838,0.340533,276.396104,0.015626,,,79.279964,0.053531,,
178.924381,0.463916,115.41023,0.117578,103.325541,0.247766,77.28608,0.198767,276.547883,0.057769,,,79.631774,0.124456,,
179.220541,0.348294,115.587498,0.512067,103.697059,0.215261,77.418342,0.376917,276.760673,0.495535,,,79.795437,0.634862,,
