Bass,Bass peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Cajon,Cajon peak,Conga,Conga peak,Trumpet,Trumpet peak
179.610926,0.387393,115.773733,0.180733,104.026859,0.174043,77.742465,0.017931,277.074569,0.143669,,,80.150061,0.190186,,
179.933635,0.520233,115.964178,0.397238,104.383573,0.10202,77.910911,0.065533,277.799943,0.018501,,,80.47975,0.122114,,
180.296888,0.528066,116.310216,0.418006,104.714171,0.219389,78.106004,0.06498,278.16466,0.604141,,,80.67353,0.029988,,
180.599623,0.389694,116.498297,0.158503,105.071613,0.134216,78.281164,0.074905,278.32535,0.015723,,,81.014066,0.275801,,
181.533035,0.587696,116.689923,0.192468,105.379298,0.095043,78.440298,0.111907,278.490771,0.121549,,,81.173984,0.440359,,
182.011239,0.462836,116.977198,0.375016,105.635707,0.169934,78.628822,0.286019,278.690025,0.138239,,,81.362055,0.428577,,
182.841512,0.324068,117.178244,0.11839,105.910704,0.086832,78.821357,0.073778,278.847238,0.730332,,,81.717851,0.064575,,
183.087842,0.348343,117.493017,0.174582,106.130672,0.172378,78.962422,0.072926,279.023401,0.707701,,,81.873969,0.112289,,
183.390041,0.37573,117.683015,0.388957,106.464989,0.23302,79.116504,0.073576,279.369715,0.066916,,,82.060058,0.05515,,
184.269281,0.499745,117.858606,0.204151,106.787846,0.264291,79.311044,0.04723,279.445353,0.015755,,,82.256113,0.023221,,
184.467908,0.478803,118.060347,0.202756,107.145656,0.254329,79.635864,0.313774,279.543071,0.667228,,,82.390504,0.117081,,
184.835463,0.425182,118.370134,0.544246,107.476098,0.293237,79.791896,0.591984,279.721979,0.681372,,,82.552581,0.427554,,
185.183253,0.321208,118.555315,0.362543,107.829578,0.096136,80.142928,0.8301,279.881134,0.104973,,,82.737315,0.431943,,
185.666748,0.368029,118.734833,0.260798,108.007237,0.163459,80.681966,0.155045,280.068564,0.103823,,,83.084057,0.025789,,
186.18881,0.411206,119.048398,0.326004,108.174244,0.153352,80.873467,0.054604,280.251048,0.755839,,,83.242332,0.119404,,
187.039095,0.460203,119.238488,0.263265,108.384944,0.175744,81.022857,0.058885,280.602535,0.08452,,,83.427623,0.022903,,
187.573795,0.520068,119.41656,0.232306,108.640223,0.094001,81.181938,0.115506,280.778716,0.016839,,,83.665114,0.039172,,
188.643785,0.380245,119.744588,0.304768,108.820116,0.253288,81.372239,0.384899,280.983033,0.877296,,,83.766637,0.270353,,
188.947066,0.439675,119.921167,0.175925,109.20265,0.160655,81.564413,0.022406,281.291023,0.128128,,,83.929011,0.428305,,
189.830427,0.643886,120.117965,0.375089,109.541663,0.179065,81.708205,0.050046,281.491892,0.127142,,,84.117595,0.451808,,
190.034914,0.51507,120.431651,0.351855,109.880671,0.241212,81.878856,0.046399,281.673266,0.480125,,,84.463459,0.050146,,
190.346452,0.470722,120.610869,0.183736,110.033708,0.097683,82.061402,0.09286,281.995594,0.053591,,,84.612815,0.148234,,
190.735078,0.439671,120.80428,0.248024,110.231158,0.374236,82.250883,0.200035,282.177188,0.06924,,,84.797313,0.036674,,
191.257546,0.633644,121.115979,0.405737,110.601465,0.210624,82.54906,0.229899,282.359367,0.416436,,,85.138224,0.265207,,
191.719603,0.511772,121.298085,0.258535,110.755873,0.054337,82.747155,0.20609,282.700286,0.144208,,,85.299863,0.518614,,
192.647506,0.498369,121.488286,0.39664,110.939776,0.284372,83.055854,0.044169,282.886867,0.126041,,,85.484609,0.45777,,
192.84346,0.343,121.810931,0.261228,111.254576,0.233834,83.24242,0.054349,283.074985,0.536616,,,85.827401,0.11444,,
193.140056,0.606961,121.987951,0.249169,111.425641,0.250837,83.422554,0.157518,283.411154,0.095073,,,85.989881,0.2722,,
194.058972,0.419982,122.176096,0.247175,111.614571,0.528671,83.660252,0.342707,283.578858,0.024092,,,86.171049,0.023497,,
194.52278,0.375442,122.485374,0.418974,111.962167,0.18637,83.778671,0.053047,283.795849,0.553575,,,86.351228,0.128679,,
195.443682,0.610375,122.85104,0.38332,112.14497,0.051311,83.917203,0.217961,283.962244,0.01722,,,86.508797,0.117509,,
195.672681,0.455273,123.168762,0.41995,112.299461,0.492994,84.112282,0.238501,284.109288,0.136223,,,86.668022,0.43546,,
196.155141,0.44696,123.344754,0.221611,112.484524,0.062516,84.417124,0.054749,284.304984,0.137429,,,86.855079,0.412904,,
196.36856,0.499345,123.535504,0.258141,112.650257,0.068187,84.594299,0.084913,284.492226,0.406645,,,87.207886,0.028746,,
196.823019,0.415293,123.862887,0.376518,112.801971,0.194918,84.794917,0.132098,284.812834,0.050058,,,87.367524,0.182459,,
197.35598,0.64159,124.065836,0.273495,112.975357,0.141264,85.152486,0.421687,285.014194,0.085843,,,87.558703,0.027671,,
198.233495,0.495889,124.366296,0.281427,113.197934,0.15194,85.308546,0.143022,285.199289,0.341683,,,87.892599,0.14554,,
198.725877,0.66998,124.548267,0.42307,113.447795,0.084928,85.472755,0.694858,285.363837,0.024041,,,88.050803,0.470365,,
199.640371,0.501507,124.727757,0.375113,113.629682,0.202611,85.651873,0.017267,285.515466,0.132363,,,88.232104,0.417835,,
200.140794,0.487543,124.936864,0.210888,113.89037,0.399014,85.821337,0.55725,285.710775,0.128616,,,88.312742,0.091698,,
201.035558,0.660397,125.23932,0.379635,114.165181,0.090649,85.982386,0.929422,285.899128,0.484855,,,88.408827,0.061916,,
201.243506,0.557745,125.423289,0.149747,114.338502,0.132675,86.343882,0.575716,286.225941,0.068382,,,88.560343,0.151464,,
201.544674,0.468096,125.758001,0.237065,114.740572,0.165992,86.513215,0.125443,286.390778,0.0619,,,88.729659,0.1496,,
201.927772,0.48394,125.949958,0.340759,115.064741,0.145753,86.676693,0.120327,286.605177,0.567097,,,88.929741,0.022464,,
202.247167,0.364475,126.141755,0.161279,115.390232,0.145755,86.862101,0.353323,286.931188,0.122645,,,89.256251,0.108668,,
202.796353,0.439949,126.631083,0.557004,115.730394,0.2299,87.218362,0.036183,287.125721,0.145109,,,89.404721,0.441674,,
203.119589,0.52181,126.825773,0.236705,116.121175,0.139412,87.39061,0.05023,287.311439,0.455331,,,89.592338,0.408458,,
203.848502,0.622555,127.170619,0.336014,116.416519,0.128793,87.556935,0.094596,287.638483,0.052701,,,89.936628,0.041262,,
204.338001,0.677126,127.352588,0.155076,116.668641,0.136425,87.969664,0.436286,287.812815,0.074249,,,90.083843,0.139119,,
205.245825,0.432039,127.532684,0.308432,116.94364,0.090595,88.056982,0.528213,288.01969,0.377501,,,90.267519,0.041455,,
205.734637,0.466639,127.724484,0.117253,117.165637,0.254188,88.30552,0.419201,288.332682,0.124577,,,90.606117,0.168273,,
205.976855,0.297791,128.042993,0.505482,117.505413,0.194839,88.401491,0.367065,288.520595,0.1132,,,90.757145,0.387112,,
206.638989,0.563389,128.230792,0.204856,117.840237,0.241793,88.552979,0.721824,288.721956,0.488343,,,90.949566,0.509253,,
206.854018,0.440261,128.548849,0.198882,118.206963,0.301771,88.722361,0.652341,289.040998,0.072218,,,91.329244,0.119753,,
207.167613,0.337029,128.725695,0.327112,118.547981,0.225365,88.885387,0.037282,289.194838,0.030775,,,91.447092,0.136453,,
207.366647,0.538134,128.924552,0.344279,118.856102,0.174982,89.079716,0.081678,289.413588,0.626851,,,91.63431,0.025383,,
207.571526,0.445081,129.387882,0.530017,119.044122,0.167677,89.256027,0.062124,289.741277,0.116893,,,91.845669,0.151515,,
208.021325,0.426474,129.579087,0.314482,119.229222,0.107013,89.4118,0.109223,289.941176,0.153384,,,91.984638,0.040465,,
208.557665,0.541382,129.770889,0.362763,119.444194,0.219898,89.596172,0.212875,290.11619,0.488212,,,92.145398,0.464463,,
209.435736,0.459555,130.087582,0.27489,119.707026,0.070634,89.802511,0.032113,290.445405,0.048807,,,92.342743,0.364529,,
209.961103,0.67548,130.270523,0.39276,119.921501,0.232245,89.94679,0.054421,290.642323,0.101146,,,92.670207,0.029042,,
210.84549,0.381016,130.456694,0.215839,120.249609,0.202651,90.121647,0.066532,290.819931,0.467562,,,92.830898,0.128164,,
211.331638,0.434195,130.766029,0.344931,120.581163,0.201945,90.310261,0.077566,291.150776,0.115939,,,93.026982,0.05781,,
212.227386,0.663724,130.974562,0.194786,121.091214,0.170799,90.629803,0.190181,291.343312,0.093461,,,93.26329,0.036156,,
212.430577,0.580735,131.161723,0.336191,121.276402,0.185454,90.764323,0.105269,291.531686,0.597563,,,93.359808,0.077597,,
212.744803,0.511099,131.481893,0.178418,121.626041,0.13221,90.954083,0.687684,291.856139,0.085549,,,93.514387,0.444227,,
213.251121,0.579397,131.852254,0.213222,121.966941,0.247786,91.32202,0.574028,292.020051,0.032816,,,93.71193,0.394061,,
213.451677,0.497234,132.161884,0.629268,122.31642,0.09458,91.499249,0.610714,292.226223,0.626027,,,93.956463,0.033652,,
213.632238,0.297705,133.265909,0.280531,122.475985,0.204261,91.838437,0.717521,292.549962,0.107091,,,94.213671,0.119649,,
214.286559,0.649874,133.768403,0.301918,122.671183,0.15785,91.997988,0.034416,292.753302,0.142513,,,94.393869,0.043229,,
215.018525,0.519198,133.960548,0.140057,122.828198,0.529775,92.153318,0.129448,292.93052,0.479259,,,94.610459,0.027639,,
215.239154,0.40137,134.731848,0.113758,123.016437,0.090489,92.339119,0.352605,293.233228,0.049613,,,94.745375,0.04352,,
215.544976,0.608346,134.937493,0.282973,123.158046,0.051836,92.560241,0.034233,293.435489,0.083796,,,94.899789,0.431851,,
216.459692,0.376033,135.182546,0.10251,123.289623,0.062413,92.684053,0.030844,293.626019,0.484264,,,95.097236,0.411966,,
216.992546,0.439393,135.83606,0.103915,123.510766,0.629282,92.849262,0.114315,293.948557,0.101897,,,95.437175,0.052904,,
217.817703,0.616599,136.18944,0.110945,123.636847,0.140866,93.034273,0.440777,294.146693,0.132957,,,95.595296,0.130873,,
218.319156,0.431105,136.541645,0.320688,123.877731,0.100887,93.258525,0.286661,294.324029,0.537027,,,95.788183,0.048043,,
218.509759,0.453215,137.229572,0.179058,124.042288,0.080133,93.370872,0.016054,294.67199,0.0587,,,96.132732,0.064579,,
218.72591,0.48225,137.72799,0.24097,124.235279,0.086235,93.499985,0.395143,294.847883,0.031367,,,96.290396,0.492984,,
219.200931,0.462618,138.623655,0.127884,124.481868,0.136705,93.723968,0.258898,295.054325,0.571407,,,96.47838,0.41387,,
219.747974,0.461994,138.799035,0.196637,124.716256,0.108495,93.949515,0.297157,295.37567,0.117496,,,96.819047,0.019371,,
220.626553,0.480356,138.976538,0.118634,124.924991,0.238095,94.171767,0.230652,295.577505,0.125363,,,96.982233,0.157364,,
221.088041,0.61341,139.316724,0.152431,125.440896,0.195151,94.388972,0.349707,295.757798,0.533754,,,97.171938,0.022173,,
222.527039,0.523968,140.506589,0.15267,125.755694,0.233313,94.6036,0.234182,296.084972,0.053552,,,97.517773,0.039521,,
223.43459,0.574382,140.881177,0.123961,126.105948,0.295284,94.732226,0.0183,296.272712,0.084119,,,97.677383,0.394588,,
223.610075,0.496752,141.388339,0.100269,126.464367,0.1422,94.908399,0.122458,296.467889,0.392638,,,97.862885,0.424372,,
223.973982,0.547148,141.891399,0.127288,126.798996,0.318634,95.087972,0.438561,296.783401,0.125017,,,98.198918,0.035379,,
224.353548,0.477638,142.084076,0.292836,127.158026,0.105838,95.433749,0.05286,296.974855,0.128514,,,98.355643,0.143388,,
224.676926,0.598531,142.79957,0.38669,127.454325,0.152144,95.605609,0.046537,297.164669,0.530619,,,98.542072,0.046994,,
225.217139,0.827669,143.476558,0.386795,127.712227,0.165964,95.792857,0.061988,297.494597,0.097651,,,98.879395,0.218376,,
225.588484,0.634717,143.991917,0.142402,127.997972,0.065557,96.129624,0.278159,297.663792,0.03486,,,99.041878,0.417344,,
226.265012,0.532296,144.332537,0.205953,128.226604,0.193873,96.289447,0.701107,297.868177,0.637125,,,99.229453,0.401784,,
226.485739,0.478238,144.654778,0.107092,128.558958,0.163805,96.4873,0.085847,298.19945,0.121207,,,99.557644,0.019675,,
226.799464,0.570936,144.835929,0.267383,128.908952,0.140048,96.656087,0.056536,298.385637,0.14755,,,99.72159,0.11069,,
227.683531,0.432593,146.28259,0.284629,129.245614,0.202636,96.825572,0.016253,298.567289,0.616354,,,100.247432,0.206118,,
228.194952,0.450526,146.925499,0.170133,129.591664,0.292137,96.987356,0.163821,298.897547,0.065554,,,100.410359,0.424061,,
229.073288,0.577744,147.59233,0.309254,129.937205,0.125804,97.165497,0.132139,299.089108,0.134686,,,100.600793,0.510247,,
229.580641,0.506135,148.307251,0.152493,130.104378,0.143538,97.356201,0.033648,299.292321,0.623035,,,100.938601,0.036977,,
229.755999,0.45127,148.816824,0.19965,130.25545,0.115447,97.526626,0.142753,299.603799,0.141898,,,101.090728,0.164852,,
229.955199,0.488259,149.83962,0.338215,130.487548,0.164332,97.683754,0.657893,299.796476,0.184999,,,101.27789,0.053101,,
230.442416,0.41198,150.035788,0.236786,130.772752,0.078157,97.868527,0.155541,300.012508,0.875206,,,101.43939,0.016205,,
230.969375,0.533378,150.377656,0.259715,130.966743,0.125489,98.046914,0.034417,300.254225,0.084559,,,101.604871,0.330137,,
231.884278,0.485705,150.694995,0.147924,131.132078,0.347599,98.209691,0.110352,300.485254,0.048781,,,101.773711,0.609175,,
232.363637,0.712618,151.047783,0.398533,131.497177,0.409554,98.373957,0.170478,300.726694,0.045297,,,102.136605,0.038161,,
233.273719,0.409247,151.573729,0.514395,131.849685,0.308301,98.54647,0.184306,300.841619,0.025284,,,102.483703,0.141871,,
233.785892,0.53152,151.917793,0.272157,132.205584,0.34868,98.728101,0.065909,301.014038,0.106099,,,102.645717,0.020284,,
234.678954,0.725178,152.248682,0.283344,132.406973,0.086877,98.892919,0.113775,301.204682,0.124009,,,102.997038,0.318483,,
235.180806,0.539667,152.432324,0.41531,132.560331,0.069149,99.047966,0.596279,301.551875,0.046512,,,103.158298,0.51761,,
235.519574,0.592794,152.635194,0.474295,132.724926,0.057141,99.243305,0.336223,301.705184,0.024644,,,103.351559,0.513464,,
235.770883,0.365565,152.957293,0.459073,133.207574,0.122294,99.430752,0.061154,301.877763,0.093787,,,103.536198,0.051037,,
236.244448,0.501381,153.135118,0.19436,133.474308,0.128112,99.566616,0.055642,302.071436,0.069159,,,103.69696,0.079378,,
236.424362,0.297075,153.325058,0.267785,133.608448,0.066809,99.742338,0.183752,302.232105,0.039728,,,103.853717,0.143949,,
236.776278,0.612852,153.812957,0.415795,134.513499,0.054541,99.908901,0.093076,302.406089,0.154985,,,104.037408,0.046773,,
237.46579,0.576387,154.007563,0.317418,134.93364,0.125603,100.168312,0.065986,302.574261,0.117064,,,104.223417,0.039232,,
237.982696,0.518987,154.335887,0.402334,135.108024,0.092393,100.309288,0.213368,302.756378,0.018023,,,104.380639,0.287318,,
238.187429,0.317409,154.525062,0.260342,135.317085,0.080821,100.40297,0.321451,303.115563,0.020266,,,104.53875,0.594478,,
238.863895,0.323604,154.717401,0.339073,135.801457,0.061921,100.574775,0.155054,303.523903,0.613488,,,104.749529,0.040696,,
239.101678,0.573561,155.048946,0.435078,135.9802,0.064228,100.849465,0.081867,303.829463,0.13023,,,105.077363,0.127083,,
239.379126,0.485716,155.401691,0.249728,136.172147,0.110681,100.994161,0.281394,304.032903,0.159981,,,105.239932,0.133313,,
239.563706,0.305535,155.721181,0.433813,136.506662,0.110727,101.093511,0.370228,304.206288,0.564295,,,105.427,0.021929,,
240.241598,0.658715,155.970107,0.181842,136.841416,0.100238,101.271469,0.22404,304.547763,0.034584,,,105.611605,0.135618,,
240.782896,0.494912,156.24427,0.261419,137.216605,0.119985,101.449704,0.105052,304.728508,0.060366,,,105.768303,0.24325,,
240.957888,0.474386,156.421743,0.319701,137.910353,0.110941,101.606486,0.285548,304.903043,0.497416,,,105.928297,0.47854,,
241.159818,0.399144,156.597501,0.368811,138.288574,0.074606,101.786426,0.83971,305.078587,0.015231,,,106.125634,0.48004,,
241.632665,0.447864,156.792711,0.326589,138.604523,0.156615,102.130599,0.198024,305.243406,0.13781,,,106.483234,0.074176,,
242.149747,0.561975,157.103862,0.403697,139.116028,0.082878,102.491559,0.08613,305.434407,0.135463,,,106.632831,0.130704,,
243.042861,0.515797,157.290611,0.251043,139.312746,0.185682,102.673413,0.147812,305.616256,0.488552,,,106.803856,0.035881,,
243.546576,0.717649,157.611188,0.215604,139.640132,0.082189,102.856868,0.069019,305.950266,0.024496,,,107.000095,0.025204,,
243.766491,0.860414,157.957008,0.374058,140.005304,0.096283,103.016324,0.119983,306.152281,0.034348,,,107.148989,0.288663,,
244.465004,0.658305,158.160618,0.311853,140.326736,0.060098,103.166291,0.129691,306.34065,0.557883,,,107.309663,0.534921,,
245.145122,0.706911,158.4771,0.40069,140.504682,0.104814,103.356007,0.347099,306.663062,0.139279,,,107.496845,0.058856,,
245.487978,0.614579,158.656648,0.260993,140.685818,0.104306,103.533261,0.111486,306.862084,0.157809,,,107.581436,0.041553,,
245.670088,0.382167,158.845549,0.255791,141.057434,0.114172,103.700444,0.080273,307.042573,0.435283,,,107.678525,0.091983,,
245.852051,0.332504,159.166361,0.28576,141.391558,0.141421,103.854582,0.115767,307.375424,0.025495,,,107.829598,0.030313,,
246.368056,0.541036,159.347989,0.206482,141.68238,0.055795,104.0345,0.029214,307.560275,0.046621,,,108.000303,0.143702,,
246.716433,0.49675,159.698186,0.191651,141.850578,0.086623,104.221865,0.123603,307.740776,0.443614,,,108.100729,0.033011,,
246.896219,0.299141,159.88547,0.297888,142.013294,0.140517,104.393554,0.036329,308.069267,0.134552,,,108.200628,0.081161,,
247.408189,0.593708,160.234866,0.312087,142.396523,0.136457,104.534247,0.214372,308.264501,0.150584,,,108.520843,0.290491,,
247.760298,0.641109,160.719717,0.431031,142.758921,0.141557,104.744729,0.342253,308.433933,0.518659,,,108.71068,0.128268,,
248.312972,0.466964,160.917589,0.377274,143.08678,0.07427,104.921375,0.03646,308.783656,0.040854,,,108.859469,0.396536,,
248.629535,0.605315,161.239564,0.476464,143.23519,0.103244,105.069964,0.525447,308.948396,0.058794,,,109.221303,0.077695,,
248.859072,0.368697,161.424319,0.215426,143.4432,0.138993,105.24927,0.026633,309.16012,0.547315,,,109.378224,0.13999,,
249.163573,0.678607,161.7513,0.32683,143.814534,0.147376,105.423406,0.209237,309.31716,0.017534,,,109.557401,0.045082,,
249.524293,0.358541,161.942967,0.238248,144.159881,0.213075,105.605675,0.725056,309.491999,0.13283,,,109.728619,0.022441,,
249.836523,0.42819,162.126772,0.262987,144.486353,0.082197,105.776342,0.042013,309.677508,0.150403,,,109.898937,0.43056,,
250.266609,0.585735,162.315806,0.394003,144.646177,0.13082,105.937062,0.12495,309.860304,0.574333,,,110.064964,0.486583,,
250.572229,0.475673,162.630609,0.460841,144.837716,0.127515,106.13541,0.154238,309.993755,0.02226,,,110.243039,0.063538,,
250.818094,0.281214,162.81095,0.290252,145.165611,0.156607,106.315873,0.029069,310.107013,0.034058,,,110.407597,0.019282,,
251.129366,0.325987,163.019437,0.694625,145.519246,0.19727,106.46991,0.098387,310.193856,0.059693,,,110.57138,0.136746,,
251.448273,0.841794,163.319383,0.384644,145.837623,0.051653,106.637109,0.071229,310.380991,0.103266,,,110.743878,0.190059,,
251.684267,0.686237,163.509871,0.378202,146.002749,0.091964,106.805316,0.100992,310.458094,0.0371,,,110.922311,0.04924,,
251.979093,0.599835,163.711961,0.206805,146.187899,0.075256,106.996173,0.213665,310.565382,0.551573,,,111.113706,0.149024,,
252.358483,0.421961,164.02495,0.420359,146.562813,0.159875,107.072389,0.344894,310.697713,0.015605,,,111.27197,0.400803,,
252.720622,0.701038,164.210639,0.244347,146.908551,0.127541,107.162383,0.385792,310.886508,0.032219,,,111.44065,0.019091,,
253.086197,0.608519,164.407649,0.331674,147.384592,0.089504,107.318577,0.154257,310.997214,0.04468,,,111.602645,0.410065,,
253.403665,0.564983,164.885058,0.293686,147.571189,0.10306,107.577312,0.367641,311.119505,0.06423,,,111.957701,0.084853,,
253.91238,0.326524,165.229566,0.253543,147.922273,0.145884,107.671215,0.465929,311.253081,0.709691,,,112.116759,0.153121,,
254.265987,0.697038,165.406066,0.59699,148.291526,0.143116,107.849292,0.051295,311.511518,0.081222,,,112.305686,0.059813,,
254.502555,0.511015,165.59327,0.41012,148.613914,0.071236,108.095893,0.278314,311.592739,0.030992,,,112.572137,0.031162,,
254.804135,0.553477,165.793847,0.240554,148.780468,0.123047,108.193353,0.483745,311.760662,0.171352,,,112.649712,0.31411,,
255.128692,0.411785,166.099397,0.299662,148.975274,0.187257,108.355672,0.0785,311.851164,0.024026,,,112.818784,0.527995,,
255.507848,0.367122,166.278122,0.295198,149.329296,0.159483,108.529895,0.273986,312.010543,0.571985,,,112.992319,0.074911,,
255.880117,0.515782,166.488394,0.347735,149.671788,0.215174,108.7034,0.625841,312.84104,0.147629,,,113.335694,0.045518,,
256.210741,0.502978,166.807782,0.486261,150.154502,0.098593,108.868349,0.11554,312.935823,0.016779,,,113.505611,0.119662,,
256.406838,0.298274,166.992994,0.151599,150.349024,0.117698,109.207735,0.156446,313.395224,0.116039,,,113.690783,0.052893,,
256.937757,0.464323,167.319942,0.190271,150.711886,0.176098,109.370694,0.26323,,,,,114.036855,0.100401,,
257.114935,0.81781,167.495913,0.322944,151.060397,0.16069,109.550558,0.054077,,,,,114.202325,0.038295,,
257.30502,0.562652,167.683584,0.365923,151.398018,0.058693,109.725165,0.095557,,,,,114.386029,0.571456,,
257.603055,0.674688,167.98461,0.14733,151.55802,0.103821,109.906313,0.06493,,,,,114.577534,0.03284,,
257.964704,0.62037,168.16659,0.32699,151.724469,0.05453,110.028202,0.243809,,,,,114.737548,0.05556,,
258.295601,0.424572,168.364213,0.237555,151.9429,0.227243,110.22998,0.306055,,,,,114.890904,0.125651,,
258.824359,0.60237,168.550184,0.39473,152.229901,0.207522,110.404985,0.058418,,,,,115.07971,0.043373,,
259.161064,0.554486,168.882548,0.523907,152.436632,0.267384,110.571511,0.660284,,,,,115.255504,0.016369,,
259.679337,0.383561,169.247191,0.264073,152.630465,0.099238,110.745719,0.041211,,,,,115.419984,0.250119,,
260.076474,0.499063,169.559804,0.471079,152.798519,0.089304,110.915269,0.322871,,,,,115.575148,0.591596,,
260.365803,0.674345,169.753901,0.202784,152.950371,0.084916,111.107597,0.705367,,,,,115.773016,0.043145,,
261.183496,0.519588,169.929119,0.374545,153.122303,0.215838,111.258052,0.064313,,,,,115.95943,0.018885,,
261.406878,0.327084,170.232196,0.402378,153.467314,0.097461,111.431742,0.041672,,,,,116.112973,0.095532,,
261.657754,0.529015,170.414213,0.208574,153.809994,0.331725,111.619873,0.22075,,,,,116.285786,0.153855,,
261.843008,0.561632,170.605925,0.294453,154.15525,0.207933,111.803741,0.037506,,,,,116.666515,0.161778,,
262.101311,0.329557,170.925698,0.55812,154.319981,0.116266,111.964371,0.102335,,,,,116.82631,0.069263,,
262.366123,0.778402,171.105928,0.126052,154.507252,0.285667,112.144832,0.09891,,,,,116.998077,0.036367,,
262.551201,0.906431,171.291567,0.336008,154.86207,0.257796,112.326896,0.044842,,,,,117.180272,0.600704,,
262.764551,0.948219,171.610561,0.408276,155.207685,0.179813,112.566372,0.157151,,,,,117.376525,0.029637,,
262.956298,0.324336,171.789097,0.171463,155.505819,0.188514,112.716505,0.28254,,,,,117.53412,0.048776,,
263.13612,0.451961,171.982518,0.443385,155.708287,0.112519,112.814853,0.515943,,,,,117.688212,0.15494,,
263.463172,0.634923,172.309401,0.327848,155.872962,0.289895,113.0085,0.407877,,,,,117.876112,0.039429,,
263.646192,0.291082,172.495115,0.298091,156.245851,0.186122,113.156859,0.052428,,,,,118.089036,0.129947,,
264.312803,0.647677,172.680349,0.289342,156.585899,0.121544,113.330909,0.34594,,,,,118.205022,0.207007,,
264.665513,0.662274,172.993195,0.370229,156.909687,0.059582,113.519764,0.097208,,,,,118.368639,0.598151,,
264.8807,0.288252,173.176599,0.263433,157.092035,0.271198,113.692184,0.106622,,,,,118.551149,0.109376,,
265.170071,0.767947,173.366527,0.125258,157.251406,0.180664,113.887138,0.075102,,,,,118.895927,0.036034,,
265.377101,0.527751,173.682675,0.5045,157.446505,0.323577,114.061286,0.060959,,,,,119.065991,0.159541,,
266.588561,0.656251,173.862615,0.265281,157.706791,0.114146,114.216469,0.048241,,,,,119.254818,0.039438,,
266.964674,0.762081,174.052758,0.342935,157.936221,0.081436,114.406271,0.28537,,,,,119.440041,0.120045,,
267.214482,0.453172,174.359581,0.376049,158.119188,0.11212,114.567622,0.157539,,,,,119.579219,0.218137,,
267.428708,0.706146,174.545941,0.285764,158.285913,0.165357,114.720994,0.048665,,,,,119.689391,0.134569,,
267.629584,0.766688,174.755022,0.496736,158.651319,0.256707,114.894049,0.035395,,,,,119.916509,0.626718,,
267.963395,0.804138,175.051808,0.607064,158.990506,0.270953,115.069934,0.042319,,,,,120.10155,0.020962,,
268.332285,0.580546,175.23995,0.237764,159.305818,0.271959,115.250536,0.088043,,,,,120.262718,0.190903,,
268.643379,0.773139,175.437755,0.243971,159.538713,0.361495,115.427367,0.041025,,,,,120.430766,0.072605,,
268.824771,0.445892,175.940156,0.2862,159.849474,0.06562,115.5737,0.364928,,,,,120.601433,0.107583,,
269.022744,0.626997,176.288536,0.280705,160.02301,0.147962,115.776796,0.239253,,,,,120.791475,0.474597,,
269.352343,0.728073,176.464318,0.538462,160.340073,0.24027,115.951318,0.069517,,,,,120.942376,0.127753,,
269.897492,1.00192,176.643625,0.19927,160.670392,0.142581,116.105138,0.374504,,,,,121.111668,0.107993,,
270.21971,0.832363,176.841242,0.433938,160.886824,0.23579,116.283676,0.035484,,,,,121.283234,0.639554,,
270.42036,0.334535,177.337601,0.324066,161.259964,0.110192,116.460194,0.082758,,,,,121.607703,0.149781,,
270.612144,0.293382,177.54275,0.246131,161.4397,0.164735,116.659222,0.70183,,,,,121.781645,0.217787,,
270.886272,0.646292,177.860206,0.379701,161.591229,0.279459,116.818193,0.081828,,,,,121.97268,0.019219,,
271.409798,0.818913,178.039352,0.286683,161.761613,0.238704,116.994503,0.034755,,,,,122.310598,0.283963,,
272.310058,0.538956,178.355767,0.222212,161.921446,0.537534,117.175507,0.245769,,,,,122.483393,0.052783,,
272.51428,0.319582,178.708786,0.308213,162.077851,0.123019,117.370548,0.143329,,,,,122.6577,0.537894,,
272.861828,0.594044,178.911794,0.18507,162.282686,0.422165,117.551579,0.059644,,,,,122.840607,0.027779,,
273.042604,0.354332,179.243444,0.388676,162.474558,0.09517,117.70988,0.067952,,,,,122.998611,0.081034,,
273.24305,0.311256,179.429893,0.231067,162.608408,0.193699,117.877403,0.136177,,,,,123.161583,0.179271,,
273.735307,0.716305,179.627509,0.301294,162.775649,0.123496,118.081603,0.619917,,,,,123.352003,0.084062,,
273.915351,0.813418,179.943524,0.203564,162.972394,0.348708,118.217554,0.034401,,,,,123.522369,0.044402,,
274.232966,0.795891,180.123667,0.466249,163.238336,0.120648,118.319786,0.621156,,,,,123.689327,0.402806,,
274.748003,0.818949,180.314992,0.461347,163.48586,0.20919,118.546369,0.715874,,,,,123.767471,0.030871,,
274.94618,0.642815,180.632043,0.634449,163.715593,0.212798,118.893922,0.046665,,,,,123.858042,0.540413,,
275.130636,0.394495,181.007248,0.365006,163.988588,0.090952,119.065908,0.073036,,,,,123.994638,0.046106,,
275.315255,0.344039,181.329558,0.31602,164.196933,0.283944,119.238117,0.053897,,,,,124.10605,0.261617,,
275.499996,0.306651,181.701945,0.283431,164.516555,0.128688,119.432897,0.734004,,,,,124.21197,0.311656,,
275.867049,0.708516,182.035539,0.544961,164.90924,0.109277,119.584154,0.020351,,,,,124.564395,0.11565,,
