population,pup_id,recording_date,syllable_train_type,syllable_position,syllable_duration,syllable_start,syllable_end,syllable_ioi,sequence
Costa Rica,14,16_06_26,UPS,15,0.0341,1.0156,1.0498,0.0447,28
Costa Rica,14,16_06_26,UPS,16,0.006,1.0603,1.0663,0.0722,28
Costa Rica,14,16_06_26,UPS,17,0.0395,1.1325,1.172,0.1001,28
Costa Rica,14,16_06_26,UPS,18,0.046,1.2326,1.2787,0.1073,28
Costa Rica,14,16_06_26,UPS,19,0.0491,1.3399,1.389,0.1198,28
Costa Rica,14,16_06_26,UPS,20,0.0372,1.4597,1.4969,0.1033,28
Costa Rica,14,16_06_26,UPS,21,0.0381,1.563,1.6011,0.1065,28
Costa Rica,14,16_06_26,UPS,22,0.0377,1.6695,1.7072,0.1139,28
Costa Rica,14,16_06_26,UPS,23,0.0267,1.7834,1.8101,0.0924,28
Costa Rica,14,16_06_26,UPS,24,0.0378,1.8758,1.9137,0.0937,28
Costa Rica,14,16_06_26,UPS,25,0.0468,1.9695,2.0163,0.1019,28
Costa Rica,14,16_06_26,UPS,26,0.041,2.0714,2.1125,0.0996,28
Costa Rica,14,16_06_26,UPS,27,0.045,2.171,2.216,0.102,28
Costa Rica,14,16_06_26,UPS,28,0.043,2.273,2.316,0.1058,28
Costa Rica,14,16_06_26,UPS,29,0.0398,2.3788,2.4186,0.0997,28
Costa Rica,14,16_06_26,UPS,30,0.0389,2.4785,2.5175,0.0967,28
Costa Rica,14,16_06_26,UPS,31,0.044,2.5752,2.6192,0.0918,28
Costa Rica,14,16_06_26,UPS,32,0.0052,2.667,2.6722,0.0192,28
Costa Rica,14,16_06_26,UPS,33,0.0307,2.6862,2.7169,0.0862,28
Costa Rica,14,16_06_26,UPS,34,0.0426,2.7724,2.8151,0.088,28
Costa Rica,14,16_06_26,UPS,35,0.0052,2.8604,2.8656,0.0101,28
Costa Rica,14,16_06_26,UPS,36,0.0363,2.8705,2.9068,0.0865,28
Costa Rica,14,16_06_26,UPS,37,0.0419,2.957,2.999,0.0924,28
Costa Rica,14,16_06_26,UPS,38,0.0404,3.0494,3.0899,0.1237,28
Costa Rica,14,16_06_26,UPS,39,0.0102,3.1731,3.1833,0.0745,28
Costa Rica,14,16_06_26,UPS,40,0.0133,3.2476,3.2609,0.088,28
Costa Rica,14,16_06_26,UPS,41,0.0284,3.3356,3.364,0.0848,28
Costa Rica,14,16_06_26,UPS,42,0.0414,3.4204,3.4618,0.1067,28
Costa Rica,14,16_06_26,UPS,43,0.027,3.5271,3.5541,0.1014,28
Costa Rica,14,16_06_26,UPS,44,0.0288,3.6285,3.6573,0.0884,28
Costa Rica,14,16_06_26,UPS,45,0.0394,3.7169,3.7564,0.0951,28
Costa Rica,14,16_06_26,UPS,46,0.0313,3.812,3.8434,0.093,28
Costa Rica,14,16_06_26,UPS,47,0.0448,3.905,3.9498,0.055,28
Costa Rica,14,16_06_26,UPS,48,0.0087,3.96,3.9687,0.0406,28
Costa Rica,14,16_06_26,UPS,49,0.0368,4.0006,4.0375,0.0485,28
Costa Rica,14,16_06_26,UPS,50,0.0055,4.0491,4.0546,0.0534,28
Costa Rica,14,16_06_26,UPS,51,0.0316,4.1025,4.1341,0.0484,28
Costa Rica,14,16_06_26,UPS,52,0.0055,4.1509,4.1564,0.0573,28
Costa Rica,14,16_06_26,UPS,53,0.0359,4.2082,4.2442,0.0502,28
Costa Rica,14,16_06_26,UPS,54,0.004,4.2584,4.2625,0.0228,28
Costa Rica,14,16_06_26,UPS,55,0.0028,4.2812,4.284,0.016,28
Costa Rica,14,16_06_26,UPS,56,0.0025,4.2972,4.2997,0.0146,28
Costa Rica,14,16_06_26,UPS,57,0.0028,4.3118,4.3146,0.013,28
Costa Rica,14,16_06_26,UPS,58,0.0033,4.3248,4.3281,0.0126,28
Costa Rica,14,16_06_26,UPS,59,0.003,4.3374,4.3404,0.0115,28
Costa Rica,14,16_06_26,UPS,60,0.002,4.3489,4.3509,0.0092,28
Costa Rica,14,16_06_26,UPS,61,0.0025,4.3581,4.3607,0.0106,28
Costa Rica,14,16_06_26,UPS,62,0.0015,4.3687,4.3703,0.01,28
Costa Rica,14,16_06_26,UPS,63,0.0017,4.3787,4.3805,0.0093,28
Costa Rica,14,16_06_26,UPS,64,0.0017,4.388,4.3898,0.0095,28
Costa Rica,14,16_06_26,UPS,65,0.0015,4.3975,4.3991,0.0097,28
Costa Rica,14,16_06_26,UPS,66,0.0017,4.4072,4.409,0.0107,28
Costa Rica,14,16_06_26,UPS,67,0.001,4.4179,4.4189,0.01,28
Costa Rica,14,16_06_26,UPS,68,0.0015,4.4279,4.4294,0.0103,28
Costa Rica,14,16_06_26,UPS,69,0.0015,4.4382,4.4398,,28
Costa Rica,19,16_06_23,UPS,1,0.0262,0.0915,0.1177,0.0823,29
Costa Rica,19,16_06_23,UPS,2,0.0362,0.1738,0.21,0.1006,29
Costa Rica,19,16_06_23,UPS,3,0.0605,0.2744,0.3349,0.0708,29
Costa Rica,19,16_06_23,UPS,4,0.0099,0.3452,0.3552,0.1298,29
Costa Rica,19,16_06_23,UPS,5,0.0099,0.475,0.4849,0.1154,29
Costa Rica,19,16_06_23,UPS,6,0.0083,0.5904,0.5987,0.1028,29
Costa Rica,19,16_06_23,UPS,7,0.0115,0.6932,0.7047,0.0997,29
Costa Rica,19,16_06_23,UPS,8,0.0148,0.7929,0.8078,0.073,29
Costa Rica,19,16_06_23,UPS,9,0.0403,0.8659,0.9062,0.0893,29
Costa Rica,19,16_06_23,UPS,10,0.0494,0.9552,1.0046,0.0982,29
Costa Rica,19,16_06_23,UPS,11,0.0391,1.0534,1.0926,0.0993,29
Costa Rica,19,16_06_23,UPS,12,0.029,1.1527,1.1818,0.0739,29
Costa Rica,19,16_06_23,UPS,13,0.0371,1.2266,1.2637,0.0833,29
Costa Rica,19,16_06_23,UPS,14,0.0334,1.3099,1.3433,0.076,29
Costa Rica,19,16_06_23,UPS,15,0.0387,1.3859,1.4247,0.0818,29
Costa Rica,19,16_06_23,UPS,16,0.0339,1.4677,1.5016,0.0784,29
Costa Rica,19,16_06_23,UPS,17,0.0318,1.5461,1.5779,0.0777,29
Costa Rica,19,16_06_23,UPS,18,0.0334,1.6238,1.6572,0.0734,29
Costa Rica,19,16_06_23,UPS,19,0.0359,1.6972,1.7332,0.0425,29
Costa Rica,19,16_06_23,UPS,20,0.0084,1.7397,1.7482,0.0492,29
Costa Rica,19,16_06_23,UPS,21,0.0446,1.7889,1.8336,0.0559,29
Costa Rica,19,16_06_23,UPS,22,0.004,1.8448,1.8489,,29
Costa Rica,19,16_07_07,UPS,1,0.0129,0.055,0.0679,0.1112,30
Costa Rica,19,16_07_07,UPS,2,0.0218,0.1662,0.1881,0.1092,30
Costa Rica,19,16_07_07,UPS,3,0.0309,0.2754,0.3064,0.1047,30
Costa Rica,19,16_07_07,UPS,4,0.0394,0.3801,0.4195,0.1541,30
Costa Rica,19,16_07_07,UPS,5,0.0113,0.5342,0.5456,0.0813,30
Costa Rica,19,16_07_07,UPS,6,0.0414,0.6155,0.657,0.1363,30
Costa Rica,19,16_07_07,UPS,7,0.0168,0.7518,0.7687,0.161,30
Costa Rica,19,16_07_07,UPS,8,0.0289,0.9128,0.9418,0.0922,30
Costa Rica,19,16_07_07,UPS,9,0.0426,1.005,1.0476,0.1088,30
Costa Rica,19,16_07_07,UPS,10,0.0409,1.1138,1.1548,0.1023,30
Costa Rica,19,16_07_07,UPS,11,0.0625,1.2161,1.2787,,30
