Bass,Bass peak,Clave,Clave peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Trumpet,Trumpet peak
279.48949,0.563757,289.457942,0.390076,106.951983,0.14138,159.104697,0.500421,114.638324,0.267199,,,,
280.168341,0.465388,289.64158,0.24687,107.154809,0.139682,159.523958,0.403363,114.756343,0.395926,,,,
281.470774,0.497986,290.144538,0.284674,107.361237,0.699771,159.752037,0.487872,114.915528,0.831793,,,,
281.929303,0.539368,290.8044,0.642448,107.601793,0.330596,160.006462,0.575308,115.345317,0.01656,,,,
283.240697,0.478531,291.680029,0.489462,107.85482,0.185856,160.424515,0.310396,115.575338,0.09057,,,,
283.647301,0.467243,292.142581,0.587107,108.075891,0.417406,160.639923,0.524032,115.795178,0.059354,,,,
285.025885,0.580196,293.010927,0.418791,108.324668,0.409783,160.888964,0.650622,116.028232,0.026719,,,,
285.449516,0.646916,293.16385,0.228468,108.503643,0.104747,161.349763,0.156564,116.445283,0.235563,,,,
286.095167,0.353365,293.690016,0.518677,108.764872,0.640299,161.573755,0.417162,117.08911,0.078836,,,,
286.757007,0.456351,294.351684,0.517069,109.180854,0.469358,161.80399,0.760793,117.339762,0.04458,,,,
287.20909,0.714949,295.244986,0.595846,109.43171,0.277483,162.231216,0.369663,117.757189,0.316674,,,,
288.295309,0.563607,295.702546,0.455041,109.82139,0.299216,162.439878,0.204255,118.198031,0.46796,,,,
288.757379,0.544697,296.576286,0.310032,110.051353,0.301787,162.668127,0.529696,118.614831,0.465467,,,,
289.197336,0.555071,297.241456,0.318337,110.289529,0.281974,163.117317,0.343603,118.843923,0.645216,,,,
289.464685,0.528395,297.46423,0.226076,110.509278,0.221286,163.321541,0.297124,119.29583,0.714679,,,,
290.122906,0.663642,297.911982,0.493949,110.720828,0.184641,163.566314,0.217761,119.490974,0.039373,,,,
290.785589,0.419545,298.783049,0.607721,110.926564,0.683399,164.208116,0.185443,119.703679,0.031177,,,,
290.962563,0.287018,299.242482,0.441879,111.173318,0.502651,164.453227,0.450003,119.940841,0.432202,,,,
291.919414,0.650668,300.11575,0.37888,111.392924,0.33624,164.900862,0.130992,120.376296,0.045341,,,,
292.35718,0.526949,300.792151,0.430262,111.599167,0.373301,165.132891,0.321095,120.585849,0.075609,,,,
292.552494,0.627727,301.453052,0.600322,111.819895,0.319518,165.37535,0.792361,120.831971,0.021087,,,,
292.762811,0.452171,302.349398,0.77577,112.036145,0.360401,165.803518,0.358649,121.075176,0.310364,,,,
293.01573,0.374697,302.80677,0.616729,112.26432,0.501503,166.04956,0.183996,121.364915,0.275576,,,,
293.6661,0.57572,303.404557,0.346911,112.474285,0.108749,166.269064,0.43853,121.664073,0.292713,,,,
294.336389,0.475255,303.699877,0.202243,112.671346,0.288884,166.418002,0.104653,121.961597,0.287246,,,,
295.453559,0.507911,303.852474,0.230073,112.939962,0.427597,166.696285,0.23308,122.264373,0.227167,,,,
295.917424,0.489866,304.362462,0.484614,113.138173,0.176635,166.922096,0.518829,122.572275,0.25978,,,,
296.102805,0.40504,305.028225,0.565391,113.361895,0.326766,167.164232,0.494546,122.847182,0.303582,,,,
296.337016,0.41211,305.946744,0.592115,113.579754,0.461559,167.582234,0.142066,123.446291,0.49905,,,,
296.576712,0.475373,306.403427,0.643522,113.822906,0.464657,167.799619,0.469378,123.871684,0.016498,,,,
297.246652,0.676214,307.276642,0.319666,114.216989,0.126975,168.04331,0.38407,124.091749,0.089425,,,,
297.903705,0.613784,307.961892,0.417326,114.441846,0.491291,168.486387,0.188166,124.322227,0.019384,,,,
298.081136,0.332376,308.642453,0.325049,114.681244,0.187894,168.723021,0.299925,124.542611,0.023149,,,,
298.263913,0.298486,309.553867,0.346524,114.906399,0.235945,168.943539,0.468695,124.76726,0.237589,,,,
299.025545,0.546615,309.998371,0.3224,115.10427,0.363347,169.364802,0.334261,125.209126,0.587245,,,,
299.448543,0.490459,310.892422,0.330176,115.323898,0.292008,169.594715,0.32155,125.658576,0.282324,,,,
299.857043,0.376897,311.563622,0.30438,115.541926,0.285332,169.831934,0.549437,125.867657,0.419997,,,,
300.11813,0.335128,312.219627,0.346232,115.749865,0.415239,170.291201,0.367521,126.086842,0.016124,,,,
300.770433,0.52129,313.141926,0.304614,116.198462,0.390271,170.513013,0.23452,126.284273,0.588,,,,
301.442948,0.487586,313.607244,0.347461,116.436878,0.283953,170.735566,0.546031,126.519268,0.066914,,,,
302.573246,0.5297,314.514173,0.334893,116.657117,0.272048,171.171067,0.46654,126.718503,0.02394,,,,
303.009108,0.520022,315.183544,0.264833,116.8562,0.239662,171.380378,0.213621,126.94796,0.400549,,,,
303.206348,0.496302,315.83708,0.31881,117.082392,0.28362,171.615179,0.771867,127.379715,0.018537,,,,
303.422506,0.377491,316.598243,0.221822,117.335207,0.432278,172.27957,0.34075,127.606441,0.095947,,,,
303.668705,0.343752,316.742072,0.273279,117.542675,0.143251,172.516683,0.586752,127.844188,0.059128,,,,
304.377871,0.67791,317.185067,0.376018,117.752709,0.183109,172.947928,0.286578,128.051681,0.045522,,,,
305.046942,0.524229,318.089057,0.299798,117.955218,0.774591,173.164205,0.365718,128.289435,0.355366,,,,
305.224671,0.296765,318.758697,0.271202,118.195467,0.544425,173.395915,0.48416,128.717952,0.584905,,,,
306.147445,0.500773,319.440278,0.391481,118.423441,0.501475,173.833642,0.273267,129.12655,0.349417,,,,
306.600037,0.468915,320.312473,0.388288,118.618649,0.341862,174.053474,0.334246,129.233046,0.639175,,,,
306.824301,0.338626,320.751776,0.30308,118.847597,0.445129,174.301091,0.51946,129.478663,0.733264,,,,
307.045023,0.400456,321.688136,0.305531,119.05523,0.295816,174.726616,0.312341,130.487034,0.291868,,,,
308.015069,0.682575,322.317063,0.288449,119.294999,0.401315,174.944896,0.358416,131.144979,0.084012,,,,
308.649993,0.52693,322.990048,0.355063,119.713386,0.376798,175.188094,0.388134,131.374363,0.039076,,,,
308.827556,0.311871,323.885213,0.277231,119.94098,0.18168,175.863804,0.298477,131.769853,0.254168,,,,
309.743587,0.579933,324.337042,0.256755,120.163219,0.266429,176.091907,0.769023,132.00245,0.601601,,,,
310.184702,0.493428,325.215633,0.327062,120.355485,0.249748,176.527521,0.490172,132.653283,0.325419,,,,
310.387561,0.523727,325.893985,0.404251,120.590268,0.400468,176.743496,0.196651,132.905767,0.020902,,,,
310.599126,0.351359,326.545534,0.417843,120.807785,0.372888,176.980255,0.412175,133.095037,0.023054,,,,
310.857208,0.313936,327.428744,0.263482,121.047929,0.142605,177.439549,0.445927,133.31946,0.077345,,,,
311.540427,0.745667,327.878038,0.352466,121.45941,0.539827,177.655635,0.263101,133.548744,0.047108,,,,
312.203947,0.498799,329.43613,0.262807,121.687297,0.431871,177.894609,0.662782,133.985895,0.294399,,,,
312.381517,0.285258,330.123411,0.302084,121.92832,0.528796,178.322673,0.294946,134.657231,0.067172,,,,
313.144098,0.690094,331.002243,0.250304,122.131179,0.27832,178.54396,0.161498,134.89409,0.027157,,,,
313.352491,0.610058,331.446934,0.248115,122.341101,0.364277,178.775227,0.424627,135.527962,0.603456,,,,
313.984454,0.791638,332.372974,0.213239,122.564534,0.10443,179.445593,0.347832,135.755321,0.757694,,,,
314.249648,0.76701,333.01629,0.300412,122.784511,0.280969,179.684008,0.790383,137.736215,0.362532,,,,
314.912017,0.582958,333.670927,0.346287,123.004416,0.169691,180.110699,0.332914,138.439356,0.638403,,,,
315.153814,0.634478,334.562203,0.31515,123.208019,0.41597,180.337183,0.387268,139.076572,0.764722,,,,
315.36927,0.28795,335.00162,0.298268,123.68148,0.205612,180.581132,0.493174,139.305712,0.112692,,,,
315.824836,0.428266,335.900379,0.244303,123.878303,0.258885,181.006599,0.322233,139.455584,0.145767,,,,
316.078917,0.57777,336.54035,0.348414,124.094307,0.499493,181.231515,0.434018,139.596019,0.17995,,,,
316.257393,0.29688,337.208337,0.421614,124.33776,0.242771,181.469812,0.435245,139.677434,0.198837,,,,
316.722485,0.654071,338.116447,0.307766,124.558029,0.137087,181.896509,0.232127,139.821528,0.176299,,,,
316.961885,0.752639,338.559974,0.27542,124.751678,0.154911,182.136549,0.222939,139.896681,0.227598,,,,
317.573183,0.576748,339.460505,0.297543,124.967342,0.492433,182.373098,0.44599,140.038555,0.269705,,,,
317.832679,0.750419,340.117879,0.312424,125.208638,0.170296,182.822744,0.117352,140.185191,0.214468,,,,
318.527498,0.58818,340.818845,0.365326,125.422225,0.267274,183.041941,0.209299,140.336247,0.198034,,,,
318.766057,0.723605,341.694598,0.30499,125.626282,0.301688,183.282084,0.550976,140.417048,0.170157,,,,
318.995068,0.297091,342.127424,0.347581,125.859686,0.370662,183.703237,0.443675,140.567768,0.181754,,,,
319.444511,0.497213,343.030519,0.324275,126.122149,0.390752,184.161927,0.552135,140.713459,0.162614,,,,
319.643394,0.462831,343.677866,0.359668,126.308467,0.404438,184.609746,0.484947,140.862112,0.202421,,,,
320.301519,0.619857,344.357152,0.344546,126.524827,0.115054,184.819683,0.20896,140.937,0.115293,,,,
320.510658,0.662541,345.252278,0.342873,126.73693,0.349645,185.053681,0.294481,141.013874,0.185082,,,,
321.17209,0.651698,345.691366,0.346888,126.960831,0.152552,185.472887,0.303739,141.16461,0.157375,,,,
321.38877,0.725031,346.601589,0.318514,127.196719,0.286848,185.70955,0.161281,141.312555,0.219523,,,,
322.077258,0.566853,347.256111,0.300327,127.384069,0.287309,185.937833,0.514338,141.460328,0.160232,,,,
322.299266,0.604368,347.894539,0.364404,127.592337,0.293255,186.604193,0.187584,141.606913,0.210409,,,,
322.966559,0.455499,348.772512,0.268493,127.823476,0.3018,186.84605,0.85742,141.759294,0.177032,,,,
323.209154,0.629994,349.229024,0.275233,128.060821,0.165843,187.266817,0.283745,141.979449,0.184921,,,,
323.387603,0.306283,350.128913,0.537553,128.275742,0.200125,187.514582,0.294307,142.125683,0.193841,,,,
323.908875,0.643455,350.810312,0.519017,128.478381,0.640352,187.746055,0.323874,142.204873,0.202746,,,,
324.106812,0.570625,351.530242,0.500069,128.724354,0.199483,188.174776,0.12417,142.356069,0.18812,,,,
324.765918,0.58824,,,128.953433,0.31202,188.393848,0.41185,142.51129,0.177252,,,,
324.990549,0.686083,,,129.161743,0.510406,188.625458,0.468377,142.726392,0.138914,,,,
325.661348,0.556373,,,129.36728,0.637902,189.063167,0.253449,142.887717,0.051237,,,,
325.868384,0.574785,,,129.561871,0.170922,189.275913,0.158579,143.027442,0.359304,,,,
326.521072,0.42362,,,129.80491,0.468696,189.499113,0.48989,143.347502,0.224308,,,,
326.740653,0.525707,,,130.035684,0.358945,189.952912,0.138688,143.655023,0.229497,,,,
327.422419,0.649773,,,130.234843,0.539475,190.17515,0.360216,143.971149,0.244809,,,,
327.623757,0.614261,,,130.477188,0.303384,190.396129,0.694502,144.31025,0.658592,,,,
328.283606,0.647645,,,130.667129,0.304071,190.838323,0.419369,144.60777,0.704105,,,,
328.515974,0.677249,,,130.913826,0.281647,191.076574,0.134343,144.858664,0.026961,,,,
329.21057,0.534449,,,131.141054,0.367751,191.274998,0.272696,145.065524,0.506803,,,,
329.435229,0.595069,,,131.356957,0.429826,191.72956,0.387304,145.289004,0.019325,,,,
330.075224,0.39005,,,131.59038,0.153799,191.946725,0.235537,145.479642,0.022314,,,,
330.289768,0.484111,,,131.792586,0.172524,192.177769,0.337275,145.93573,0.023868,,,,
330.98718,0.618529,,,131.996239,0.400016,192.606154,0.446246,146.152032,0.309252,,,,
331.193893,0.655852,,,132.229551,0.19122,193.054543,0.597726,146.378536,0.507441,,,,
331.877718,0.622815,,,132.45735,0.531749,193.714916,0.223237,146.635894,0.023119,,,,
332.12126,0.727469,,,132.643401,0.416532,193.954287,0.423735,146.810973,0.044794,,,,
332.749275,0.516041,,,132.865519,0.287179,194.378266,0.336615,147.037049,0.091208,,,,
332.986543,0.570429,,,133.106473,0.347249,194.608231,0.14538,147.273948,0.039383,,,,
333.666462,0.445388,,,133.317295,0.413718,194.834458,0.460998,147.718901,0.201126,,,,
333.888175,0.49063,,,133.759525,0.430214,195.249083,0.297263,147.931502,1.005182,,,,
334.558177,0.60371,,,133.963619,0.187231,195.474732,0.312615,213.563604,0.195318,,,,
334.768811,0.713446,,,134.173897,0.642493,195.702353,0.547042,213.781307,0.503055,,,,
335.391229,0.604242,,,134.647257,0.123221,196.142102,0.394823,214.451025,0.090122,,,,
335.619339,0.642134,,,134.841128,0.799463,196.381043,0.19137,214.875244,0.027044,,,,
336.309038,0.512658,,,135.023127,0.159717,196.588269,0.427221,215.091791,0.045217,,,,
336.53324,0.585562,,,135.282033,0.167863,197.018235,0.111233,215.312945,0.037405,,,,
337.195955,0.430281,,,135.517905,0.526616,197.243103,0.317318,215.763255,0.286784,,,,
337.439261,0.527063,,,135.74664,0.626991,197.46761,0.576055,216.400201,0.055955,,,,
338.084064,0.651533,,,135.961505,0.365021,197.881376,0.182802,216.621583,0.02807,,,,
338.306936,0.654231,,,137.341054,0.103367,198.119227,0.270529,217.040388,0.095208,,,,
338.988951,0.615392,,,137.794206,0.932528,198.357116,0.419535,217.26994,0.346225,,,,
339.229144,0.636351,,,137.995617,0.234627,198.802336,0.136155,217.502225,0.025213,,,,
339.909953,0.522873,,,138.424637,0.483702,198.995892,0.122813,217.717765,0.04742,,,,
340.125227,0.569288,,,139.088248,0.80529,199.258616,0.631987,217.92618,0.015794,,,,
340.775562,0.458245,,,139.322998,0.112346,199.667909,0.380759,218.140733,0.105538,,,,
341.676713,0.61877,,,139.753297,0.205384,199.891447,0.207676,218.366998,0.06564,,,,
341.897436,0.567594,,,139.986612,0.263933,200.108656,0.367903,218.579979,0.04272,,,,
342.555447,0.565467,,,140.22275,0.186438,200.780587,0.289218,218.809201,0.025104,,,,
342.783552,0.531105,,,140.423658,0.622961,201.041561,0.275306,219.001657,0.460013,,,,
343.454463,0.533101,,,140.652295,0.125809,201.457211,0.331558,219.242381,0.057623,,,,
343.687356,0.627918,,,140.850714,0.447671,201.687377,0.188688,219.678521,0.11576,,,,
344.330848,0.460506,,,141.067699,0.155251,201.909466,0.308079,219.89251,0.060529,,,,
344.5739,0.409827,,,141.495559,0.161977,202.334832,0.230901,220.114774,0.097686,,,,
345.23344,0.638388,,,141.748968,0.325338,202.562277,0.483207,220.321772,0.033152,,,,
345.435149,0.643113,,,141.988597,0.499213,202.799214,0.642449,220.544201,0.082189,,,,
346.090856,0.586641,,,142.218998,0.103463,203.213146,0.366276,220.760091,0.205061,,,,
346.316341,0.724669,,,142.40074,0.143217,203.431328,0.266253,220.983568,0.071536,,,,
346.974644,0.528724,,,142.611994,1.000005,203.67027,0.45777,221.206503,0.028254,,,,
347.192497,0.581279,,,142.829045,0.135233,204.291101,0.244846,221.415594,0.030507,,,,
347.870937,0.641238,,,143.285962,0.235413,204.561957,0.598916,221.628044,0.074131,,,,
348.049544,0.310512,,,143.74852,0.289532,204.984032,0.340025,221.855394,0.079314,,,,
349.008535,0.55422,,,143.951197,0.730154,205.212828,0.271365,222.069868,0.052242,,,,
349.211939,0.583812,,,144.388898,0.619929,205.442317,0.446567,222.289592,0.052384,,,,
349.864801,0.498237,,,144.611903,0.254224,205.882841,0.173514,222.491319,0.322628,,,,
350.091697,0.369695,,,144.86638,0.141868,206.118741,0.145683,222.733227,0.237228,,,,
351.512869,0.47219,,,145.085313,0.371231,206.348739,0.389722,222.957199,0.017532,,,,
351.739406,0.428952,,,145.282632,0.177413,206.739928,0.302955,223.150952,0.034352,,,,
,,,,145.535673,0.381799,206.970567,0.242464,223.380093,0.070105,,,,
,,,,145.783668,0.253905,207.198543,0.570281,223.617648,0.049479,,,,
,,,,145.962691,0.191676,207.825264,0.132852,224.05384,0.214655,,,,
,,,,146.166694,0.530333,208.105591,0.643148,224.491535,0.488032,,,,
,,,,146.427418,0.226918,208.413224,0.629395,224.903893,0.453313,,,,
,,,,146.851388,0.362556,208.71987,0.560893,225.134617,0.52776,,,,
,,,,147.100752,0.451623,208.982264,0.750775,225.346725,0.044523,,,,
,,,,147.328846,0.217828,209.264345,0.645354,225.561104,0.046623,,,,
,,,,147.546595,0.509433,209.632443,0.656401,225.778241,0.02267,,,,
,,,,147.949639,0.660158,210.042582,0.615539,225.986278,0.035919,,,,
,,,,148.180685,0.243928,210.269802,0.298543,226.225378,0.27312,,,,
,,,,148.403566,0.579297,210.524112,0.62584,226.468571,0.017697,,,,
,,,,148.616197,0.446732,210.775763,0.630334,226.63845,0.0368,,,,
,,,,148.834173,0.316085,211.031727,0.319763,226.873301,0.076911,,,,
,,,,149.050738,0.459693,211.296134,0.22215,227.084316,0.06821,,,,
,,,,149.281257,0.116804,211.574736,0.388432,227.319517,0.034591,,,,
,,,,149.500371,0.142928,211.826075,0.316059,227.571795,0.042535,,,,
,,,,149.727048,0.518382,212.216733,0.362226,227.676283,0.175685,,,,
,,,,149.963319,0.30001,212.670241,0.216934,227.772114,0.358565,,,,
,,,,150.175313,0.64628,213.092486,0.18374,227.989518,0.515155,,,,
,,,,150.353767,0.196308,213.566317,0.238807,228.212184,0.028155,,,,
,,,,150.599542,0.216843,213.955293,0.54531,228.401874,0.237617,,,,
,,,,150.81462,0.245329,214.405233,0.108016,228.823528,0.050722,,,,
,,,,151.045152,0.272975,215.754137,0.279059,229.068686,0.059149,,,,
,,,,151.487543,0.456683,216.176956,0.496104,229.301249,0.042604,,,,
,,,,151.750485,0.253667,216.592071,0.273314,229.735293,0.303125,,,,
,,,,151.967561,0.563935,217.24299,0.343401,230.13855,0.032091,,,,
,,,,152.151723,0.272518,217.475489,0.317835,230.364837,0.079697,,,,
,,,,152.409194,0.209672,217.918404,0.366323,230.588302,0.035147,,,,
,,,,152.641337,0.484352,218.561652,0.191326,230.978881,0.115097,,,,
,,,,152.876665,0.311985,218.770172,0.320889,231.113851,0.294484,,,,
,,,,153.110198,0.159943,219.021894,0.116017,231.251242,0.432223,,,,
,,,,153.288364,0.666278,219.214946,0.111002,231.390487,0.347119,,,,
,,,,153.526335,0.132672,219.445541,0.606272,231.526948,0.562652,,,,
,,,,153.770178,0.494956,219.654531,0.550347,231.67519,0.47127,,,,
,,,,153.972168,0.272029,220.069311,0.701811,232.122198,0.05855,,,,
,,,,154.207595,0.385152,220.328409,0.679288,232.348691,0.076371,,,,
,,,,154.418076,0.111148,220.637213,0.589369,232.601504,0.021859,,,,
,,,,154.651537,0.318608,220.976293,0.372113,232.75044,0.204545,,,,
,,,,155.073123,0.435605,221.224409,0.269331,232.880831,0.315317,,,,
,,,,155.320902,0.268474,221.40545,0.638835,233.02711,0.529562,,,,
,,,,155.547142,0.587946,221.598435,0.314333,233.160786,0.420026,,,,
,,,,155.762946,0.206695,221.836216,0.258675,233.304272,0.548272,,,,
,,,,155.970862,0.570208,222.047645,0.329653,233.459117,0.627969,,,,
,,,,156.225193,0.296586,222.29306,0.299594,233.892679,0.04783,,,,
,,,,156.431037,0.412766,222.499766,0.219752,234.122941,0.055136,,,,
,,,,156.684113,0.181447,222.715363,0.242153,234.529703,0.016703,,,,
,,,,156.886256,0.450795,222.950477,0.427109,234.954224,0.376603,,,,
,,,,157.110057,0.309087,223.242614,0.411711,235.409245,0.01932,,,,
,,,,157.338044,0.633913,223.535604,0.485725,236.701565,0.328133,,,,
,,,,157.549756,0.296414,223.804662,0.427662,236.929202,0.015788,,,,
,,,,157.779336,0.370033,224.086489,0.423543,237.123586,0.137702,,,,
,,,,158.016728,0.54508,224.405989,0.468748,237.336906,0.331718,,,,
,,,,158.223522,0.314138,224.859388,0.409013,237.57403,0.017943,,,,
,,,,158.428525,0.126978,225.288312,0.248562,238.426765,0.022063,,,,
,,,,158.655154,0.412954,225.77899,0.329164,238.67189,0.417693,,,,
,,,,158.915096,0.162512,225.989252,0.273919,238.877855,0.366158,,,,
,,,,159.134604,0.380342,226.194058,0.393711,240.203908,0.300142,,,,
,,,,159.342078,0.255541,226.627062,0.276994,240.836228,0.034437,,,,
,,,,159.548084,0.563989,227.007984,0.501868,241.07161,0.019062,,,,
,,,,159.765266,0.378217,227.299646,0.54643,241.498231,0.103173,,,,
,,,,160.006466,0.491631,227.616031,0.579306,241.711248,0.282768,,,,
,,,,160.212159,0.239515,227.8984,0.711042,241.928052,0.021883,,,,
,,,,160.448327,0.465797,228.178312,0.705422,242.16938,0.038039,,,,
,,,,160.665843,0.431189,228.463377,0.653892,242.583875,0.064617,,,,
,,,,160.907147,0.623573,228.827115,0.573395,242.802014,0.098707,,,,
,,,,161.116656,0.150278,229.252096,0.502311,243.020439,0.035492,,,,
,,,,161.339205,0.471115,229.476429,0.259272,243.254062,0.052362,,,,
,,,,161.585006,0.195517,229.903121,0.568417,243.456339,0.219635,,,,
,,,,161.792691,0.77727,230.13427,0.500306,243.694579,0.332947,,,,
,,,,162.201894,0.439407,230.334816,0.629182,243.920414,0.024758,,,,
,,,,162.438243,0.17953,230.590394,0.1416,244.101815,0.036992,,,,
,,,,162.664823,0.339459,230.882317,0.361218,244.339899,0.047378,,,,
,,,,162.882153,0.35218,231.403517,0.313124,244.578354,0.03118,,,,
,,,,163.086751,0.272733,232.142059,0.325948,244.764589,0.027415,,,,
,,,,163.273768,0.19132,232.349152,0.446648,244.99496,0.291611,,,,
,,,,163.564982,0.317949,232.764709,0.758841,245.416369,0.549786,,,,
,,,,163.758117,0.135438,233.165168,0.370804,245.848695,0.405148,,,,
,,,,164.004108,0.715795,233.403104,0.553462,246.063257,0.586742,,,,
,,,,164.260211,0.308091,233.822316,0.4337,246.502192,0.609141,,,,
,,,,164.454626,0.67873,234.065227,0.4568,246.7056,0.052666,,,,
,,,,164.679994,0.31371,234.293749,0.433618,246.906771,0.021383,,,,
,,,,164.895906,0.456505,234.497346,0.782887,247.150049,0.265927,,,,
,,,,165.099132,0.259023,234.719002,0.845524,247.592845,0.027215,,,,
,,,,165.357132,0.380675,234.936104,0.267854,247.819862,0.050967,,,,
,,,,165.593798,0.129558,235.177283,0.241511,248.051078,0.019217,,,,
,,,,165.787325,0.680925,235.465446,0.335882,248.461911,0.344216,,,,
,,,,166.046636,0.335617,235.784972,0.537078,248.672922,0.367436,,,,
,,,,166.251638,0.327082,236.02309,0.568888,248.902831,0.627753,,,,
,,,,166.47897,0.487957,236.524339,0.649697,249.146933,0.039704,,,,
,,,,166.684097,0.358208,236.670133,0.223938,249.283774,0.093339,,,,
,,,,166.900228,0.398306,236.848314,0.192339,249.532618,0.662828,,,,
,,,,167.149931,0.108232,237.062282,0.122575,250.219558,0.017711,,,,
,,,,167.371281,0.169014,237.228391,0.217696,250.653853,0.236574,,,,
,,,,167.581056,0.622963,237.935869,0.102286,251.277439,0.061028,,,,
,,,,167.801506,0.236452,238.190609,0.576253,251.517324,0.033739,,,,
,,,,168.044817,0.751298,238.615143,0.21283,251.93247,0.125242,,,,
,,,,168.252618,0.298305,239.501274,0.757054,252.140569,0.213346,,,,
,,,,168.472654,0.247326,239.644273,0.129711,252.365106,0.326978,,,,
,,,,168.714123,0.390261,239.845403,0.268657,252.578197,0.230921,,,,
,,,,168.949912,0.381449,240.62808,0.410142,252.778935,0.325275,,,,
,,,,169.177434,0.100823,241.083158,0.657465,253.000329,0.543261,,,,
,,,,169.383261,0.579945,241.505966,0.209182,253.69973,0.020113,,,,
,,,,169.636466,0.144633,241.725557,0.146212,254.124736,0.179821,,,,
,,,,169.839255,0.338355,241.942558,0.424292,254.767581,0.074775,,,,
,,,,170.024281,0.179737,242.153334,0.458757,255.005543,0.028073,,,,
,,,,170.244124,0.583405,242.381327,0.341791,255.407841,0.189689,,,,
,,,,170.518959,0.332975,242.813108,0.822276,255.85909,0.419544,,,,
,,,,170.741806,0.354672,243.223238,0.338803,256.30327,0.021118,,,,
,,,,170.953093,0.161101,243.439802,0.462221,256.413249,0.175228,,,,
,,,,171.191511,0.519291,243.653223,0.43487,256.520936,0.368963,,,,
,,,,171.410425,0.224572,244.079641,0.417918,256.740926,0.534412,,,,
,,,,171.633535,0.466047,244.289738,0.376441,256.966863,0.538807,,,,
,,,,171.848177,0.385873,244.516175,0.177936,257.205579,0.031242,,,,
,,,,172.054546,0.331923,244.778338,0.264156,257.427486,0.0263,,,,
,,,,172.308557,0.251732,245.05839,0.360007,257.648545,0.236955,,,,
,,,,172.503607,0.339852,245.325648,0.272057,258.286325,0.065538,,,,
,,,,172.932229,0.712555,245.588144,0.173932,258.505352,0.047814,,,,
,,,,173.110534,0.130812,245.851744,0.438979,258.821545,0.272042,,,,
,,,,173.391913,0.305227,246.206959,0.481742,258.927275,0.26774,,,,
,,,,173.6269,0.302808,246.678557,0.342877,259.38819,0.342724,,,,
,,,,173.826525,0.407298,246.938054,0.158567,259.828899,0.332558,,,,
,,,,174.059,0.292294,247.120051,0.299877,260.054302,0.366386,,,,
,,,,174.284355,0.197218,247.335306,0.397997,260.274018,0.018534,,,,
,,,,174.521261,0.226347,247.550264,0.24679,260.467242,0.033673,,,,
,,,,174.718776,0.459339,247.774114,0.364886,260.693918,0.01688,,,,
,,,,174.949685,0.350558,247.994609,0.161891,261.111546,0.32131,,,,
,,,,175.170965,0.338765,248.227696,0.134641,261.756457,0.051034,,,,
,,,,175.402969,0.347434,248.454114,0.210879,261.99004,0.030053,,,,
,,,,175.652345,0.542972,248.651579,0.295225,262.401743,0.173362,,,,
,,,,175.864934,0.23146,249.093876,0.315795,262.619731,0.335587,,,,
,,,,176.061256,0.353038,249.510054,0.37681,262.859699,0.033513,,,,
,,,,176.514362,0.637977,249.941537,0.427992,263.266365,0.223477,,,,
,,,,176.762892,0.384752,250.374978,0.226573,263.705787,0.025167,,,,
,,,,176.986391,0.194986,250.835088,0.426044,263.945878,0.04176,,,,
,,,,177.210096,0.192797,251.085971,0.268494,264.152368,0.035465,,,,
,,,,177.401334,0.313413,251.459298,0.227424,264.58404,0.179238,,,,
,,,,177.639724,0.194717,251.728192,0.476746,265.027592,0.015261,,,,
,,,,177.88407,0.397398,252.090236,0.453108,265.2452,0.050617,,,,
,,,,178.07888,0.138356,252.341711,0.42043,265.486899,0.046422,,,,
,,,,178.314332,0.892228,252.798804,0.366227,265.893106,0.016696,,,,
,,,,178.557405,0.535894,253.010901,0.314733,266.116886,0.105744,,,,
,,,,178.788809,0.300189,253.2256,0.537723,266.328672,0.296228,,,,
,,,,178.973055,0.173809,253.839298,0.211446,266.983419,0.016274,,,,
,,,,179.230114,0.41314,254.069412,0.36636,267.200394,0.039919,,,,
,,,,179.472206,0.214363,254.536211,0.146824,267.425555,0.037656,,,,
,,,,179.677834,0.328105,254.737271,0.190325,267.647549,0.024496,,,,
,,,,179.908066,0.230672,254.949032,0.174712,267.860316,0.536035,,,,
,,,,180.108038,0.450297,255.436987,0.225835,268.079823,0.565679,,,,
,,,,180.334632,0.208182,255.62841,0.118337,268.7454,0.095209,,,,
,,,,180.579024,0.363048,255.858239,0.389948,268.965663,0.017014,,,,
,,,,180.779094,0.294362,256.28879,0.127149,269.20491,0.015091,,,,
,,,,180.986581,0.382768,256.496442,0.179242,269.343949,0.374982,,,,
,,,,181.222436,0.323746,256.729478,0.274614,269.458713,0.397826,,,,
,,,,181.452681,0.26632,257.166233,0.114227,269.574252,0.647982,,,,
,,,,181.692592,0.168133,257.388341,0.55705,269.813635,0.618596,,,,
,,,,181.892054,0.43293,257.605996,0.682571,270.290503,0.02128,,,,
,,,,182.137048,0.365308,257.880607,0.470051,270.508474,0.099229,,,,
,,,,182.342214,0.304477,258.153463,0.398843,270.729319,0.062664,,,,
,,,,182.566367,0.468211,258.435633,0.379582,270.944761,0.080176,,,,
,,,,182.803564,0.478856,258.715354,0.394395,271.177346,0.023105,,,,
,,,,183.047659,0.141163,258.999637,0.574288,271.398864,0.01811,,,,
