Bass,Bass peak,Clave,Clave peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Trumpet,Trumpet peak
137.731085,0.619496,139.066675,0.766807,52.208956,0.253533,73.398788,0.255538,56.146826,0.084512,289.463054,0.419333,294.07739,0.512749
137.921439,0.344505,139.961461,0.854645,52.425279,0.447234,73.607926,0.320821,56.346534,0.058935,289.687089,0.546698,294.202882,0.360887
138.394302,0.763967,140.417694,0.719693,52.631273,0.199924,73.826434,0.154775,56.563657,0.038363,289.902281,0.08367,294.511471,0.444074
138.868288,0.894767,141.29409,0.57108,52.865996,0.471982,74.253599,0.278826,56.788579,0.042808,290.11655,0.092082,294.78791,0.494376
139.220347,0.857521,141.956702,0.946754,53.105429,0.116944,74.687762,0.183547,56.996987,0.242848,290.339879,0.580662,295.029066,0.416554
139.508565,0.748997,142.615314,0.742195,53.28691,0.317712,75.107724,0.254007,57.434688,0.024465,291.009115,0.065586,295.333584,0.458413
139.806461,0.733987,143.502147,0.786497,53.548236,0.316593,75.535091,0.238339,57.649131,0.085988,291.234057,0.479927,295.595229,0.462956
140.104506,0.526862,143.942496,0.700774,53.751912,0.299974,75.756955,0.221699,57.869986,0.050281,291.67716,0.08961,295.784947,0.502632
140.415882,0.685756,144.598492,0.228532,53.93357,0.412789,75.976924,0.108953,58.093594,0.039981,292.12444,0.46565,295.945645,0.258577
140.810651,0.841697,144.826609,0.707226,54.160554,0.383448,76.414204,0.2468,58.292984,0.361369,292.554205,0.064125,296.128693,0.242871
141.933749,0.703942,145.494827,0.699228,54.386628,0.403685,76.853021,0.340988,58.743021,0.464453,292.788186,0.145898,296.307257,0.253907
142.176516,0.588,146.174011,0.720888,54.603719,0.198284,77.092949,0.174249,58.970708,0.016845,293.013846,0.588748,296.491229,0.530135
142.629276,0.525902,147.053306,0.782984,54.795534,0.263068,77.298908,0.209634,59.14892,0.248748,293.238563,0.60361,296.758542,0.353516
143.901215,0.66542,147.503712,0.725564,55.005607,0.43527,77.732903,0.215027,59.373525,0.4663,293.454232,0.097002,296.933727,0.223149
144.333825,0.642966,148.384554,0.733072,55.204783,0.117479,78.185167,0.155764,59.790226,0.590655,293.676841,0.109306,297.100129,0.308294
145.475998,0.596326,149.041409,0.360682,55.485208,0.394633,78.396093,0.136667,60.032889,0.102874,293.903728,0.505872,297.251717,0.469363
145.704879,0.577168,149.309981,0.204187,55.680874,0.329643,78.633681,0.179936,60.230106,0.031524,294.350364,0.05177,297.445984,0.741698
146.145836,0.469137,149.709947,0.651296,55.906076,0.444225,79.061015,0.109717,60.455532,0.320207,294.805015,0.741151,297.613451,0.240318
147.492388,0.67956,150.607136,0.304355,56.1322,0.355668,79.278346,0.213971,60.906263,0.019767,295.236449,0.098239,299.226434,0.673916
147.898891,0.724363,151.060714,0.308301,56.32498,0.504554,79.487669,0.241147,61.118014,0.076386,295.674599,0.698448,299.418108,0.682166
149.03433,0.723902,151.975625,0.422855,56.549955,0.153751,79.909209,0.117291,61.33834,0.061699,296.12077,0.17044,299.537035,0.764064
149.251428,0.606145,152.62539,0.506989,56.750028,0.412739,80.363985,0.109401,61.540754,0.045578,296.347846,0.23325,299.674237,0.683893
149.665195,0.411427,153.298492,0.498705,56.979681,0.129671,80.560571,0.348046,61.756689,0.223745,296.576741,0.560681,299.870544,0.880987
151.048017,0.632989,154.21503,0.346862,57.222408,0.26487,81.245605,0.308711,61.961637,0.025035,296.786693,0.629763,299.990859,0.943234
151.437469,0.797483,154.676732,0.347949,57.424924,0.251144,82.125378,0.321613,62.178266,0.444211,296.998113,0.147641,300.113521,0.740388
152.577486,0.416578,155.540302,0.456457,57.625376,0.313577,82.535572,0.159181,62.466253,0.503741,297.215116,0.133966,300.318618,0.856389
152.841228,0.745145,156.214021,0.495687,57.863529,0.460304,82.73101,0.293848,62.758674,0.303743,297.438324,0.558351,300.442717,0.779547
153.029508,0.295209,156.880028,0.472159,58.084446,0.188621,82.981317,0.169215,63.035105,0.492338,297.883691,0.07868,300.556938,0.508444
153.243078,0.534529,157.777859,0.426939,58.466224,0.619191,83.362097,0.146802,63.329346,0.638522,298.11866,0.149615,300.679063,0.574915
153.420956,0.305078,158.227537,0.41591,58.723331,0.325123,83.794247,0.514884,63.679353,0.017545,298.335348,0.535848,300.785293,0.716072
153.603985,0.277987,159.125508,0.326109,58.946932,0.125822,84.035302,0.292706,63.911373,0.305412,298.774369,0.121975,300.915096,0.854006
154.647174,0.685273,159.767174,0.306474,59.142558,0.385989,84.663575,0.250354,64.534232,0.057223,299.224683,0.662339,301.028298,0.614743
155.066741,0.799003,160.45049,0.37934,59.355506,0.355355,85.118659,0.274569,64.756089,0.029418,299.664698,0.103955,301.233657,0.787079
156.424436,0.600983,161.346133,0.34941,59.589314,0.243131,85.319004,0.171014,65.189732,0.096309,299.892208,0.227948,301.351114,0.882029
156.842976,0.529356,161.800862,0.394501,59.788287,0.388825,85.529299,0.412509,65.404924,0.476973,300.12386,0.488291,301.463338,0.557217
157.021081,0.283366,162.680977,0.461383,60.00697,0.110666,85.756131,0.375229,65.630875,0.041162,300.340756,0.541978,301.6692,0.799132
158.236198,0.743369,163.358488,0.490244,60.212561,0.658434,85.964983,0.255013,66.058523,0.223386,300.556582,0.122287,301.79073,0.857154
158.624362,0.629894,164.022885,0.421734,60.454107,0.231447,86.166392,0.462866,66.483738,0.058526,300.77523,0.100228,301.914429,0.503435
159.992845,0.528536,164.918844,0.351889,60.677542,0.467955,86.406919,0.138769,66.708963,0.061653,301.003685,0.545897,302.127281,0.690691
160.400604,0.496882,165.38852,0.343786,60.868073,0.28288,86.651063,0.436256,66.916327,0.060855,301.455929,0.074262,302.253079,0.631124
160.578546,0.287261,166.287736,0.310263,61.069127,0.300888,86.950478,0.275622,67.118405,0.38887,301.692542,0.230657,302.357581,0.49391
161.77508,0.730672,166.915839,0.353463,61.314595,0.410405,87.309802,0.380141,67.34685,0.327035,301.912014,0.598159,302.597222,0.699679
162.177628,0.688362,167.602847,0.322067,61.528934,0.153502,87.954144,0.144963,67.57071,0.029506,302.35188,0.097128,302.832585,0.609171
163.571601,0.574577,168.490243,0.420642,61.737083,0.247853,88.159328,0.286772,67.996155,0.092154,302.80786,0.618623,303.046101,0.691461
163.993108,0.436668,168.958122,0.374782,61.945318,0.788051,89.057856,0.244745,68.229613,0.073865,303.245232,0.143379,303.181977,0.692557
165.350294,0.730397,169.843826,0.453857,62.187832,0.176092,89.524946,0.131352,68.669855,0.020258,303.484417,0.211222,303.393702,0.545884
165.79013,0.703504,170.519456,0.44092,62.416112,0.324065,89.748131,0.388528,68.85993,0.611475,303.711452,0.425343,303.527356,0.298619
166.447308,0.530121,171.199924,0.405658,62.60996,0.284337,91.307938,0.226628,69.080437,0.834097,303.923807,0.616852,303.836074,0.482953
166.663491,0.565933,172.087388,0.409603,62.832358,0.195102,91.524364,0.467129,71.029269,0.579737,304.144184,0.118311,304.118576,0.458949
166.901701,0.669039,172.523889,0.34798,63.026914,0.228435,91.743951,0.389362,71.665691,0.680537,304.356768,0.170396,304.375814,0.370484
167.089962,0.282623,173.418154,0.372751,63.270365,0.520659,92.385909,0.2141,72.303877,0.895455,304.583065,0.685237,304.574629,0.449976
167.570367,0.697707,174.069467,0.425922,63.468964,0.136282,92.611357,0.460297,72.709565,0.016454,305.031077,0.090008,304.81966,0.681359
167.748189,0.339539,174.738231,0.489911,63.703331,0.548704,93.294482,0.246379,72.79752,0.026716,305.266086,0.136539,305.079387,0.594574
167.931129,0.314745,175.650174,0.407907,63.923076,0.333013,93.527954,0.17591,72.874936,0.077929,305.484347,0.485066,305.286034,0.493641
168.114047,0.279818,176.098914,0.404084,64.125348,0.494502,93.957245,0.176551,73.016897,0.365355,305.948366,0.076831,305.508071,0.349805
168.937947,0.841203,176.979747,0.452949,64.335943,0.274973,94.426203,0.122027,73.165771,0.476555,306.396432,0.597828,349.949444,0.261878
169.357583,0.716766,177.658933,0.502423,64.526822,0.238235,94.868928,0.171856,73.312622,0.5889,306.832961,0.072515,350.115426,0.241083
170.734743,0.631337,178.336448,0.485618,64.793897,0.380586,95.083842,0.131892,73.454653,0.425172,307.07283,0.209876,350.56503,0.363589
171.16379,0.568085,179.244014,0.372216,64.988076,0.293787,95.293654,0.318634,73.530371,0.404058,307.297394,0.463297,350.805636,0.459313
171.341887,0.298035,179.697022,0.418193,65.175362,0.165895,95.932326,0.219797,73.734318,0.227064,307.516288,0.687221,351.280645,0.267659
172.536181,0.755189,180.569909,0.435409,65.391942,0.605975,96.175716,0.479181,73.876626,0.177073,307.742918,0.100093,351.508539,0.295128
172.939637,0.704738,181.256281,0.359885,65.63197,0.207027,96.864304,0.166433,74.012764,0.246221,307.961022,0.154308,351.71406,0.310806
173.581123,0.521005,181.925394,0.461761,65.84703,0.287603,98.839836,0.256675,74.09409,0.389789,308.188471,0.678832,,
173.790784,0.562423,182.824513,0.377438,66.04093,0.301788,99.705255,0.131905,74.234336,0.156257,308.652377,0.120567,,
174.025168,0.587153,183.275707,0.404331,66.267415,0.312259,100.373979,0.179375,74.371079,0.124535,308.8792,0.201557,,
174.701086,0.595088,184.174281,0.510129,66.47145,0.128187,100.59231,0.268988,74.512681,0.498667,309.32126,0.195623,,
174.878878,0.314061,184.82896,0.506542,66.692675,0.454697,101.017125,0.171746,74.747808,0.357024,309.543588,0.218932,,
175.061811,0.286697,185.515623,0.597814,66.916725,0.10441,102.10776,0.144461,74.985819,0.034947,309.767359,0.194017,,
176.083748,0.741472,186.412444,0.527358,67.116891,0.169462,103.220699,0.164631,75.620811,0.030846,309.994624,0.20338,,
176.505035,0.703857,186.862797,0.458675,67.355151,0.140375,103.866918,0.158768,75.786563,0.073541,310.210541,0.216363,,
177.871009,0.64213,187.755861,0.404488,67.538808,0.375731,104.099839,0.23383,76.013254,0.483366,310.431402,0.191829,,
178.332959,0.567164,188.422804,0.507124,67.730503,0.147366,104.509928,0.178127,76.613742,0.036586,310.659624,0.191154,,
178.511002,0.318291,189.069236,0.594156,68.225973,0.419019,104.940016,0.173529,76.855568,0.286578,310.884253,0.214846,,
178.694025,0.288378,189.963575,0.420985,68.464561,0.105012,105.600735,0.138949,77.146242,0.74329,311.110531,0.179094,,
179.677207,0.801614,190.416942,0.476158,68.907528,0.616063,105.841335,0.143629,77.461045,0.609837,311.330894,0.228958,,
180.097147,0.765246,191.292082,0.534341,69.123642,0.478037,106.273264,0.16956,77.766914,0.743215,311.551328,0.2166,,
180.82486,0.517443,191.957133,0.627636,69.341667,0.109494,106.724866,0.165069,78.206056,0.752542,311.781798,0.270794,,
181.007511,0.690094,192.598284,0.582259,71.036594,0.62058,107.606356,0.239537,78.410735,0.955567,311.998621,0.280354,,
181.22829,0.710747,193.507783,0.471546,71.694193,0.605643,108.058248,0.175302,79.277932,0.037195,312.224703,0.332212,,
181.882812,0.61719,193.953307,0.411085,72.294894,0.518928,108.516053,0.101526,79.509662,0.342064,312.446034,0.310774,,
182.079085,0.315483,194.83064,0.384217,72.595005,0.117439,109.395194,0.201582,79.924318,0.317932,312.673662,0.850863,,
182.262199,0.285591,195.48652,0.355293,72.981565,0.174675,109.834483,0.197932,80.143768,0.029783,313.136264,0.116308,,
183.233857,0.778372,196.134912,0.280414,73.172603,0.194579,110.366719,0.107698,80.782328,0.23939,313.62436,0.617805,,
183.658793,0.751606,197.025028,0.325338,73.414624,0.172105,110.921427,0.11135,80.997932,0.749321,314.047328,0.111457,,
185.034556,0.590527,197.476728,0.406349,73.621323,0.653443,111.162165,0.318121,81.213199,0.04079,314.280103,0.154991,,
185.487502,0.586815,198.356866,0.543135,74.034531,0.648111,111.598459,0.197799,81.634217,0.366587,314.501719,0.557993,,
185.66556,0.325012,199.026012,0.512217,74.290284,0.30951,112.053234,0.187689,81.85994,0.792123,314.941203,0.078448,,
185.848604,0.293837,199.672522,0.535755,74.503108,0.213257,112.671912,0.117931,82.096266,0.018746,315.16505,0.121015,,
186.834124,0.734371,200.588126,0.377131,74.69891,0.348886,112.905276,0.166821,82.545632,0.024055,315.398446,0.481325,,
187.25109,0.744994,201.017394,0.48669,74.92661,0.415512,113.372434,0.219108,82.709589,0.07704,315.854281,0.060561,,
188.406943,0.504907,201.922574,0.46011,75.130382,0.376559,114.454481,0.132744,82.947814,0.28893,316.082602,0.152643,,
188.612741,0.659123,202.568454,0.449613,75.579169,0.183598,114.667782,0.198008,83.609561,0.18891,316.294119,0.670568,,
189.03156,0.568106,203.215677,0.543572,75.791296,0.597539,115.15028,0.190864,83.841031,0.079468,316.751939,0.103158,,
190.414227,0.749869,204.122546,0.418382,76.036196,0.200161,115.550848,0.120164,84.152073,0.205765,317.181488,0.783341,,
190.82319,0.69099,204.5794,0.387347,76.256091,0.141643,116.196591,0.166305,84.265554,0.245226,317.636929,0.25789,,
192.157532,0.663448,205.452536,0.44968,76.448412,0.458797,116.422367,0.271016,84.4872,0.325659,317.868397,0.311415,,
192.359087,0.282262,206.112398,0.437964,76.673285,0.186432,116.86311,0.116274,84.705993,0.73572,318.081753,0.579366,,
192.595837,0.588832,206.769915,0.533458,76.905005,0.111398,117.319744,0.116697,85.135597,0.440285,318.295364,0.711053,,
192.773646,0.3198,207.445924,0.31639,77.117424,0.734673,117.954293,0.137496,85.350139,0.362092,318.527046,0.124394,,
192.956615,0.285391,207.666972,0.489115,77.553155,0.533552,118.202738,0.258717,85.757988,0.669951,318.741663,0.242325,,
193.97504,0.800814,208.123158,0.50266,77.769862,0.232473,118.627443,0.133415,85.966669,0.054397,318.980095,0.751349,,
194.348414,0.749658,208.984119,0.629184,77.97934,0.270027,119.056569,0.127774,86.165442,0.021628,319.42082,0.118933,,
195.718207,0.652156,209.642948,0.548549,78.18883,0.356763,119.710923,0.130341,86.420114,0.392419,319.646858,0.237998,,
196.131458,0.508597,210.288913,0.425807,78.419381,0.275994,119.944821,0.216967,86.677925,0.049744,319.868385,0.605848,,
196.309392,0.297337,211.167853,0.499903,78.608179,0.35622,120.439988,0.207074,86.89483,0.033559,320.304927,0.075426,,
197.467461,0.734918,211.610608,0.563382,79.030883,0.179014,120.826246,0.144827,87.095041,0.068973,320.756301,0.629318,,
197.90253,0.690862,212.480523,0.542965,79.260827,0.744609,121.478116,0.18875,87.325177,0.051332,321.189459,0.092246,,
199.249269,0.639143,213.136964,0.40624,79.511333,0.433101,121.722681,0.256613,87.569994,0.034483,321.422036,0.208414,,
199.676848,0.603358,213.789822,0.718798,79.927046,0.419445,122.143901,0.577493,87.725571,0.569001,321.638696,0.520754,,
199.854814,0.314151,214.674469,0.708406,80.172639,0.243148,122.568,0.171359,87.869635,0.509833,321.863939,0.628747,,
200.056177,0.281498,215.125934,0.69594,80.411377,0.2057,122.783302,0.317033,88.0163,0.67111,322.084859,0.177763,,
201.033121,0.815108,215.990939,0.306433,80.609508,0.632758,123.028253,0.120706,88.165585,0.558566,322.300365,0.168846,,
201.431324,0.711476,216.639554,0.442672,81.041209,0.430745,123.21543,0.263863,88.304837,0.808685,322.535959,0.67196,,
202.093917,0.402091,217.275628,0.573267,81.273553,0.166334,123.464592,0.115553,88.453289,0.656778,322.99229,0.108159,,
202.290477,0.571405,218.153494,0.623835,81.485522,0.256761,123.660577,0.219171,88.875738,0.053654,323.221876,0.166839,,
202.540104,0.69162,218.605254,0.617496,81.693221,0.426057,123.910519,0.297773,89.106767,0.105267,323.444378,0.616677,,
203.19791,0.681675,219.459853,0.343849,81.899017,0.268533,124.108555,0.141098,89.325817,0.086915,323.899373,0.062228,,
203.375779,0.340388,220.114026,0.501059,82.108098,0.394273,124.553372,0.393314,89.547562,0.03286,324.326158,0.624077,,
203.558686,0.302003,220.767126,0.56766,82.513371,0.123177,124.987923,0.352954,89.73834,0.026986,324.743226,0.08891,,
204.576542,0.777546,221.651056,0.6157,82.739574,0.63431,125.418473,0.368145,89.961081,0.395378,324.980289,0.08834,,
205.003052,0.712288,222.084444,0.528631,82.962068,0.356863,125.665918,0.300848,90.625338,0.136288,325.201433,0.465962,,
206.327143,0.658482,222.954539,0.452883,83.205963,0.208926,125.864287,0.127327,90.852022,0.043317,325.42989,0.523755,,
206.515124,0.27816,223.607994,0.442853,83.395853,0.353461,126.069437,0.115931,91.082155,0.062295,325.636919,0.108938,,
206.756565,0.587725,224.268341,0.689847,83.613077,0.26325,126.293556,0.292009,91.309596,0.028543,325.854901,0.123958,,
206.934561,0.314292,225.124341,0.635878,83.825276,0.19372,126.723379,0.25742,91.508139,0.037055,326.084421,0.57529,,
207.117663,0.281572,225.568709,0.648007,84.075031,0.598668,126.959225,0.168681,91.747626,0.357496,326.53084,0.138705,,
208.114518,0.783794,226.439662,0.31959,84.282975,0.131342,127.164043,0.452739,92.418554,0.086576,326.77991,0.18401,,
208.5111,0.657737,227.099028,0.369404,84.473443,0.572385,127.397441,0.457571,92.648626,0.015254,326.984614,0.536313,,
208.746979,0.337608,227.742647,0.728605,84.698,0.217423,127.557925,0.105013,93.079947,0.336075,327.425039,0.083749,,
209.631472,0.534162,228.62728,0.564133,84.920945,0.316006,127.692864,0.143122,93.527778,0.464015,327.878455,0.53153,,
210.268609,0.543602,229.073988,0.604362,85.12572,0.306908,127.827436,0.174064,93.98801,0.390009,328.320302,0.108459,,
211.599097,0.559651,229.944148,0.432749,85.382737,0.303417,128.041109,0.506213,94.203421,0.379935,328.560214,0.082402,,
211.999803,0.626858,230.576041,0.486295,85.811678,0.208012,128.463121,0.385254,94.422431,0.029938,328.76956,0.505024,,
213.132088,0.464436,231.248499,0.737051,85.993555,0.167275,128.918923,0.260849,94.615913,0.707363,329.000046,0.539988,,
213.332213,0.572646,232.099257,0.612201,86.191311,0.752284,129.152086,0.287811,94.846808,0.092964,329.211574,0.081315,,
213.785363,0.485261,232.567176,0.680973,86.432726,0.326472,129.797714,0.297295,95.03802,0.037332,329.424194,0.111464,,
215.097412,0.661474,233.434092,0.414485,86.641611,0.262996,130.021935,0.103759,95.27736,0.38318,329.655593,0.569346,,
215.510628,0.687998,234.102618,0.495122,86.824068,0.237337,130.234865,0.135712,95.728725,0.016978,330.104451,0.077269,,
216.642688,0.381362,234.735707,0.815455,87.072334,0.534592,130.662671,0.263862,95.942254,0.067813,330.332727,0.068799,,
216.853023,0.523714,235.633498,0.59059,87.333965,0.210574,131.546465,0.233356,96.160749,0.036366,330.570293,0.498963,,
217.294184,0.57658,236.066511,0.710565,87.541241,0.491531,131.989934,0.364015,96.606693,0.284296,331.010032,0.063501,,
217.472278,0.298276,236.930959,0.349936,87.752523,0.111246,132.425142,0.364181,96.823626,0.73059,331.473747,0.593595,,
218.566275,0.754946,237.573529,0.414487,87.966917,0.728426,132.636131,0.27932,97.28825,0.058478,331.879778,0.054955,,
219.008808,0.704891,238.247414,0.794202,88.219941,0.106783,133.289276,0.298218,97.722478,0.064388,332.114142,0.065813,,
220.304314,0.476136,239.127927,0.590091,88.425918,0.289544,133.457343,0.138436,97.962966,0.040784,332.339888,0.518018,,
220.741291,0.491352,239.57141,0.580886,88.639462,0.420489,134.227095,0.349185,98.177906,0.039865,332.560033,0.654148,,
222.06132,0.572445,240.426916,0.563886,88.852629,0.195501,134.52136,0.10071,98.386926,0.022462,332.774176,0.073363,,
222.485409,0.705007,241.077117,0.571907,89.071792,0.218887,134.903614,0.350132,98.596122,0.423363,332.995353,0.114281,,
223.818602,0.497493,241.733396,0.728293,89.293325,0.108691,135.548311,0.354329,98.83694,0.031253,333.221046,0.577198,,
224.255322,0.416962,242.619273,0.690082,89.526226,0.179344,135.777408,0.192817,99.047992,0.025834,333.652975,0.079819,,
225.54354,0.683667,243.052387,0.574047,89.738038,0.456347,137.763865,0.468684,99.263291,0.058098,333.884062,0.067028,,
225.975156,0.659557,243.90088,0.381656,89.983775,0.274753,137.89336,0.17788,99.479727,0.127573,334.111648,0.564852,,
227.314052,0.541234,244.546281,0.410546,90.235478,0.129092,138.099734,0.204291,99.715257,0.05946,334.532221,0.053508,,
227.747372,0.355023,245.201325,0.737524,90.431085,0.535482,138.438927,0.424198,99.92863,0.041417,335.011168,0.470613,,
229.040758,0.611589,246.075534,0.476151,90.667554,0.147477,139.082352,0.233942,100.148203,0.074467,335.424892,0.084401,,
229.484284,0.597812,246.511266,0.517513,90.911519,0.193346,139.307947,0.165153,100.363859,0.543098,335.650357,0.112578,,
230.814602,0.530751,247.379907,0.446613,91.128382,0.351487,139.704566,0.166748,100.593757,0.059817,335.872419,0.494143,,
231.231896,0.3835,248.021183,0.546092,91.371919,0.12136,140.15157,0.296661,100.810917,0.035421,336.099422,0.487417,,
232.546738,0.65576,248.682566,0.722847,91.547255,0.330354,140.374409,0.49204,101.22754,0.117031,336.31425,0.052744,,
232.980905,0.621628,249.552638,0.530396,91.796667,0.177296,140.59802,0.362508,101.461893,0.072804,336.53803,0.145158,,
234.297335,0.446939,249.992181,0.570194,92.017904,0.118747,141.027304,0.537473,101.677619,0.060136,336.756063,0.539776,,
234.741093,0.419023,250.848705,0.478453,92.203443,0.401353,141.488785,0.16271,101.903796,0.097225,337.209849,0.068925,,
236.035969,0.520034,251.493352,0.474095,92.43248,0.284519,141.685475,0.150426,102.110875,0.458247,337.441781,0.086077,,
236.46907,0.650933,252.154032,0.574729,92.655329,0.382334,141.914611,0.309338,102.336713,0.097651,337.661813,0.638806,,
237.779405,0.426852,253.014935,0.595773,93.32225,0.560699,142.40068,0.177042,102.552265,0.035513,338.104209,0.061582,,
238.224678,0.380258,253.455554,0.687595,93.996287,0.253139,142.611206,0.404786,102.769044,0.173146,338.563064,0.519477,,
239.531825,0.555877,254.326235,0.439329,94.252133,0.102512,142.842207,0.341696,102.993958,0.109752,338.993737,0.059493,,
239.967523,0.602325,254.985776,0.478739,94.465836,0.105176,143.276867,0.226529,103.230325,0.117692,339.220757,0.06544,,
241.304755,0.419115,255.635278,0.606928,94.691461,0.540886,143.724837,0.427343,103.440148,0.038917,339.447824,0.469155,,
241.71378,0.315327,256.538288,0.641682,95.090324,0.594327,143.940605,0.362566,103.660853,0.06022,339.677941,0.352902,,
243.024116,0.537262,256.97804,0.648407,95.31925,0.24893,144.178871,0.524502,103.863993,0.547209,340.10947,0.110959,,
243.457179,0.593084,257.858653,0.486194,95.519626,0.13419,144.614528,0.563755,104.101038,0.073806,340.336677,0.53642,,
244.589527,0.472554,258.513602,0.437005,95.707261,0.225073,145.48839,0.427354,104.320016,0.046808,340.775285,0.060247,,
245.189328,0.321514,259.155666,0.774113,95.937206,0.193184,145.974376,0.161134,104.543598,0.054199,341.007998,0.099042,,
246.487584,0.570642,260.020973,0.500982,96.162428,0.410585,146.162686,0.183331,104.753956,0.177343,341.231609,0.53438,,
246.923323,0.625801,260.462691,0.583939,96.397202,0.201621,146.405066,0.365768,104.977635,0.074824,341.654015,0.060548,,
248.260582,0.441495,261.322986,0.448791,96.822018,0.553088,146.809667,0.242911,105.199213,0.069204,342.131821,0.524423,,
248.684794,0.395177,261.981387,0.507892,97.002095,0.181965,147.254635,0.396472,105.421194,0.029815,342.546259,0.170765,,
249.968887,0.59283,262.625511,0.729936,97.233865,0.102935,147.478838,0.470536,105.615688,0.604875,342.779456,0.177539,,
250.40112,0.636835,263.522581,0.449583,97.74319,0.158611,147.719757,0.231834,105.846992,0.327067,343.005048,0.510771,,
251.720729,0.431174,263.953894,0.678802,97.999062,0.14092,148.12622,0.394578,106.072412,0.029096,343.228383,0.613647,,
252.152874,0.400768,264.81593,0.456539,98.18759,0.644489,148.597478,0.447901,106.288895,0.035595,343.450094,0.064651,,
253.433904,0.530528,265.459762,0.607475,98.590863,0.529549,148.806547,0.318184,106.507821,0.081366,343.66541,0.103055,,
253.883723,0.591524,266.103525,0.599316,99.035317,0.109689,149.020713,0.262171,106.728709,0.091984,343.887619,0.54258,,
255.232989,0.365457,266.991293,0.549837,99.232662,0.229008,149.251467,0.190706,106.961079,0.026183,344.351048,0.09496,,
255.616877,0.426197,267.440576,0.515909,99.475619,0.345138,149.475489,0.348061,107.206867,0.100577,344.583443,0.146129,,
256.963246,0.651663,268.311126,0.446443,99.691865,0.373786,149.690824,0.357839,107.328018,0.295435,344.803812,0.545865,,
257.389096,0.604437,268.980806,0.494479,99.934369,0.168522,149.911959,0.176478,107.403356,0.402776,345.236439,0.223441,,
258.719631,0.480435,269.606955,0.592404,100.121,0.151177,150.136917,0.44654,107.628842,0.614974,345.688597,0.56199,,
259.160037,0.367744,270.489959,0.431085,100.343263,0.544324,150.584308,0.264932,107.846224,0.060604,346.11275,0.068322,,
260.446745,0.555759,270.948459,0.66252,100.582985,0.205379,150.826628,0.223755,108.057448,0.258482,346.344602,0.129457,,
260.874343,0.6005,271.828369,0.447325,100.801238,0.250656,151.050884,0.638673,108.268281,0.020561,346.559288,0.555097,,
262.202227,0.490372,272.482283,0.620552,101.020627,0.241451,151.488304,0.246919,108.490241,0.058702,346.777283,0.558333,,
262.621486,0.372839,273.121647,0.703165,101.237282,0.522266,151.721728,0.426078,108.720891,0.779689,347.007155,0.096779,,
263.949592,0.553988,273.995469,0.685529,101.469339,0.304128,151.955879,0.286433,108.944363,0.034916,347.232728,0.091006,,
264.363425,0.775906,274.448535,0.650897,101.690086,0.466853,152.392827,0.264949,109.398081,0.533466,347.45812,0.621231,,
265.014937,0.521029,275.317335,0.574598,101.927401,0.100611,152.622395,0.391793,109.860995,0.051546,347.896174,0.065942,,
265.227425,0.541562,275.988695,0.597398,102.109196,0.532557,152.858522,0.593418,110.076795,0.039418,348.126226,0.161518,,
265.460233,0.503334,276.643703,0.665181,102.339298,0.183514,153.293184,0.388986,110.312714,0.022834,348.557311,0.212557,,
266.09573,0.474242,277.522816,0.518623,102.555097,0.661133,153.515445,0.338278,110.513681,0.016821,348.781519,0.20546,,
267.471037,0.645112,277.974116,0.577059,102.777879,0.28088,153.734833,0.508007,110.714366,0.147578,348.998511,0.276958,,
267.881975,0.573495,278.851639,0.615332,102.981443,0.307078,154.186064,0.169106,110.927336,0.632329,349.215122,0.250347,,
269.176419,0.512872,279.500432,0.681767,103.233046,0.495422,154.405388,0.26664,111.149522,0.026329,349.43347,0.27196,,
269.629397,0.386537,280.153033,0.730749,103.628329,0.17361,154.643901,0.767719,111.370755,0.050596,349.657391,0.305243,,
270.926526,0.386948,281.041975,0.610139,103.836157,0.639592,155.095216,0.389832,111.799305,0.127741,349.884354,0.277684,,
271.341562,0.582054,281.497985,0.621014,104.076673,0.210373,155.329131,0.159359,112.031282,0.103011,350.113524,0.793338,,
272.652395,0.548777,282.364192,0.486593,104.321477,0.43078,155.546111,0.465692,112.248123,0.064096,350.830439,0.859475,,
273.096883,0.413012,283.022712,0.499576,104.525868,0.381717,155.981389,0.443497,112.480968,0.036654,351.500956,0.763748,,
274.392248,0.538998,283.683821,0.618743,104.743719,0.384664,156.193914,0.383481,112.684872,0.303645,351.750417,0.675788,,
274.858707,0.631768,284.577715,0.620009,104.984759,0.223814,156.445556,0.617213,112.90892,0.372273,,,,
275.994153,0.289594,285.037861,0.630563,105.17592,0.38734,156.866818,0.449723,113.353421,0.046066,,,,
276.206139,0.547779,285.896544,0.359877,105.607983,0.404317,157.311242,0.461229,113.570107,0.069177,,,,
276.642872,0.46606,286.555754,0.491705,105.894763,0.353627,157.760312,0.123438,113.80643,0.034649,,,,
277.931862,0.538973,287.205037,0.514958,106.080441,0.276382,157.973116,0.167502,114.047132,0.017973,,,,
278.383635,0.69963,288.107877,0.375716,106.282324,0.379703,158.218951,0.655432,114.199232,0.187894,,,,
279.062358,0.30973,288.567674,0.465062,106.50023,0.322909,158.648369,0.295399,114.339095,0.268654,,,,
279.242312,0.417504,289.222788,0.213337,106.718578,0.216502,158.856842,0.485361,114.493249,0.509437,,,,
