Piece,Label SD,SD,Clave_?,Section,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cajon,Conga,Trumpet,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens,Cj_Dens,Cn_Dens,Tm_Dens
Song_2,14:5,5,N,Son,,51.180244,51.136895,51.150288,51.166494,,,,,,1.5,5,3.5,4.5,,,,
Song_2,14:6,6,N,Son,,,51.340539,,51.385191,,,,,,,5,,4.5,,,,
Song_2,14:7,7,3,Son,51.613157,51.622444,51.544135,51.571245,51.5916,,,,,1.5,1.5,5,3.5,4.5,,,,
Song_2,14:8,8,N,Son,,,51.772875,51.791908,51.82256,,,,,,,5,3.5,4.5,,,,
Song_2,14:9,9,N,Son,,,52.026786,,52.040853,,,,,,,5,,4.5,,,,
Song_2,14:10,10,N,Son,,,52.208956,52.249605,52.24778,,,,,,,5,3,4.5,,,,
Song_2,14:11,11,4,Son,52.461149,,52.425279,,52.452616,,,,,1.5,,5,,5,,,,
Song_2,14:12,12,N,Son,,,52.631273,,52.67441,,,,,,,5,,5,,,,
Song_2,14:13,13,5,Son,52.903912,52.874092,52.865996,,52.886901,,,,,2,2,5,,5,,,,
Song_2,14:14,14,N,Son,,,53.105429,53.130966,53.105473,,,,,,,5,3,5,,,,
Song_2,14:15,15,N,Son,,53.313174,53.28691,53.312803,53.309087,,,,,,2,5,3,5,,,,
Song_2,14:16,16,N,Son,,,53.548236,53.539623,53.533194,,,,,,,4.5,3.5,5,,,,
Song_2,15:1,1,1,Son,53.777945,,53.751912,,,,,,,1.5,,5,,,,,,
Song_2,15:2,2,N,Son,,,53.93357,,53.956839,,,,,,,5,,4.5,,,,
Song_2,15:3,3,N,Son,,,54.160554,54.15734,54.182238,,,,,,,5,3,4.5,,,,
Song_2,15:4,4,2,Son,54.422751,,54.386628,54.386298,54.409187,,,,,2,,5,3,4.5,,,,
Song_2,15:5,5,N,Son,,54.623011,54.603719,,54.618699,,,,,,1.5,5,,4.5,,,,
Song_2,15:6,6,N,Son,,,54.795534,,,,,,,,,5,,,,,,
Song_2,15:7,7,3,Son,55.060974,55.018241,55.005607,55.046953,,,,,,1.5,1.5,5,3,,,,,
Song_2,15:8,8,N,Son,,,55.204783,55.266485,,,,,,,,5,3,,,,,
Song_2,15:9,9,N,Son,,,55.485208,,55.481867,,,,,,,5,,5.5,,,,
Song_2,15:10,10,N,Son,,,55.680874,55.68472,,,,,,,,5,2.5,,,,,
Song_2,15:11,11,4,Son,55.905285,,55.906076,,55.931573,,,,,1.5,,5,,5.5,,,,
Song_2,15:12,12,N,Son,,,56.1322,56.136673,56.146826,,,,,,,5,3,5.5,,,,
Song_2,15:13,13,5,Son,56.356477,56.360253,56.32498,56.348008,56.346534,,,,,2,1.5,5,3,5.5,,,,
Song_2,15:14,14,N,Son,,,56.549955,56.559272,56.563657,,,,,,,5,3,5.5,,,,
Song_2,15:15,15,N,Son,,56.773968,56.750028,56.792678,56.788579,,,,,,1.5,5,3.5,5,,,,
Song_2,15:16,16,N,Son,,,56.979681,56.943866,56.996987,,,,,,,5,4,5,,,,
Song_2,16:1,1,1,Son,57.218097,,57.222408,57.212694,,,,,,1.5,,4.5,4,,,,,
Song_2,16:2,2,N,Son,,,57.424924,57.426529,57.434688,,,,,,,5,4,4,,,,
Song_2,16:3,3,N,Son,,,57.625376,57.704924,57.649131,,,,,,,5,4,4,,,,
Song_2,16:4,4,2,Son,57.864456,,57.863529,57.856783,57.869986,,,,,2,,5,4.5,4.5,,,,
Song_2,16:5,5,N,Son,,58.078229,58.084446,58.069624,58.093594,,,,,,1.5,5,5,4.5,,,,
Song_2,16:6,6,N,Son,,,,,58.292984,,,,,,,,,4.5,,,,
Song_2,16:7,7,3,Son,58.505459,58.508447,58.466224,58.50106,,,,,,1.5,1.5,4.5,4.5,,,,,
Song_2,16:8,8,N,Son,,,58.723331,58.690093,58.743021,,,,,,,4.5,4.5,4,,,,
Song_2,16:9,9,N,Son,,,58.946932,58.923287,58.970708,,,,,,,4.5,4.5,4,,,,
Song_2,16:10,10,N,Son,,,59.142558,59.164914,59.14892,,,,,,,4.5,4.5,4,,,,
Song_2,16:11,11,4,Son,59.375337,,59.355506,59.371089,59.373525,,,,,1.5,,4.5,4.5,4.5,,,,
Song_2,16:12,12,N,Son,,,59.589314,,,,,,,,,4.5,,,,,,
Song_2,16:13,13,5,Son,59.820484,59.822629,59.788287,59.787962,59.790226,,,,,2,1.5,4.5,4,4,,,,
Song_2,16:14,14,N,Son,,,60.00697,60.044479,60.032889,,,,,,,4.5,4,4,,,,
Song_2,16:15,15,N,Son,,60.222656,60.212561,60.231644,60.230106,,,,,,1.5,4.5,4,4,,,,
Song_2,16:16,16,N,Son,,,60.454107,60.431669,60.455532,,,,,,,5,4.5,4,,,,
Song_2,17:1,1,1,Son,60.669324,,60.677542,60.651561,,,,,,1.5,,5,4.5,,,,,
Song_2,17:2,2,N,Son,,60.851041,60.868073,60.893772,60.906263,,,,,,1.5,5,4.5,4,,,,
Song_2,17:3,3,N,Son,,61.05091,61.069127,61.121913,61.118014,,,,,,2,5,4.5,4,,,,
Song_2,17:4,4,2,Son,61.328317,61.304155,61.314595,61.353473,61.33834,,,,,2,2.5,5,4.5,4,,,,
Song_2,17:5,5,N,Son,,,61.528934,61.529254,61.540754,,,,,,,5,4.5,4,,,,
Song_2,17:6,6,N,Son,,,61.737083,61.750246,61.756689,,,,,,,5,5,4.5,,,,
Song_2,17:7,7,3,Son,61.969608,61.95463,61.945318,61.944279,61.961637,,,,61.966949,1.5,3,5,5,4.5,,,,
Song_2,17:8,8,N,Son,,,62.187832,,62.178266,,,,62.168044,,,5,,4.5,,,,
Song_2,17:9,9,N,Son,,,62.416112,62.384244,,,,,,,,5,4.5,,,,,
Song_2,17:10,10,N,Son,,,62.60996,62.606246,,,,,,,,5,4.5,,,,,
Song_2,17:11,11,4,Son,62.840744,,62.832358,,,,,,,1.5,,5,,,,,,
Song_2,17:12,12,N,Son,,,63.026914,,63.035105,,,,,,,5,,4.5,,,,
Song_2,17:13,13,5,Son,63.281679,63.271558,63.270365,63.264686,,,,,,2,2,5,3.5,,,,,
Song_2,17:14,14,N,Son,,,63.468964,,,,,,,,,5,,,,,,
Song_2,17:15,15,N,Son,,63.70645,63.703331,63.675962,63.679353,,,,,,1.5,5,3,4,,,,
Song_2,17:16,16,N,Son,,,63.923076,,63.911373,,,,,,,5,,4,,,,
Song_2,18:1,1,1,Son,64.161278,,64.125348,64.111551,,,,,,1.5,,5,2.5,,,,,
Song_2,18:2,2,N,Son,,,64.335943,64.367626,,,,,,,,5,3,,,,,
Song_2,18:3,3,N,Son,,,64.526822,,64.534232,,,,,,,5,,3,,,,
Song_2,18:4,4,2,Son,64.792639,64.788833,64.793897,,64.756089,,,,,2,1.5,5,,3.5,,,,
Song_2,18:5,5,N,Son,,64.973792,64.988076,64.998971,,,,,,,2,5,2.5,,,,,
Song_2,18:6,6,N,Son,,,65.175362,,65.189732,,,,,,,5,,3,,,,
Song_2,18:7,7,3,Son,65.426634,65.413054,65.391942,65.406691,65.404924,,,,,1.5,2,5,2.5,3,,,,
Song_2,18:8,8,N,Son,,,65.63197,,65.630875,,,,,,,5,,3.5,,,,
Song_2,18:9,9,N,Son,,,65.84703,65.82435,,,,,,,,5,2.5,,,,,
Song_2,18:10,10,N,Son,,,66.04093,66.06266,66.058523,,,,,,,5,3,3,,,,
Song_2,18:11,11,4,Son,66.292241,,66.267415,,,,,,,1.5,,5,,,,,,
Song_2,18:12,12,N,Son,,66.491923,66.47145,,66.483738,,,,,,2,5,,3.5,,,,
Song_2,18:13,13,5,Son,66.717726,66.689278,66.692675,66.706373,66.708963,,,,,2,2.5,5,2.5,3.5,,,,
Song_2,18:14,14,N,Son,,,66.916725,66.853493,66.916327,,,,,,,5,3,3.5,,,,
Song_2,18:15,15,N,Son,,,67.116891,67.129996,67.118405,,,,,,,5,3,4,,,,
Song_2,18:16,16,N,Son,,67.307987,67.355151,,67.34685,,,,,,2,5,,4,,,,
Song_2,19:1,1,1,Son,67.566085,67.582105,67.538808,67.599241,67.57071,,,,,1.5,2,5,3,4,,,,
Song_2,19:2,2,N,Son,,,67.730503,,,,,,,,,5,,,,,,
Song_2,19:3,3,N,Son,,,,,67.996155,,,,,,,,,4,,,,
Song_2,19:4,4,2,Son,68.230303,68.249906,68.225973,68.243805,68.229613,,,,,2,2.5,4.5,2.5,4,,,,
Song_2,19:5,5,N,Son,,,68.464561,,,,,,,,,4.5,,,,,,
Song_2,19:6,6,N,Son,,,,,68.669855,,,,,,,,,4,,,,
Song_2,19:7,7,3,Son,68.879076,68.85538,68.907528,68.893731,68.85993,,,,,1.5,2,4,2.5,4,,,,
Song_2,19:8,8,N,Son,,69.069835,69.123642,69.109831,69.080437,,,,,,2.5,3.5,3,4,,,,
Song_2,19:9,9,N,Son,,,69.341667,,,,,,,,,4,,,,,,
Song_2,19:10,10,N,Son,,,,,,,,,,,,,,,,,,
Song_2,19:11,11,4,Son,69.75124,,,,,,,,,1.5,,,,,,,,
Song_2,19:12,12,N,Son,,,,,,,,,,,,,,,,,,
Song_2,19:13,13,5,Son,70.187042,,,,,,,,,2,,,,,,,,
Song_2,19:14,14,N,Son,,,,,,,,,,,,,,,,,,
Song_2,19:15,15,N,Son,,,,,,,,,,,,,,,,,,
Song_2,19:16,16,N,Son,,,,,,,,,,,,,,,,,,
Song_2,20:1,1,1,Son,71.061689,70.99518,71.036594,71.031181,71.029269,,,,,1.5,1,1.5,1,1,,,,
Song_2,20:2,2,N,Son,,,,,,,,,,,,,,,,,,
Song_2,20:3,3,N,Son,,,,,,,,,,,,,,,,,,
Song_2,20:4,4,2,Son,71.696964,71.672793,71.694193,71.688831,71.665691,,,,,2,1.5,1,1.5,1,,,,
Song_2,20:5,5,N,Son,,,,,,,,,,,,,,,,,,
Song_2,20:6,6,N,Son,,,,,,,,,,,,,,,,,,
Song_2,20:7,7,3,Son,72.337983,72.322257,72.294894,72.309614,72.303877,,,,,1.5,2,1.5,2,1.5,,,,
Song_2,20:8,8,N,Son,72.529939,,72.595005,72.545136,,,,,,2,,2,2.5,,,,,
Song_2,20:9,9,N,Son,,,,,,,,,,,,,,,,,,
Song_2,20:10,10,N,Son,,,72.981565,72.95435,,,,,,,,2.5,3,,,,,
Song_2,20:11,11,4,Son,73.180016,,73.172603,,,,,,,2,,2.5,,,,,,
Song_2,20:12,12,N,Son,,,73.414624,73.398788,,,,,,,,3,2.5,,,,,
Song_2,20:13,13,5,Son,73.62587,73.577049,73.621323,73.607926,,,,,,2.5,2.5,3.5,3,,,,,
Song_2,20:14,14,N,Son,,,,73.826434,,,,,,,,,3,,,,,
Song_2,20:15,15,N,Son,,73.997944,74.034531,,,,,,,,2.5,3.5,,,,,,
Song_2,20:16,16,N,Son,,,74.290284,74.253599,,,,,,,,4,3.5,,,,,
Song_2,21:1,1,1,Son,74.489375,,74.503108,,74.512681,,,,,2,,4,,7.5,,,,
Song_2,21:2,2,N,Son,,,74.69891,74.687762,,,,,,,,4,3,,,,,
Song_2,21:3,3,N,Son,74.9287,,74.92661,,,,,,,2,,4.5,,,,,,
Song_2,21:4,4,2,Son,75.151686,,75.130382,75.107724,,,,,,2.5,,4.5,3,,,,,
Song_2,21:5,5,N,Son,,75.3198,,,,,,,,,1.5,,,,,,,
Song_2,21:6,6,N,Son,,,75.579169,75.535091,,,,,,,,4,3,,,,,
Song_2,21:7,7,3,Son,75.787337,75.73291,75.791296,75.756955,75.786563,,,,,2,2,4,3,5,,,,
Song_2,21:8,8,N,Son,,,76.036196,75.976924,76.013254,,,,,,,4,3,4.5,,,,
Song_2,21:9,9,N,Son,,,76.256091,,,,,,,,,4.5,,,,,,
Song_2,21:10,10,N,Son,,,76.448412,76.414204,,,,,,,,4.5,3,,,,,
Song_2,21:11,11,4,Son,76.666264,,76.673285,,76.613742,,,,,2,,4.5,,3,,,,
Song_2,21:12,12,N,Son,,,76.905005,76.853021,76.855568,,,,,,,4.5,3,3,,,,
Song_2,21:13,13,5,Son,77.116116,77.076943,77.117424,77.092949,,,,,,2,3,4.5,3.5,,,,,
Song_2,21:14,14,N,Son,,,,77.298908,,,,,,,,,3.5,,,,,
Song_2,21:15,15,N,Son,,77.501493,77.553155,,,,,,,,3,4.5,,,,,,
Song_2,21:16,16,N,Son,,,77.769862,77.732903,77.766914,,,,,,,4.5,3.5,3.5,,,,
Song_2,22:1,1,1,Son,77.983741,,77.97934,,,,,,,1.5,,4.5,,,,,,
Song_2,22:2,2,N,Son,,,78.18883,78.185167,78.206056,,,,,,,4.5,3,3,,,,
Song_2,22:3,3,N,Son,,,78.419381,78.396093,78.410735,,,,,,,4.5,3.5,3.5,,,,
Song_2,22:4,4,2,Son,78.641426,,78.608179,78.633681,,,,,,2,,4.5,3.5,,,,,
Song_2,22:5,5,N,Son,,78.808189,,,,,,,,,1.5,,,,,,,
Song_2,22:6,6,N,Son,,,79.030883,79.061015,,,,,,,,4,3.5,,,,,
Song_2,22:7,7,3,Son,79.284648,79.264182,79.260827,79.278346,,,,,,1.5,1.5,4,3.5,,,,,
Song_2,22:8,8,N,Son,,,79.511333,79.487669,79.509662,,,,,,,4.5,3.5,2.5,,,,
Song_2,22:9,9,N,Son,,,,,,,,,79.725603,,,,,,,,,3.5
Song_2,22:10,10,N,Son,,,79.927046,79.909209,79.924318,,,,79.912749,,,4,3.5,2.5,,,,3.5
Song_2,22:11,11,4,Son,80.17455,,80.172639,,80.143768,,,,80.144384,1.5,,4,,3,,,,3.5
Song_2,22:12,12,N,Son,,,80.411377,80.363985,,,,,80.362011,,,4,3.5,,,,,3.5
Song_2,22:13,13,5,Son,80.612889,80.594569,80.609508,80.560571,,,,,80.585703,2,2.5,3.5,3.5,,,,,4
Song_2,22:14,14,N,Son,,,,,80.782328,,,,80.796554,,,,,2.5,,,,4.5
Song_2,22:15,15,N,Son,,81.001291,81.041209,,80.997932,,,,81.028426,,2.5,3.5,,3,,,,5.5
Song_2,22:16,16,N,Son,,,81.273553,81.245605,81.213199,,,,81.217416,,,3.5,3,3.5,,,,6
Song_2,23:1,1,1,Son,81.452365,,81.485522,,,,,,81.449554,1.5,,4,,,,,,7
Song_2,23:2,2,N,Son,,,81.693221,,81.634217,,,,,,,4,,3,,,,
Song_2,23:3,3,N,Son,,,81.899017,,81.85994,,,,,,,4.5,,3.5,,,,
Song_2,23:4,4,2,Son,82.09186,,82.108098,82.125378,82.096266,,,,,2,,4.5,2,3.5,,,,
Song_2,23:5,5,N,Son,,82.299888,,,,,,,82.298387,,1.5,,,,,,,5.5
Song_2,23:6,6,N,Son,,,82.513371,82.535572,82.545632,,,,82.503674,,,4,2,3.5,,,,5
Song_2,23:7,7,3,Son,82.755585,82.743716,82.739574,82.73101,82.709589,,,,82.731106,1.5,1.5,4,2,4,,,,5
Song_2,23:8,8,N,Son,,,82.962068,82.981317,82.947814,,,,82.940285,,,4.5,2.5,4,,,,4.5
Song_2,23:9,9,N,Son,,,83.205963,,,,,,83.179526,,,4.5,,,,,,5
Song_2,23:10,10,N,Son,,,83.395853,83.362097,,,,,,,,4.5,2.5,,,,,
Song_2,23:11,11,4,Son,83.627246,,83.613077,,83.609561,,,,,1.5,,4.5,,3.5,,,,
Song_2,23:12,12,N,Son,,,83.825276,83.794247,83.841031,,,,,,,4.5,3,3.5,,,,
Song_2,23:13,13,5,Son,84.059908,84.037723,84.075031,84.035302,,,,,,2,2,4.5,3.5,,,,,
Song_2,23:14,14,N,Son,,,84.282975,,84.265554,,,,84.253068,,,4.5,,3.5,,,,4.5
Song_2,23:15,15,N,Son,,84.462909,84.473443,,84.4872,,,,84.482651,,2,5,,4,,,,5
Song_2,23:16,16,N,Son,,,84.698,84.663575,84.705993,,,,84.699387,,,5,3,4,,,,5
Song_2,24:1,1,1,Son,84.924477,,84.920945,,,,,,84.830355,2,,5,,,,,,5
Song_2,24:2,2,N,Son,,,85.12572,85.118659,85.135597,,,,,,,5,2.5,3.5,,,,
Song_2,24:3,3,N,Son,,,85.382737,85.319004,85.350139,,,,,,,5,3,4,,,,
Song_2,24:4,4,2,Son,85.564619,,,85.529299,,,,,,2.5,,,3,,,,,
Song_2,24:5,5,N,Son,,85.814505,85.811678,85.756131,85.757988,,,,85.801127,,1.5,4.5,3.5,4,,,,4
Song_2,24:6,6,N,Son,,,85.993555,85.964983,85.966669,,,,85.987598,,,4.5,3.5,4,,,,4.5
Song_2,24:7,7,3,Son,86.211161,86.210466,86.191311,86.166392,86.165442,,,,86.231336,2,1.5,4.5,3.5,4,,,,5
Song_2,24:8,8,N,Son,,,86.432726,86.406919,86.420114,,,,86.447042,,,4.5,4,4,,,,4.5
Song_2,24:9,9,N,Son,,,86.641611,86.651063,86.677925,,,,,,,4.5,4.5,4,,,,
Song_2,24:10,10,N,Son,,,86.824068,,86.89483,,,,,,,4.5,,4,,,,
Song_2,24:11,11,4,Son,87.099708,,87.072334,,87.095041,,,,,1.5,,4.5,,4.5,,,,
Song_2,24:12,12,N,Son,,,87.333965,87.309802,87.325177,,,,,,,4.5,4.5,4.5,,,,
Song_2,24:13,13,5,Son,87.54974,87.539278,87.541241,,,,,,,2,2.5,4.5,,,,,,
Song_2,24:14,14,N,Son,,,87.752523,,,,,,,,,5,,,,,,
Song_2,24:15,15,N,Son,,87.948499,87.966917,87.954144,,,,,,,2.5,5,3.5,,,,,
Song_2,24:16,16,N,Son,,,88.219941,88.159328,88.165585,,,,,,,4.5,3.5,5,,,,
Song_2,25:1,1,1,Son,88.42558,,88.425918,,,,,,,1.5,,5,,,,,,
Song_2,25:2,2,N,Son,,,88.639462,,,,,,,,,5,,,,,,
Song_2,25:3,3,N,Son,,,88.852629,,88.875738,,,,,,,4.5,,5.5,,,,
Song_2,25:4,4,2,Son,89.108009,,89.071792,89.057856,89.106767,,,,,1.5,,5,2,5,,,,
Song_2,25:5,5,N,Son,,89.299643,89.293325,,89.325817,,,,,,1.5,5,,5,,,,
Song_2,25:6,6,N,Son,,,89.526226,89.524946,89.547562,,,,,,,5,2,5.5,,,,
Song_2,25:7,7,3,Son,89.777456,89.717091,89.738038,89.748131,89.73834,,,,,1.5,1.5,5,2.5,5,,,,
Song_2,25:8,8,N,Son,,,89.983775,,89.961081,,,,,,,4.5,,5,,,,
Song_2,25:9,9,N,Son,,,90.235478,,,,,,,,,4.5,,,,,,
Song_2,25:10,10,N,Son,,,90.431085,,,,,,,,,4.5,,,,,,
Song_2,25:11,11,4,Son,90.667434,,90.667554,,90.625338,,,,,1.5,,4.5,,3.5,,,,
Song_2,25:12,12,N,Son,,,90.911519,,90.852022,,,,,,,4.5,,4,,,,
Song_2,25:13,13,5,Son,91.123271,91.064919,91.128382,,91.082155,,,,,1.5,2.5,4.5,,4,,,,
Song_2,25:14,14,N,Son,,,91.371919,91.307938,91.309596,,,,,,,4.5,1.5,4,,,,
Song_2,25:15,15,N,Son,,91.509951,91.547255,91.524364,91.508139,,,,,,2.5,4.5,2,4,,,,
Song_2,25:16,16,N,Son,,,91.796667,91.743951,91.747626,,,,,,,4.5,2,3.5,,,,
Song_2,26:1,1,1,Son,91.984514,,92.017904,,,,,,,1.5,,4.5,,,,,,
Song_2,26:2,2,N,Son,,,92.203443,,,,,,,,,5,,,,,,
Song_2,26:3,3,N,Son,,92.386255,92.43248,92.385909,92.418554,,,,,,1.5,4.5,2,3.5,,,,
Song_2,26:4,4,2,Son,92.65474,92.622164,92.655329,92.611357,,,,,,2,2,5,2.5,,,,,
Song_2,26:5,5,N,Son,,,,,,,,,,,,,,,,,,
Song_2,26:6,6,N,Son,,,,,93.079947,,,,,,,,,3.5,,,,
Song_2,26:7,7,3,Son,93.303655,93.295832,93.32225,93.294482,,,,,,1.5,2,4,3,,,,,
Song_2,26:8,8,N,Son,,,,93.527954,93.527778,,,,,,,,2.5,2.5,,,,
Song_2,26:9,9,N,Son,,,,,,,,,,,,,,,,,,
Song_2,26:10,10,N,Son,,,93.996287,93.957245,93.98801,,,,,,,3,2.5,2.5,,,,
Song_2,26:11,11,4,Son,94.220765,,94.252133,,94.203421,,,,,1.5,,2.5,,3,,,,
Song_2,26:12,12,N,Son,,,94.465836,94.426203,94.422431,,,,,,,2.5,2.5,3,,,,
Song_2,26:13,13,5,Son,94.652942,94.632494,94.691461,,94.615913,,,,,2,1.5,2.5,,3.5,,,,
Song_2,26:14,14,N,Son,,,,94.868928,94.846808,,,,,,,,2.5,3.5,,,,
Song_2,26:15,15,N,Son,,95.049063,95.090324,95.083842,95.03802,,,,,,2,3,3,4,,,,
Song_2,26:16,16,N,Son,,,95.31925,95.293654,95.27736,,,,,,,3.5,3.5,4,,,,
Song_2,27:1,1,1,Son,95.509937,,95.519626,,,,,,,1.5,,3.5,,,,,,
Song_2,27:2,2,N,Son,,,95.707261,,95.728725,,,,,,,4,,4,,,,
Song_2,27:3,3,N,Son,,,95.937206,95.932326,95.942254,,,,,,,4.5,3,4.5,,,,
Song_2,27:4,4,2,Son,96.180111,,96.162428,96.175716,96.160749,,,,,2,,4.5,3,4.5,,,,
Song_2,27:5,5,N,Son,,96.35111,96.397202,,,,,,,,1.5,4.5,,,,,,
Song_2,27:6,6,N,Son,,,,,96.606693,,,,,,,,,4,,,,
Song_2,27:7,7,3,Son,96.830987,96.815807,96.822018,96.864304,96.823626,,,,,1.5,1.5,4,3,4,,,,
Song_2,27:8,8,N,Son,,,,,,,,,,,,,,,,,,
Song_2,27:9,9,N,Son,,,,,97.28825,,,,,,,,,3,,,,
Song_2,27:10,10,N,Son,,,,,,,,,,,,,,,,,,
Song_2,27:11,11,4,Son,97.750962,,97.74319,,97.722478,,,,,1.5,,3.5,,3.5,,,,
Song_2,27:12,12,N,Son,,,97.999062,,97.962966,,,,,,,3.5,,3,,,,
Song_2,27:13,13,5,Son,98.198933,98.155359,98.18759,,98.177906,,,,,1.5,2,3.5,,3,,,,
Song_2,27:14,14,N,Son,,,,,98.386926,,,,,,,,,3.5,,,,
Song_2,27:15,15,N,Son,,98.602792,98.590863,,98.596122,,,,,,2,3.5,,4,,,,
Song_2,27:16,16,N,Son,,,,98.839836,98.83694,,,,,,,,1,3.5,,,,
Song_2,28:1,1,1,Son,99.082938,,99.035317,,99.047992,,,,,1.5,,3,,4,,,,
Song_2,28:2,2,N,Son,,,99.232662,,99.263291,,,,,,,3.5,,4.5,,,,
Song_2,28:3,3,N,Son,,,99.475619,,99.479727,,,,,,,3.5,,4.5,,,,
Song_2,28:4,4,2,Son,99.731507,,99.691865,99.705255,99.715257,,,,,2,,4,1,5,,,,
Song_2,28:5,5,N,Son,,99.924553,99.934369,,99.92863,,,,,,1.5,4,,5,,,,
Song_2,28:6,6,N,Son,,,100.121,,100.148203,,,,,,,4,,5,,,,
Song_2,28:7,7,3,Son,100.371192,100.334776,100.343263,100.373979,100.363859,,,,,1.5,1.5,4,1.5,5,,,,
Song_2,28:8,8,N,Son,,,100.582985,100.59231,100.593757,,,,,,,4.5,2,5,,,,
Song_2,28:9,9,N,Son,,,100.801238,,100.810917,,,,,,,4.5,,5,,,,
Song_2,28:10,10,N,Son,,,101.020627,101.017125,,,,,,,,5,2,,,,,
Song_2,28:11,11,4,Son,101.259329,,101.237282,,101.22754,,,,,1.5,,4.5,,4.5,,,,
Song_2,28:12,12,N,Son,,,101.469339,,101.461893,,,,,,,5,,4.5,,,,
Song_2,28:13,13,5,Son,101.698601,101.684966,101.690086,,101.677619,,,,,2.5,1.5,5,,4.5,,,,
Song_2,28:14,14,N,Son,,,101.927401,,101.903796,,,,,,,5,,4.5,,,,
Song_2,28:15,15,N,Son,,102.104351,102.109196,102.10776,102.110875,,,,,,1.5,5,2,4.5,,,,
Song_2,28:16,16,N,Son,,,102.339298,,102.336713,,,,,,,5,,4.5,,,,
Song_2,29:1,1,1,Son,102.579861,,102.555097,,102.552265,,,,,2,,5,,4.5,,,,
Song_2,29:2,2,N,Son,,,102.777879,,102.769044,,,,,,,5,,4.5,,,,
Song_2,29:3,3,N,Son,,,102.981443,,102.993958,,,,,,,5,,4.5,,,,
Song_2,29:4,4,2,Son,103.216686,,103.233046,103.220699,103.230325,,,,,2.5,,5,1,4.5,,,,
Song_2,29:5,5,N,Son,,103.433647,,,103.440148,,,,,,1.5,,,5,,,,
Song_2,29:6,6,N,Son,,,103.628329,,103.660853,,,,,,,4.5,,5,,,,
Song_2,29:7,7,3,Son,103.876421,103.849282,103.836157,103.866918,103.863993,,,,,1.5,1.5,4.5,1.5,5,,,,
Song_2,29:8,8,N,Son,,,104.076673,104.099839,104.101038,,,,,,,4.5,2,5,,,,
Song_2,29:9,9,N,Son,,,104.321477,,104.320016,,,,,,,4.5,,5,,,,
Song_2,29:10,10,N,Son,,,104.525868,104.509928,104.543598,,,,,,,4.5,2,5,,,,
Song_2,29:11,11,4,Son,104.76873,,104.743719,,104.753956,,,,,1.5,,4.5,,5,,,,
Song_2,29:12,12,N,Son,,,104.984759,104.940016,104.977635,,,,,,,4,2.5,5,,,,
Song_2,29:13,13,5,Son,105.216693,105.225325,105.17592,,105.199213,,,,,1.5,1.5,4.5,,5,,,,
Song_2,29:14,14,N,Son,,,,,105.421194,,,,,,,,,5,,,,
Song_2,29:15,15,N,Son,,105.649807,105.607983,105.600735,105.615688,,,,,,1.5,4.5,2.5,5,,,,
Song_2,29:16,16,N,Son,,,105.894763,105.841335,105.846992,,,,,,,4,3,5,,,,
Song_2,30:1,1,1,Son,106.071311,,106.080441,,106.072412,,,,,1.5,,4,,5,,,,
Song_2,30:2,2,N,Son,,,106.282324,106.273264,106.288895,,,,,,,4.5,2.5,5,,,,
Song_2,30:3,3,N,Son,,,106.50023,,106.507821,,,,,,,4.5,,5,,,,
Song_2,30:4,4,2,Son,106.733556,,106.718578,106.724866,106.728709,,,,,2,,4.5,2.5,5,,,,
Song_2,30:5,5,N,Son,,106.9424,106.951983,,106.961079,,,,,,1.5,4.5,,5,,,,
Song_2,30:6,6,N,Son,,,107.154809,,107.206867,,,,,,,4.5,,4.5,,,,
Song_2,30:7,7,3,Son,107.397749,107.375378,107.361237,,107.403356,,,,,1.5,1.5,4.5,,5.5,,,,
Song_2,30:8,8,N,Son,,,107.601793,107.606356,107.628842,,,,,,,5,2,5,,,,
Song_2,30:9,9,N,Son,,,107.85482,,107.846224,,,,,,,5,,5.5,,,,
Song_2,30:10,10,N,Son,,,108.075891,108.058248,108.057448,,,,,,,5,2,5.5,,,,
Song_2,30:11,11,4,Son,108.284952,,108.324668,,108.268281,,,,,1.5,,4.5,,5.5,,,,
Song_2,30:12,12,N,Son,,,108.503643,108.516053,108.490241,,,,,,,4.5,2,5.5,,,,
Song_2,30:13,13,5,Son,108.729006,108.725266,108.764872,,108.720891,,,,,2,1.5,4.5,,5.5,,,,
Song_2,30:14,14,N,Son,,,,,108.944363,,,,,,,,,5.5,,,,
Song_2,30:15,15,N,Son,,109.14905,109.180854,,,,,,,,1.5,4,,,,,,
Song_2,30:16,16,N,Son,,,109.43171,109.395194,109.398081,,,,,,,4,2,4.5,,,,
Song_2,31:1,1,1,Son,109.611159,,,,,,,,,1.5,,,,,,,,
Song_2,31:2,2,N,Son,,,109.82139,109.834483,109.860995,,,,,,,4,2,3.5,,,,
Song_2,31:3,3,N,Son,,,110.051353,,110.076795,,,,,,,4,,3.5,,,,
Song_2,31:4,4,2,Son,110.262526,,110.289529,,110.312714,,,,,2,,4,,3.5,,,,
Song_2,31:5,5,N,Son,,110.479478,110.509278,,110.513681,,,,,,1.5,3.5,,3.5,,,,
Song_2,31:6,6,N,Son,,,110.720828,,110.714366,,,,,,,4,,4,,,,
