Bass,Bass peak,Clave,Clave peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Cajon,Cajon peak,Conga,Conga peak,Trumpet,Trumpet peak
84.441651,0.558902,307.546739,0.145621,92.598525,0.17391,95.824181,0.112114,87.163909,0.063697,295.787397,0.505288,91.344627,0.067155,73.89306,0.151144,151.455554,0.241388
84.758368,0.462927,307.898468,0.926961,92.784348,0.566663,96.21571,0.100096,87.519586,0.029316,296.119329,0.115329,91.539711,0.653675,74.089961,0.025776,152.147252,0.250617
85.308552,0.348019,308.14297,0.042003,92.973392,0.431474,96.377598,0.073908,87.697454,0.06381,296.313355,0.140548,92.077072,0.652619,74.26823,0.019352,152.326399,0.273438
85.506547,0.383002,308.663166,0.04403,93.32353,0.350183,96.746397,0.401308,87.895873,0.171934,296.501863,0.575126,92.990443,0.696237,74.431719,0.19931,152.516435,0.494671
85.685524,0.634387,308.854482,0.032266,93.49891,0.202016,97.105465,0.335923,88.271954,0.297114,296.828025,0.0518,93.522355,0.534721,74.622613,0.4848,152.692631,0.303495
86.026776,0.524383,309.179074,0.374307,93.682446,0.69432,97.506521,0.657063,88.442727,0.018532,297.019648,0.12014,93.894667,0.085305,74.902358,0.017676,152.893113,0.379037
86.203819,0.740971,309.365705,0.36203,93.866676,0.147748,97.843759,0.244538,88.638636,0.061449,297.106635,0.015787,94.229449,0.062018,75.057865,0.021784,153.454944,0.376159
86.390105,0.316526,309.595919,0.546963,94.052737,0.211123,97.995216,0.058176,88.827433,0.033855,297.225292,0.609294,94.425732,0.612319,75.351185,0.077674,153.626982,0.409462
86.950694,0.532382,309.829393,0.309506,94.233732,0.241227,98.970875,0.094405,89.006909,0.211663,297.555283,0.122939,94.949245,0.667633,75.560535,0.032889,154.163624,0.439648
87.137321,0.500453,310.113208,0.540903,94.432511,0.431446,99.149325,0.110164,89.177766,0.076913,297.752739,0.149725,95.661957,0.052748,75.909384,0.181457,155.315393,0.208655
87.677004,0.337035,310.385424,0.040631,94.772625,0.162377,99.501907,0.183782,89.372719,0.471108,297.941337,0.588529,95.852284,0.778173,76.088401,0.313426,155.575146,0.180479
87.858116,0.443156,310.488448,0.609154,94.948883,0.255076,100.028368,0.092278,89.729078,0.158824,298.307881,0.050912,96.421008,0.095118,76.28621,0.313248,155.751955,0.63225
88.447253,0.483782,310.804928,0.426769,95.155059,0.547576,100.203521,0.134827,89.9064,0.023289,298.458034,0.021412,96.607105,0.070389,76.658296,0.065857,156.386393,0.278052
88.82287,0.442294,311.062402,0.034997,95.366237,0.154699,100.379946,0.172868,90.09987,0.05548,298.695394,0.682584,96.792915,0.809044,76.822275,0.097241,156.579161,0.569987
89.169322,0.496828,311.568443,0.054208,95.674307,0.426419,100.560916,0.132657,90.449979,0.063713,299.024969,0.115498,97.141892,0.947987,77.00976,0.026686,157.013481,0.208989
89.87818,0.429286,311.759835,0.040275,95.853156,0.382299,100.734889,0.113061,90.626828,0.04668,299.222302,0.13175,97.888803,0.748279,77.192675,0.025168,158.688274,0.22241
90.075495,0.455867,311.930243,0.066325,96.192102,0.249271,100.913819,0.227878,90.802716,0.078581,299.40334,0.579646,128.807266,0.07255,77.373434,0.185014,159.055184,0.15344
90.630878,0.753835,312.063306,0.060583,96.740019,0.402844,101.239225,0.074336,91.150884,0.265547,299.581315,0.024138,129.008282,0.350441,77.547557,0.365245,159.24479,0.165185
90.817045,0.472273,312.306202,0.047003,97.086422,0.49234,101.433889,0.066939,91.339646,0.036167,299.739941,0.023776,129.562661,0.890415,77.735584,0.178397,159.396259,0.714491
91.161374,0.379445,312.486769,0.069335,97.475384,0.131222,101.617473,0.075243,91.528976,0.058097,299.919398,0.051409,129.970903,0.059633,78.107493,0.032207,159.660076,0.315828
91.382828,0.304105,312.821697,0.036806,97.658926,0.1653,101.806582,0.117374,91.719119,0.043848,300.115662,0.544031,130.305487,0.065688,78.263095,0.113544,159.909344,0.389506
92.01566,0.321547,313.224851,0.042939,97.855338,0.950288,102.0114,0.135656,91.908827,0.210621,300.293206,0.031174,130.502083,0.70817,78.457367,0.037462,160.201736,0.321509
92.215607,0.381867,313.750509,0.031385,98.203521,0.106682,102.339257,0.178825,92.072624,0.06196,300.455621,0.106921,131.023161,0.763896,78.805484,0.224986,161.61047,0.196606
92.987216,0.45046,313.93444,0.05484,98.584364,0.27446,102.553939,0.161484,92.265078,0.357847,300.656955,0.121733,131.752859,0.075964,78.980003,0.332064,162.153841,0.162345
93.50277,0.56065,314.272525,0.026881,98.77595,0.501921,103.048179,0.165363,92.620345,0.123945,300.825538,0.59949,131.944816,0.686889,79.176863,0.233958,162.334975,0.243405
94.220108,0.349268,314.460728,0.041055,98.951442,0.188877,103.42861,0.100017,92.792007,0.02569,301.17102,0.073413,132.481724,0.900303,79.535243,0.045502,162.523177,0.315001
94.399613,0.389981,314.668979,0.049465,99.288172,0.606847,103.65402,0.053644,92.985292,0.062349,301.366345,0.033656,132.882033,0.06712,79.702194,0.134126,162.863482,0.308849
94.595754,0.380842,314.986254,0.036903,99.499503,0.20062,103.801023,0.097714,93.342015,0.035846,301.572632,0.58702,133.222452,0.121295,79.89384,0.047589,163.215246,0.343097
94.95152,0.566988,315.746711,0.029423,99.675565,0.168521,104.155091,0.072185,93.519978,0.076945,301.911819,0.116714,133.413194,0.778099,80.24672,0.157078,163.59335,0.262592
95.137187,0.285156,316.12809,0.070322,100.009913,0.367262,104.505617,0.121925,93.711596,0.17518,302.108019,0.109068,133.975061,0.682748,80.41604,0.328313,164.167756,0.221466
95.65026,0.39217,316.466994,0.031608,100.205713,0.447549,104.842158,0.141142,94.044122,0.162106,302.287397,0.541587,134.677072,0.220898,80.611612,0.331416,164.35503,0.324302
95.859153,0.479446,316.843822,0.055689,100.389113,0.297781,105.040394,0.147361,94.225362,0.027499,302.474438,0.020493,134.8615,0.715242,80.970177,0.048378,164.536613,0.48891
96.361009,0.449707,317.030577,0.064889,100.70993,0.742371,105.235838,0.187765,94.420707,0.047068,302.62362,0.063441,135.406767,0.905676,81.147385,0.130315,167.879487,0.179739
96.562776,0.456231,317.367145,0.039399,100.923463,0.202481,105.58556,0.100401,94.588305,0.099139,302.818406,0.062781,136.108663,0.167972,81.336614,0.031565,168.127677,0.165492
96.779201,0.603981,317.733436,0.047286,101.254454,0.233126,105.928291,0.174517,94.771892,0.117549,302.895935,0.039511,136.293247,0.853745,81.693311,0.156468,168.367672,0.207827
97.134904,0.621644,317.910409,0.067231,101.43424,0.515025,106.164569,0.14752,94.947599,0.065709,303.0153,0.496421,136.839666,0.790452,81.864648,0.34302,168.632465,0.183938
97.325167,0.397684,318.286853,0.548077,101.643312,0.370664,106.43252,0.084676,95.155516,0.458923,303.362611,0.116236,137.214194,0.058079,82.063534,0.348539,170.291073,0.167577
97.88129,0.569075,318.64324,0.465747,101.831028,0.221611,106.650506,0.246874,95.48332,0.154534,303.559315,0.132469,137.539936,0.107306,82.430924,0.082128,170.641891,0.158809
98.064807,0.287904,318.747284,0.067063,102.158985,0.537357,107.007326,0.05584,95.847789,0.079153,303.759938,0.51786,137.723558,0.751289,82.606217,0.100239,170.82475,0.229139
98.807362,0.578269,318.847932,0.184458,102.353854,0.238976,107.205047,0.075207,96.033514,0.032389,304.097572,0.062475,138.275872,0.807764,82.800562,0.043349,171.186336,0.195155
99.025093,0.39683,319.078746,0.033431,102.708937,0.353197,107.377041,0.094522,96.233441,0.117741,304.284508,0.069382,139.00694,0.119533,82.988562,0.451866,172.996377,0.200441
99.323046,0.502245,319.245992,0.07534,102.89114,0.357359,107.588705,0.100544,96.602914,0.03184,304.494064,0.556089,139.202699,0.634586,83.176416,0.179133,173.384384,0.242036
100.223625,0.593754,319.558386,0.739383,103.097018,0.462539,107.802153,0.183466,96.680355,0.292754,304.815424,0.10399,139.743901,0.799478,83.332306,0.34376,175.012638,0.296982
100.443097,0.294668,320.279548,0.067362,103.608164,0.699644,108.112955,0.238265,96.778522,0.042111,305.006919,0.156377,140.116866,0.097702,83.523869,0.451951,175.329597,0.17715
100.738487,0.560814,320.488973,0.028781,103.812482,0.305247,108.324571,0.293113,97.137203,0.088507,305.202443,0.582434,140.462626,0.094903,83.875009,0.06927,176.829195,0.278814
101.266679,0.460144,320.822712,0.234897,104.135034,0.179705,108.638294,0.070444,97.881459,0.126776,305.541424,0.016983,140.649946,0.857165,84.045334,0.1498,177.084148,0.416755
101.442148,0.510448,321.009334,0.248449,104.310664,0.345225,108.842402,0.082739,98.625131,0.054929,305.731804,0.060988,141.185523,0.879677,84.24763,0.062258,177.320975,0.243743
101.641256,0.356061,321.149969,0.025593,104.515784,0.486629,109.181676,0.11026,98.795464,0.098579,305.931645,0.542074,141.908671,0.080129,84.60069,0.271323,177.552731,0.173923
101.934928,0.429383,321.251777,0.409262,104.710048,0.396348,109.360135,0.154104,98.979707,0.097031,306.263452,0.120794,142.094841,0.649594,84.77225,0.416784,177.888276,0.184338
102.208972,0.560314,321.472763,0.27092,105.040314,0.566402,109.528723,0.090911,99.145272,0.03339,306.463744,0.129959,142.622063,0.705912,84.968765,0.379683,179.015554,0.184154
102.389291,0.381627,321.573639,0.081414,105.221504,0.172041,109.896443,0.169002,99.337137,0.016854,306.668376,0.49814,143.367354,0.083479,85.32995,0.084831,179.397699,0.286887
102.694903,0.369375,321.765144,0.444254,105.426148,0.143715,110.283851,0.283786,99.481267,0.168472,307.010268,0.062953,143.552332,0.63079,85.50235,0.135607,179.502484,0.271869
102.905904,0.578018,321.986669,0.027361,105.613923,0.34138,110.647839,0.192202,99.86505,0.087272,307.199559,0.051863,144.075926,1.000198,85.694642,0.076268,180.634371,0.249684
103.087072,0.672675,322.12542,0.496462,105.995509,0.284171,111.009637,0.249793,100.023041,0.024421,307.409211,0.471913,144.477255,0.212876,85.886888,0.044005,181.326037,0.213932
103.332808,0.514554,322.447327,0.392297,106.179176,0.271232,111.531387,0.068124,100.201489,0.029901,307.747253,0.114162,144.801433,0.080885,86.053111,0.203298,182.747662,0.357456
103.59681,0.403837,323.174403,0.058005,106.52357,0.420388,111.67878,0.134283,100.553269,0.215858,307.947407,0.113377,144.990432,0.854789,86.229018,0.359214,182.929934,0.333657
104.339012,0.524853,323.377065,0.037782,106.709256,0.17269,111.888874,0.152033,100.751922,0.019535,308.118586,0.507324,145.516972,0.731632,86.424255,0.435964,183.107716,0.596296
104.522917,0.608939,323.70922,0.028391,106.898993,0.294111,112.10304,0.156828,100.913379,0.482286,308.465804,0.036324,145.893726,0.196823,86.782917,0.054363,183.308461,0.834357
104.741564,0.518875,323.90266,0.034013,107.252951,0.258368,112.28168,0.175953,101.105243,0.032146,308.629486,0.060133,146.230506,0.099005,86.953378,0.148568,183.686057,0.241601
105.054937,0.59563,324.107087,0.066441,107.440353,0.218538,112.462216,0.225991,101.262131,0.423107,308.740784,0.018917,146.421724,0.879441,87.151155,0.043286,183.85431,0.233381
105.607325,0.284534,324.42542,0.025271,107.637487,0.341693,112.798129,0.092645,101.45334,0.588254,308.851043,0.589437,146.959644,0.610099,87.34057,0.029877,184.245146,0.268109
105.986938,0.577654,324.829293,0.057466,107.958581,0.561249,112.943098,0.075691,101.629784,0.043881,309.17591,0.109237,147.319918,0.062131,87.5123,0.226491,184.621969,0.176246
106.212725,0.356521,325.35572,0.033484,108.178335,0.388055,113.132194,0.106774,101.827544,0.753348,309.368561,0.130197,147.655584,0.09749,87.693878,0.341637,187.662461,0.165394
106.498224,0.572069,325.551495,0.065607,108.515778,0.348505,113.326126,0.064113,102.007262,0.048723,309.584702,0.52152,147.843272,0.818932,87.893196,0.338318,193.63896,0.370605
107.207385,0.428851,326.072763,0.043122,108.882945,0.517155,113.534421,0.209604,102.154069,0.025306,309.927397,0.039972,148.376719,0.728765,88.258958,0.064747,194.184418,0.377916
107.403107,0.6063,326.273935,0.041246,109.060782,0.197127,113.828033,0.180638,102.337665,0.199253,310.117614,0.030245,148.765302,0.125557,88.433991,0.139753,194.723011,0.323964
