1206
17995
2212
25030
1829
2553
1815
16224
8263
21542
1603
2234
4289
2163
13774
1767
919
1342
11884
9844
3494
2699
3764
20898
1614
1588
24157
14658
3964
10341
2096
15368
1754
33583
11441
1776
10911
5190
9716
6331
21442
14012
2358
3671
4831
1543
1684
19279
20931
10919
12455
1111
17224
7609
24036
9364
1261
1445
2048
5318
7280
4851
11930
