Bass,Bass peak,Clave,Clave peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Conga,Conga peak
430.883126,0.420444,99.426186,0.202625,,,,,138.501627,0.259033,,,133.014595,0.561121
431.17729,0.745933,99.556282,0.152348,,,,,138.631461,0.261974,,,133.156488,0.046736
431.687472,0.448073,99.720672,0.193159,,,,,138.762899,0.125316,,,133.299796,0.01671
432.035271,0.739105,99.960284,0.026869,,,,,138.886187,0.312446,,,133.418111,0.159604
441.740827,0.455031,100.100079,0.152507,,,,,139.135263,0.37608,,,133.527451,0.13518
442.382065,0.481989,100.257231,0.105612,,,,,139.274081,0.024117,,,133.675962,0.073561
444.687517,0.400499,100.470585,0.043195,,,,,139.409258,0.449687,,,133.930326,0.238068
446.331382,0.278321,100.619482,0.197562,,,,,139.651185,0.485001,,,134.05458,0.409841
456.652255,0.298995,100.732021,0.026428,,,,,139.918966,0.480902,,,134.189609,0.286445
458.665026,0.499221,100.921415,0.112054,,,,,140.164877,0.498433,,,134.336548,0.5606
,,101.027891,0.051146,,,,,140.313672,0.535211,,,134.417331,0.023635
,,101.170414,0.153213,,,,,140.440041,0.037575,,,134.585002,0.056403
,,101.329932,0.095051,,,,,140.598058,0.045694,,,134.711533,0.105229
,,101.448359,0.038155,,,,,140.81301,0.38982,,,134.966205,0.311971
,,101.557679,0.150438,,,,,141.115801,0.083289,,,135.097083,0.528549
,,101.691694,0.138856,,,,,141.219068,0.034423,,,135.368726,0.024852
,,101.846252,0.067135,,,,,141.328592,0.037952,,,135.49036,0.247172
,,101.972391,0.138775,,,,,141.478608,0.243162,,,135.599482,0.164983
,,102.21224,0.144712,,,,,141.725879,0.468139,,,135.738973,0.099945
,,102.427572,0.070068,,,,,142.012202,0.188886,,,135.998286,0.2307
,,102.602227,0.175034,,,,,142.252561,0.49994,,,136.12929,0.404596
,,102.743581,0.14962,,,,,142.405941,0.025439,,,136.263112,0.367056
,,102.888474,0.036271,,,,,142.535556,0.253238,,,136.413616,0.601845
,,103.120308,0.131022,,,,,142.696592,0.034721,,,136.644756,0.016221
,,103.273463,0.107386,,,,,142.771693,0.504154,,,136.795864,0.089021
,,103.467982,0.117964,,,,,143.054858,0.230897,,,137.050859,0.330424
,,103.630626,0.172309,,,,,143.308666,0.502893,,,137.185938,0.533728
,,103.809391,0.101469,,,,,143.441434,0.022415,,,137.320606,0.015655
,,103.936115,0.065665,,,,,143.589564,0.251952,,,137.582225,0.151294
,,104.044582,0.13818,,,,,143.828542,0.426046,,,137.686654,0.236237
,,104.306614,0.142897,,,,,143.943567,0.343136,,,137.826731,0.129396
,,104.460042,0.076656,,,,,144.096182,0.532829,,,138.085008,0.224852
,,104.577621,0.167485,,,,,144.303263,0.48473,,,138.21789,0.501273
,,104.699333,0.039423,,,,,144.461085,0.41918,,,138.346298,0.323488
,,104.822953,0.133219,,,,,144.610227,0.023719,,,138.500562,0.513938
,,105.216998,0.09863,,,,,144.744333,0.088739,,,138.746952,0.025319
,,105.356503,0.094365,,,,,144.982042,0.309915,,,138.880333,0.061392
,,105.516587,0.105569,,,,,145.281643,0.059965,,,139.132406,0.339723
,,105.719323,0.10422,,,,,145.524901,0.025191,,,139.26963,0.541825
,,105.876681,0.101373,,,,,145.64592,0.210012,,,139.410837,0.042369
,,106.016876,0.081685,,,,,145.904363,0.510646,,,139.547087,0.039444
,,106.183304,0.090569,,,,,146.162917,0.202441,,,139.667592,0.129688
,,106.374449,0.152623,,,,,146.321264,0.249725,,,139.767006,0.189494
,,106.540259,0.124301,,,,,146.41766,0.020393,,,139.915994,0.075589
,,106.733993,0.196063,,,,,146.548908,0.0284,,,140.062544,0.018029
,,106.895698,0.133775,,,,,146.715165,0.563914,,,140.168716,0.306665
,,107.082634,0.171022,,,,,146.829583,0.061634,,,140.301479,0.438928
,,107.28465,0.194276,,,,,146.935852,0.202755,,,140.434387,0.420345
,,107.441327,0.131325,,,,,147.073555,0.316166,,,140.583575,0.517295
,,107.566678,0.147704,,,,,147.443312,0.523158,,,140.820309,0.01893
,,107.796322,0.148024,,,,,147.579659,0.088067,,,140.977975,0.058357
,,107.954616,0.177136,,,,,147.696007,0.244704,,,141.214189,0.325447
,,108.091426,0.112993,,,,,147.85507,0.354037,,,141.347847,0.375488
,,108.24417,0.290357,,,,,148.111169,0.031145,,,141.485937,0.0516
,,108.456848,0.062495,,,,,148.228566,0.586627,,,141.629999,0.06163
,,108.634627,0.279971,,,,,148.432454,0.507308,,,141.743266,0.187913
,,108.884398,0.262786,,,,,148.592545,0.522174,,,141.858914,0.196896
,,109.164691,0.186703,,,,,148.758417,0.558347,,,141.992512,0.078627
,,109.290129,0.032241,,,,,148.96757,0.477331,,,142.162121,0.028091
,,109.393579,0.126483,,,,,149.129221,0.383757,,,142.258801,0.064905
,,109.554395,0.457835,,,,,149.40398,0.061472,,,142.401643,0.478227
,,109.68435,0.04021,,,,,149.637706,0.058285,,,142.530313,0.148495
,,109.810919,0.115139,,,,,149.784215,0.242094,,,142.682198,0.30772
,,109.941571,0.361395,,,,,150.069542,0.396239,,,142.933565,0.052668
,,110.085703,0.030905,,,,,150.553775,0.478462,,,143.074342,0.078062
,,110.201653,0.102746,,,,,150.703843,0.49522,,,143.304842,0.073363
,,110.347178,0.077754,,,,,150.796054,0.273326,,,143.437087,0.593703
,,110.454464,0.124523,,,,,150.871224,0.570257,,,143.56654,0.015854
,,110.579982,0.176133,,,,,150.980556,0.640668,,,143.838242,0.143657
,,110.856384,0.128363,,,,,151.218562,0.034674,,,143.960325,0.115012
,,110.974347,0.257598,,,,,151.538135,0.222847,,,144.099256,0.082895
,,111.260447,0.410287,,,,,151.689173,0.152043,,,144.344644,0.082316
,,111.370327,0.040738,,,,,151.776285,0.178271,,,144.480141,0.466219
,,111.488013,0.144161,,,,,151.864303,0.064195,,,144.60422,0.152339
,,111.65156,0.073806,,,,,151.941543,0.295241,,,144.749753,0.373479
,,111.796724,0.158781,,,,,152.033985,0.189356,,,144.991949,0.021105
,,111.907285,0.224166,,,,,152.270907,0.024381,,,145.137412,0.103426
,,112.036383,0.295386,,,,,152.795827,0.015278,,,145.383639,0.132219
,,112.312757,0.16614,,,,,152.926684,0.015661,,,145.520541,0.662345
,,112.428023,0.232988,,,,,153.091645,0.028883,,,145.904757,0.130114
,,112.531423,0.126983,,,,,153.494417,0.020817,,,146.016022,0.163985
,,112.677178,0.152472,,,,,153.732434,0.029364,,,146.159697,0.067828
,,112.918402,0.10542,,,,,153.867259,0.02001,,,146.316274,0.018814
,,113.056293,0.204386,,,,,154.383388,0.017436,,,146.411971,0.302309
,,113.194881,0.035532,,,,,154.924762,0.021471,,,146.544667,0.58746
,,113.356408,0.40375,,,,,155.059984,0.035605,,,146.674568,0.215126
,,113.587245,0.135877,,,,,155.220374,0.046991,,,146.824748,0.460937
,,113.730397,0.042144,,,,,155.879041,0.032533,,,147.05929,0.043139
,,113.896882,0.155564,,,,,156.01442,0.027895,,,147.209038,0.105373
,,114.01205,0.148591,,,,,156.525073,0.020726,,,147.349628,0.016449
,,114.126249,0.334295,,,,,157.06856,0.018022,,,147.446079,0.224957
,,114.402252,0.040068,,,,,157.199292,0.022834,,,147.586946,0.591292
,,114.532564,0.207751,,,,,157.35069,0.040731,,,147.721469,0.030111
,,114.768714,0.145779,,,,,158.117169,0.033244,,,147.865167,0.050439
,,115.033939,0.067916,,,,,158.507575,0.612472,,,147.982826,0.127728
,,115.155473,0.231452,,,,,158.785836,0.218691,,,148.086592,0.19074
,,115.333558,0.138259,,,,,159.044929,0.478405,,,148.226309,0.1354
,,115.44342,0.361622,,,,,159.181271,0.017033,,,148.373708,0.029909
,,115.555745,0.043346,,,,,159.304518,0.541811,,,148.47828,0.141706
,,115.673061,0.221449,,,,,159.4599,0.035508,,,148.612786,0.354407
,,115.820881,0.059974,,,,,159.563341,0.289919,,,148.738454,0.116436
,,116.068805,0.19108,,,,,159.822244,0.583959,,,148.891612,0.445763
,,116.200634,0.266771,,,,,160.088679,0.296021,,,148.996244,0.022299
,,116.360999,0.050962,,,,,160.235825,0.032224,,,149.137817,0.062208
,,116.485011,0.284402,,,,,160.340856,0.435559,,,149.28581,0.082774
,,116.591207,0.197243,,,,,160.506397,0.055694,,,149.530362,0.150834
,,116.701404,0.187414,,,,,160.610658,0.288643,,,149.665297,0.652758
,,116.84748,0.167286,,,,,160.859615,0.530472,,,150.050504,0.099494
,,116.989978,0.051917,,,,,161.034095,0.125126,,,150.159329,0.162551
,,117.092754,0.173771,,,,,161.121854,0.307908,,,150.300531,0.101414
,,117.226546,0.195348,,,,,161.257641,0.37039,,,150.553966,0.182833
,,117.35404,0.236949,,,,,161.438329,0.469864,,,150.682804,0.449026
,,117.507652,0.414911,,,,,161.528226,0.326841,,,150.815727,0.24294
,,117.737445,0.20721,,,,,161.645873,0.545624,,,150.970909,0.376251
,,117.900086,0.243426,,,,,161.772585,0.420057,,,151.21236,0.043628
,,118.022818,0.032871,,,,,161.905661,0.499116,,,151.35435,0.081875
,,118.150798,0.207488,,,,,162.054511,0.401102,,,151.6132,0.281692
,,118.275944,0.2655,,,,,162.165156,0.449618,,,151.747941,0.536084
,,118.41572,0.122785,,,,,162.287712,0.354428,,,151.883814,0.04066
,,118.570544,0.086063,,,,,162.431205,0.656551,,,152.039687,0.034733
,,118.680416,0.098178,,,,,162.574319,0.074494,,,152.154298,0.132579
,,118.788706,0.183113,,,,,162.687487,0.329181,,,152.265595,0.21727
,,118.94398,0.087903,,,,,162.842635,0.019824,,,152.409272,0.066461
,,119.188868,0.136475,,,,,163.165156,0.443691,,,152.566651,0.024243
,,119.325136,0.345965,,,,,163.31344,0.509602,,,152.665685,0.093421
,,119.461471,0.081303,,,,,163.395872,0.332622,,,152.797687,0.396347
,,119.615797,0.377019,,,,,163.472592,0.666074,,,152.92371,0.244679
,,119.751726,0.046647,,,,,163.582531,0.625095,,,153.082979,0.28747
,,119.853286,0.066178,,,,,163.821312,0.138658,,,153.326823,0.01993
,,120.010649,0.041824,,,,,163.979368,0.030651,,,153.474016,0.049738
,,120.233821,0.136305,,,,,164.13185,0.323898,,,153.727537,0.283074
,,120.404839,0.267813,,,,,164.208508,0.562687,,,153.862748,0.641757
,,120.587965,0.130919,,,,,164.286901,0.040941,,,154.003928,0.034401
,,120.688555,0.027084,,,,,164.365847,0.618768,,,154.26824,0.141982
,,120.797055,0.2128,,,,,164.449904,0.343651,,,154.376717,0.189645
,,120.913817,0.184848,,,,,164.530544,0.590743,,,154.52378,0.096355
,,121.072156,0.077901,,,,,164.633621,0.582144,,,154.781389,0.160622
,,121.325015,0.186738,,,,,164.774589,0.031871,,,154.920314,0.526855
,,121.465919,0.295538,,,,,164.861409,0.124733,,,155.052862,0.289618
,,121.586006,0.119753,,,,,165.009897,0.048568,,,155.215532,0.443575
,,121.744485,0.489653,,,,,165.25164,0.240927,,,155.453517,0.047751
,,121.851951,0.098768,,,,,165.381947,0.623632,,,155.598956,0.040713
,,121.984632,0.112867,,,,,165.535769,0.015917,,,155.757688,0.019404
,,122.107784,0.108085,,,,,165.67354,0.069902,,,155.873471,0.357017
,,122.249706,0.107506,,,,,165.794787,0.346059,,,156.011007,0.613173
,,122.406216,0.283138,,,,,166.202776,0.660281,,,156.150422,0.018367
,,122.527532,0.300572,,,,,166.310206,0.017563,,,156.293392,0.040325
,,122.771059,0.151161,,,,,166.442085,0.0302,,,156.414204,0.126953
,,122.904953,0.198323,,,,,166.593835,0.323982,,,156.520683,0.216125
,,123.040515,0.39402,,,,,166.854313,0.018953,,,156.672293,0.085339
,,123.153725,0.096965,,,,,166.972263,0.530062,,,156.935246,0.153451
,,123.431109,0.172995,,,,,167.129259,0.02559,,,157.064318,0.473259
,,123.563923,0.252582,,,,,167.486712,0.026859,,,157.194056,0.287656
,,123.694221,0.117716,,,,,167.767361,0.045654,,,157.3445,0.383336
,,123.845903,0.476243,,,,,168.423781,0.025229,,,157.59092,0.01696
,,124.083956,0.075409,,,,,168.554817,0.029499,,,157.72231,0.099814
,,124.226003,0.08572,,,,,168.703655,0.023277,,,157.877239,0.038941
,,124.402074,0.076421,,,,,168.929337,0.023942,,,157.986508,0.156736
,,124.509367,0.081657,,,,,169.464886,0.016677,,,158.11289,0.682311
,,124.628074,0.302997,,,,,169.603543,0.027597,,,158.257584,0.04286
,,124.80802,0.053028,,,,,169.881006,0.045713,,,158.507668,0.072814
,,124.918194,0.073093,,,,,170.535514,0.015753,,,158.637241,0.1077
,,125.023255,0.07717,,,,,170.667722,0.024406,,,158.777535,0.053038
,,125.131255,0.13491,,,,,170.798301,0.034791,,,159.04894,0.118804
,,125.303365,0.070541,,,,,171.057178,0.025935,,,159.178174,0.491345
,,125.48446,0.053187,,,,,171.578621,0.019071,,,159.307843,0.082262
,,125.670004,0.205006,,,,,171.713407,0.030185,,,159.455081,0.363368
,,125.813493,0.048539,,,,,171.845613,0.042802,,,159.706612,0.054275
,,125.962479,0.422303,,,,,171.921033,0.015927,,,159.829535,0.074864
,,126.070536,0.05295,,,,,171.997314,0.027749,,,160.094524,0.18132
,,126.195587,0.088456,,,,,172.382578,0.030192,,,160.231482,0.606709
,,126.351056,0.053455,,,,,172.477897,0.018967,,,160.512928,0.020466
,,126.502464,0.108268,,,,,172.64072,0.024707,,,160.627746,0.233737
,,126.608058,0.159801,,,,,172.785241,0.029894,,,160.737461,0.171379
,,126.740489,0.343962,,,,,172.945009,0.033361,,,160.891547,0.090869
,,127.013932,0.113222,,,,,173.187688,0.0172,,,161.135477,0.172733
,,127.130101,0.13999,,,,,174.139272,0.03748,,,161.267297,0.464084
,,127.245714,0.078229,,,,,174.798577,0.021609,,,161.395855,0.150201
,,127.38477,0.144683,,,,,174.914678,0.029984,,,161.543094,0.379208
,,127.653353,0.268043,,,,,175.331045,0.015021,,,161.646487,0.017517
,,127.786083,0.245886,,,,,175.410375,0.02281,,,161.780016,0.062366
,,127.908224,0.062412,,,,,175.829013,0.403584,,,161.935893,0.088053
,,128.075467,0.470999,,,,,175.9596,0.378601,,,162.06169,0.049585
,,128.281951,0.197291,,,,,176.112225,0.027651,,,162.17797,0.152636
,,128.438044,0.075134,,,,,176.233177,0.65193,,,162.3119,0.608125
,,128.69633,0.311033,,,,,176.480925,0.142282,,,162.447763,0.038815
,,128.839886,0.361607,,,,,176.613233,0.279302,,,162.699677,0.215932
,,128.983468,0.054539,,,,,176.770221,0.542389,,,162.807045,0.189126
,,129.112402,0.098678,,,,,176.909601,0.019337,,,162.957219,0.116022
,,129.225427,0.116988,,,,,177.02537,0.625189,,,163.096248,0.037161
,,129.330743,0.219165,,,,,177.290646,0.018561,,,163.20762,0.181525
,,129.484914,0.178821,,,,,177.412981,0.277522,,,163.33498,0.47446
,,129.701074,0.289667,,,,,177.558236,0.391714,,,163.459612,0.124462
,,129.859386,0.343971,,,,,177.820672,0.502731,,,163.613532,0.424144
,,129.998334,0.089212,,,,,178.065907,0.13832,,,163.848097,0.07243
,,130.144066,0.233538,,,,,178.196892,0.277408,,,163.99051,0.062506
,,130.251074,0.026937,,,,,178.348235,0.375692,,,164.125501,0.036687
,,130.38214,0.090073,,,,,178.593017,0.486891,,,164.231923,0.131664
,,130.52028,0.050747,,,,,178.756211,0.016731,,,164.370578,0.638264
,,130.658268,0.036011,,,,,178.848926,0.144722,,,164.537777,0.032996
,,130.77576,0.172969,,,,,178.981884,0.46621,,,164.640738,0.068247
,,130.921887,0.335485,,,,,179.141544,0.028977,,,164.763305,0.207536
,,131.06336,0.152611,,,,,179.3752,0.686067,,,164.869231,0.183002
,,131.31032,0.075096,,,,,179.603792,0.031849,,,165.015305,0.072862
,,131.42537,0.113048,,,,,179.760865,0.497821,,,165.270815,0.133058
,,131.55652,0.056509,,,,,180.027847,0.575754,,,165.400559,0.466986
,,131.834955,0.128434,,,,,180.16687,0.01767,,,165.530463,0.214636
,,131.950734,0.225689,,,,,180.283049,0.394642,,,165.679887,0.460566
,,132.098448,0.160052,,,,,180.451543,0.050127,,,165.910693,0.042133
,,132.244051,0.444026,,,,,180.536551,0.619658,,,166.063824,0.082451
,,132.48496,0.159992,,,,,180.802824,0.379137,,,166.209993,0.07577
,,132.625579,0.076755,,,,,181.052485,0.565265,,,166.305254,0.292661
,,132.888531,0.319762,,,,,181.226228,0.022077,,,166.43773,0.585302
,,133.017717,0.366629,,,,,181.327421,0.370699,,,166.723555,0.016287
,,133.156039,0.130546,,,,,181.582894,0.582009,,,166.848718,0.211836
,,133.30559,0.111963,,,,,181.862198,0.426251,,,166.949671,0.2016
,,133.407876,0.165096,,,,,182.121296,0.705948,,,167.093561,0.082968
,,133.533349,0.122079,,,,,182.397228,0.401477,,,167.35074,0.163708
,,133.665268,0.178936,,,,,182.527489,0.043043,,,167.482375,0.523844
,,133.935061,0.25694,,,,,182.643868,0.615998,,,167.610272,0.185902
,,134.065363,0.260183,,,,,182.903625,0.318737,,,167.762592,0.454825
,,134.194324,0.193237,,,,,183.154104,0.200956,,,168.007295,0.054439
,,134.340521,0.44677,,,,,183.292219,0.39296,,,168.15998,0.075689
,,134.463101,0.106228,,,,,183.475765,0.447675,,,168.306703,0.020863
,,134.584625,0.209695,,,,,183.566426,0.442142,,,168.409907,0.236694
,,134.74885,0.112697,,,,,183.691423,0.596671,,,168.55004,0.585869
,,134.859171,0.065811,,,,,183.823261,0.517658,,,168.948675,0.111615
,,134.970191,0.257435,,,,,183.97396,0.692469,,,169.06554,0.209634
,,135.100378,0.35474,,,,,184.189048,0.328921,,,169.209569,0.084487
,,135.257992,0.090488,,,,,184.32923,0.74749,,,169.459835,0.18454
,,135.490012,0.213248,,,,,184.599727,0.102816,,,169.59923,0.532919
,,135.605788,0.153083,,,,,184.721667,0.576862,,,169.721798,0.068623
,,135.762059,0.071112,,,,,185.261868,0.182788,,,169.876188,0.415128
,,136.006661,0.215567,,,,,185.397663,0.12717,,,170.115225,0.047046
,,136.131891,0.258138,,,,,185.515178,0.32624,,,170.2634,0.06221
,,136.267011,0.217174,,,,,185.649866,0.188304,,,170.529762,0.210428
,,136.419035,0.534988,,,,,185.773339,0.022364,,,170.663951,0.620551
,,136.640618,0.186671,,,,,186.032514,0.218233,,,171.059131,0.151309
,,136.801589,0.041312,,,,,186.168013,0.147624,,,171.172599,0.142053
,,136.945793,0.09379,,,,,186.285543,0.291122,,,171.317818,0.103467
,,137.054897,0.278239,,,,,186.418842,0.259196,,,171.573896,0.223545
,,137.189037,0.341997,,,,,186.701594,0.039026,,,171.709101,0.602632
,,137.454889,0.096409,,,,,187.319899,0.215827,,,171.841907,0.293231
,,137.58726,0.091019,,,,,187.474542,0.023606,,,171.992976,0.427013
,,137.693444,0.277054,,,,,187.704172,0.026559,,,172.384318,0.107441
,,137.826504,0.134215,,,,,187.95313,0.053787,,,172.635731,0.293976
,,137.975316,0.10469,,,,,188.101989,0.41022,,,172.780954,0.638599
,,138.089277,0.223872,,,,,188.334035,0.436758,,,173.185535,0.18909
,,138.228184,0.283902,,,,,188.493582,0.465619,,,173.297426,0.199608
,,138.354505,0.203947,,,,,188.773246,0.055481,,,173.441561,0.125115
,,138.505908,0.356933,,,,,189.039251,0.218542,,,173.695256,0.140928
,,138.639609,0.143237,,,,,189.453574,0.024029,,,173.839068,0.486956
,,138.77143,0.04658,,,,,189.569651,0.062924,,,173.97252,0.191368
,,138.898442,0.135229,,,,,189.713573,0.307136,,,174.1249,0.433151
,,139.036983,0.108478,,,,,189.950186,0.436584,,,174.373665,0.032123
,,139.138973,0.241503,,,,,190.477962,0.272466,,,174.527536,0.090906
,,139.272576,0.321895,,,,,190.601376,0.57522,,,174.79205,0.270925
,,139.443143,0.081395,,,,,190.909961,0.032671,,,174.91033,0.643779
,,139.550043,0.091824,,,,,191.139832,0.081174,,,175.058543,0.033636
,,139.656827,0.206002,,,,,191.43195,0.015282,,,175.203582,0.016629
,,139.772924,0.205423,,,,,191.549564,0.023669,,,175.325217,0.117032
,,139.925638,0.220284,,,,,191.658503,0.126217,,,175.432363,0.189093
,,140.171853,0.312897,,,,,191.794864,0.192599,,,175.576966,0.057775
,,140.311798,0.256466,,,,,192.039401,0.40287,,,175.841967,0.185993
,,140.438357,0.193974,,,,,192.322909,0.109396,,,175.975021,0.479428
,,140.589353,0.411396,,,,,192.574562,0.384896,,,176.10755,0.275188
,,140.696991,0.032912,,,,,192.724083,0.018503,,,176.258967,0.418214
,,140.820073,0.187668,,,,,192.839946,0.429289,,,176.495861,0.029712
,,140.985709,0.032947,,,,,192.98858,0.027787,,,176.634448,0.085021
,,141.218337,0.323961,,,,,193.392279,0.126904,,,176.777547,0.066477
,,141.35762,0.226805,,,,,193.635497,0.26786,,,176.903956,0.210608
,,141.492073,0.089467,,,,,193.760308,0.501879,,,177.028282,0.653564
,,141.732645,0.235586,,,,,194.049215,0.060725,,,177.167529,0.032893
,,141.867955,0.149566,,,,,194.170362,0.276142,,,177.431385,0.139741
,,142.009364,0.102047,,,,,194.593669,0.023945,,,177.533528,0.180825
,,142.258402,0.246624,,,,,194.82091,0.179349,,,177.692366,0.163741
,,142.404917,0.269546,,,,,194.96772,0.192864,,,177.828035,0.056787
,,142.538626,0.111262,,,,,195.107881,0.041521,,,177.94521,0.164377
,,142.687936,0.357148,,,,,195.203897,0.408041,,,178.07788,0.533596
,,142.907217,0.093981,,,,,195.483152,0.031909,,,178.213808,0.222453
,,143.060934,0.117328,,,,,195.617837,0.045152,,,178.359933,0.463405
,,143.202668,0.0927,,,,,195.735536,0.020452,,,178.595989,0.070083
,,143.315349,0.24345,,,,,195.88106,0.021225,,,178.748213,0.136146
,,143.440597,0.369474,,,,,195.987576,0.158845,,,178.892344,0.0154
,,143.601712,0.069704,,,,,196.254179,0.50537,,,179.004796,0.291425
,,143.709659,0.101068,,,,,196.500465,0.380165,,,179.137188,0.540509
,,143.835455,0.224711,,,,,196.66524,0.489779,,,179.382342,0.08527
,,143.950545,0.157466,,,,,196.900374,0.334265,,,179.530512,0.229056
,,144.098911,0.225034,,,,,197.060578,0.519651,,,179.63566,0.20242
,,144.30908,0.233698,,,,,197.181083,0.043408,,,179.781977,0.127402
,,144.467035,0.237584,,,,,197.291376,0.51126,,,180.032397,0.19572
,,144.620086,0.054323,,,,,197.571982,0.539654,,,180.162452,0.442152
,,144.75683,0.411081,,,,,197.823723,0.221394,,,180.28991,0.306135
,,144.995563,0.203531,,,,,197.951719,0.028206,,,180.446661,0.408767
,,145.142516,0.085122,,,,,198.095238,0.484378,,,180.529379,0.017372
,,145.295363,0.11501,,,,,198.353394,0.292382,,,180.678859,0.063667
,,145.523501,0.394753,,,,,198.621978,0.551168,,,180.830015,0.075095
,,145.798487,0.094626,,,,,198.873187,0.297451,,,180.982592,0.029437
,,145.912249,0.298311,,,,,198.998507,0.015558,,,181.084204,0.151055
,,146.022727,0.123192,,,,,199.137552,0.543147,,,181.221899,0.501641
,,146.167377,0.18337,,,,,199.289597,0.042743,,,181.368092,0.026328
,,146.415994,0.188054,,,,,199.385803,0.535326,,,181.509843,0.026114
,,146.547692,0.322896,,,,,199.607319,0.532348,,,181.61772,0.231297
,,146.722639,0.170481,,,,,199.768366,0.281558,,,181.722695,0.204645
,,146.828943,0.393553,,,,,199.942918,0.438886,,,181.860739,0.090403
,,146.943509,0.075427,,,,,200.138105,0.58067,,,182.012053,0.016319
,,147.075888,0.170293,,,,,200.306053,0.485918,,,182.118475,0.214772
,,147.213986,0.077724,,,,,200.49448,0.535214,,,182.244384,0.42829
,,147.450272,0.354466,,,,,200.662171,0.527493,,,182.373563,0.172555
,,147.594633,0.303999,,,,,200.834204,0.270041,,,182.522633,0.400568
,,147.861122,0.196202,,,,,201.010218,0.475099,,,182.648257,0.048596
,,147.987656,0.095757,,,,,201.191107,0.590385,,,182.9111,0.096186
,,148.093544,0.211254,,,,,201.36394,0.446932,,,183.159425,0.160199
,,148.234119,0.301551,,,,,201.533419,0.328017,,,183.294593,0.553356
,,148.438866,0.219211,,,,,201.70764,0.476651,,,183.57368,0.049948
,,148.599407,0.240797,,,,,201.882538,0.68105,,,183.694606,0.149026
,,148.765226,0.118189,,,,,202.05027,0.567851,,,183.802523,0.205121
,,148.897186,0.430435,,,,,202.222578,0.284366,,,183.981256,0.078923
,,149.014807,0.025811,,,,,202.400516,0.515524,,,184.211831,0.16783
,,149.133372,0.114955,,,,,202.641494,0.054313,,,184.339618,0.453722
,,149.264304,0.090169,,,,,203.013369,0.425784,,,184.466107,0.147678
,,149.48892,0.07868,,,,,203.138569,0.016506,,,184.612528,0.391046
,,149.668699,0.362975,,,,,203.32866,0.076758,,,184.852518,0.067089
,,149.940337,0.077936,,,,,203.422238,0.036416,,,184.99766,0.05876
,,150.076393,0.145858,,,,,203.966974,0.056572,,,185.131359,0.015358
,,150.184663,0.087705,,,,,204.181962,0.031804,,,185.247744,0.163263
,,150.306624,0.075939,,,,,205.067909,0.015157,,,185.379603,0.602148
,,150.559021,0.208192,,,,,205.233291,0.015318,,,185.779116,0.134774
,,150.693047,0.236525,,,,,205.359591,0.022654,,,185.888842,0.211004
,,150.877577,0.147125,,,,,205.512436,0.022093,,,186.032167,0.089606
,,150.982175,0.412573,,,,,206.266518,0.015904,,,186.284747,0.128342
,,151.085892,0.02764,,,,,207.306945,0.026376,,,186.41536,0.435251
,,151.227366,0.087699,,,,,207.576432,0.050724,,,186.544164,0.116642
,,151.360855,0.063361,,,,,208.382927,0.028742,,,186.696521,0.462959
,,151.618034,0.276447,,,,,209.289643,0.018483,,,187.089596,0.076865
,,151.752795,0.224496,,,,,209.570646,0.029554,,,187.332586,0.201996
,,151.9539,0.09253,,,,,209.718763,0.029699,,,187.470239,0.61905
,,152.060301,0.09823,,,,,210.499098,0.022542,,,187.876786,0.093699
,,152.168326,0.102103,,,,,211.525735,0.020544,,,187.977591,0.187889
,,152.271706,0.287286,,,,,211.811196,0.027401,,,188.109597,0.062982
,,152.426674,0.104455,,,,,212.603932,0.020999,,,188.37917,0.144829
,,152.670276,0.090983,,,,,213.643073,0.024692,,,188.508544,0.437267
,,152.800626,0.187637,,,,,213.788972,0.016975,,,188.635168,0.178383
,,152.928905,0.199986,,,,,213.938462,0.036372,,,188.787913,0.349831
,,153.08955,0.264181,,,,,214.598922,0.028329,,,189.171919,0.085017
,,153.326177,0.052104,,,,,214.737207,0.026693,,,189.416333,0.210337
,,153.479225,0.044513,,,,,215.10555,0.300353,,,189.551998,0.630012
,,153.62862,0.066345,,,,,215.236873,0.2265,,,189.94655,0.143209
,,153.732466,0.322465,,,,,215.358169,0.319715,,,190.055482,0.208061
,,153.86634,0.309009,,,,,215.50677,0.346115,,,190.205885,0.072548
,,154.152715,0.053042,,,,,215.749442,0.03464,,,190.469696,0.242661
,,154.27293,0.098883,,,,,215.87999,0.417307,,,190.605959,0.515861
,,154.382661,0.250024,,,,,216.012255,0.483843,,,190.74563,0.08798
,,154.531594,0.088681,,,,,216.131264,0.448216,,,190.895327,0.4174
,,154.785834,0.120209,,,,,216.271552,0.58417,,,191.130114,0.046345
,,154.923427,0.265717,,,,,216.52565,0.146755,,,191.284345,0.062534
,,155.057963,0.153875,,,,,216.661267,0.379476,,,191.533192,0.18739
,,155.220794,0.399994,,,,,216.799811,0.29367,,,191.668191,0.576042
,,155.453759,0.105775,,,,,216.927533,0.327371,,,192.064074,0.094007
,,155.763787,0.092137,,,,,217.082785,0.231202,,,192.169452,0.204456
,,155.878259,0.386065,,,,,217.205258,0.01923,,,192.312594,0.097974
,,156.014068,0.359762,,,,,217.343464,0.098347,,,192.566556,0.14435
,,156.297196,0.089916,,,,,217.460323,0.506416,,,192.701555,0.492767
,,156.419286,0.091938,,,,,217.587765,0.41966,,,192.832782,0.169425
