Piece,Label SD,SD,Clave_?,Section,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cajon,Conga,Trumpet,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens,Cj_Dens,Cn_Dens,Tm_Dens
Song_3,21:2,2,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:3,3,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:4,4,2,Son,45.156133,,,,,,,,,3.5,,,,,,,,
Song_3,21:5,5,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:6,6,N,Son,,,,,,,,45.425742,,,,,,,,,1.5,
Song_3,21:7,7,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:8,8,3,Son,45.706306,,,,,,,45.662644,,3,,,,,,,1.5,
Song_3,21:9,9,N,Son,,,,,,,,45.838282,,,,,,,,,1.5,
Song_3,21:10,10,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:11,11,4,Son,46.092311,,,,,,,,,3.5,,,,,,,,
Song_3,21:12,12,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:13,13,5,Son,46.40213,,,,,,,,,4,,,,,,,,
Song_3,21:14,14,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:15,15,N,Son,,,,,,,,,,,,,,,,,,
Song_3,21:16,16,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:1,1,1,Son,46.923862,,,,,,,,,4,,,,,,,,
Song_3,22:2,2,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:3,3,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:4,4,2,Son,47.31192,,,,,,,,,4.5,,,,,,,,
Song_3,22:5,5,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:6,6,N,Son,,,,,,,,47.61915,,,,,,,,,1.5,
Song_3,22:7,7,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:8,8,3,Son,47.852652,,,,,,,47.841976,,4,,,,,,,1,
Song_3,22:9,9,N,Son,,,,,,,,48.01212,,,,,,,,,1.5,
Song_3,22:10,10,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:11,11,4,Son,48.241635,,,,,,,,,4.5,,,,,,,,
Song_3,22:12,12,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:13,13,5,Son,48.544234,48.55165,,,,,,,,4,0.5,,,,,,,
Song_3,22:14,14,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:15,15,N,Son,,,,,,,,,,,,,,,,,,
Song_3,22:16,16,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:1,1,1,Son,49.080123,49.096161,,,,,,,,4,1,,,,,,,
Song_3,23:2,2,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:3,3,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:4,4,2,Son,49.474057,,,,,,,,,3.5,,,,,,,,
Song_3,23:5,5,N,Son,,49.631254,,,,,,,,,2,,,,,,,
Song_3,23:6,6,N,Son,,,,,,,,49.777271,,,,,,,,,1.5,
Song_3,23:7,7,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:8,8,3,Son,50.03285,,,,,,,49.997586,,3,,,,,,,1.5,
Song_3,23:9,9,N,Son,,50.193464,,50.133018,,,,50.170244,,,3,,0.5,,,,1.5,
Song_3,23:10,10,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:11,11,4,Son,50.418247,,,,,,,,,3.5,,,,,,,,
Song_3,23:12,12,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:13,13,5,Son,50.728838,,,50.698904,,,,,,3.5,,,1,,,,,
Song_3,23:14,14,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:15,15,N,Son,,,,,,,,,,,,,,,,,,
Song_3,23:16,16,N,Son,,,,51.113831,,,,,,,,,1.5,,,,,
Song_3,24:1,1,1,Son,51.250232,,,,,,,,,4.5,,,,,,,,
Song_3,24:2,2,N,Son,,,,,,,,,,,,,,,,,,
Song_3,24:3,3,N,Son,,,,,,,,,,,,,,,,,,
Song_3,24:4,4,2,Son,51.635668,,,,,,,,,5,,,,,,,,
Song_3,24:5,5,N,Son,,,,,,,,,,,,,,,,,,
Song_3,24:6,6,N,Son,,,,,,,,51.922193,,,,,,,,,1.5,
Song_3,24:7,7,N,Son,,,,,,,,,,,,,,,,,,
