,ioi,datafile,species,call_type,individual,call
621,0.0606,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
622,0.0579,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
623,0.0605,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
624,0.0613,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
625,0.0586,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
626,0.0512,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
627,0.0546,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
628,0.0592,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
629,0.042,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
630,0.0565,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
631,0.0466,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
632,0.0905,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
633,0.0426,S_bil_IC_p25_18,Saccopteryx bilineata,IC,25,18
634,0.0639,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
635,0.0599,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
636,0.0619,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
637,0.0606,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
638,0.0619,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
639,0.0625,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
640,0.0686,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
641,0.0892,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
642,0.0639,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
643,0.0626,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
644,0.0539000000000001,S_bil_IC_p25_20,Saccopteryx bilineata,IC,25,20
