Piece,Label SD,SD,Clave_?,Section,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cajon,Conga,Trumpet,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens,Cj_Dens,Cn_Dens,Tm_Dens
Song_5,2:4,4,N,Son,,11.498347,11.524691,,11.503848,,,11.488677,11.486637,,3,6.5,,6.5,,,5.5,3.5
Song_5,2:5,5,5,Son,,,11.678754,,11.678723,,,,11.698661,,,6.5,,6.5,,,,3.5
Song_5,2:6,6,N,Son,,,,11.72151,11.801386,,,11.778707,,,,,3.5,6.5,,,5,
Song_5,2:7,7,N,Son,,11.926623,11.942896,,11.923213,,,11.914218,11.91199,,2.5,6.5,,6.5,,,5.5,3.5
Song_5,2:8,8,N,Son,,,12.104015,,12.085468,,,12.084847,,,,6,,6.5,,,5.5,
Song_5,2:9,9,1,Son,,,,,,,,,,,,,,,,,,
Song_5,2:10,10,N,Son,,,12.380654,12.344159,12.363291,,,12.375166,12.333938,,,5.5,3,6,,,5,3.5
Song_5,2:11,11,N,Son,,12.48759,12.519224,,12.508529,,,12.497183,12.490026,,3,5.5,,6.5,,,5.5,3.5
Song_5,2:12,12,2,Son,,,12.680481,,12.647271,,,12.655687,12.620958,,,5.5,,7,,,5.5,3.5
Song_5,2:13,13,N,Son,,,12.826841,12.73853,12.817896,,,,,,,5.5,2.5,6.5,,,,
Song_5,2:14,14,N,Son,,,,12.925575,,,,12.944749,,,,,2.5,,,,5,
Song_5,2:15,15,3,Son,,13.06234,13.097351,,13.068548,,,13.081265,,,3.5,5,,7.5,,,5.5,
Song_5,2:16,16,N,Son,,,13.264328,13.210584,,,,13.241674,,,,5.5,2.5,,,,5.5,
Song_5,3:1,1,N,Son,,,,,13.382961,,,,,,,,,7.5,,,,
Song_5,3:2,2,N,Son,,,13.512948,13.498801,,,,13.524172,,,,5.5,3,,,,5.5,
Song_5,3:3,3,4,Son,,,13.64606,,13.650635,,,13.643889,,,,5.5,,7.5,,,6,
Song_5,3:4,4,N,Son,,13.775307,13.789335,,13.808984,,,,,,3,5.5,,7,,,,
Song_5,3:5,5,5,Son,,,13.962047,13.904846,13.964898,,,,,,,5.5,3,7,,,,
Song_5,3:6,6,N,Son,,,,14.071875,14.103225,,,14.084698,,,,,3.5,7,,,6,
Song_5,3:7,7,N,Son,,14.214646,14.224309,,14.223089,,,14.214911,,,2.5,5.5,,7.5,,,6,
Song_5,3:8,8,N,Son,,,14.400627,14.360109,14.379723,,,14.370625,,,,5.5,3.5,7.5,,,6.5,
Song_5,3:9,9,1,Son,,,14.534103,,14.544327,,,,,,,5.5,,7.5,,,,
Song_5,3:10,10,N,Son,,,14.659731,14.659735,14.669326,,,14.661728,,,,6,4,7.5,,,5.5,
Song_5,3:11,11,N,Son,,,14.809418,,14.810505,,,14.777602,14.806056,,,6,,8,,,6,0.5
Song_5,3:12,12,2,Son,,14.974662,14.956043,,14.960543,,,,,,2,6,,7.5,,,,
Song_5,3:13,13,N,Son,,,15.088717,15.093953,,,,,15.091398,,,6.5,3.5,,,,,1
Song_5,3:14,14,N,Son,,,15.231295,,15.251009,,,15.230499,,,,6.5,,6.5,,,5.5,
Song_5,3:15,15,3,Son,,15.377754,15.378938,,15.36966,,,15.36684,,,2,6.5,,6.5,,,5.5,
Song_5,3:16,16,N,Son,,,15.528595,15.471267,,,,,15.501969,,,6.5,3.5,,,,,2
Song_5,4:1,1,N,Son,,15.704902,15.681849,15.630948,15.673892,,,15.68036,15.686893,,2.5,6.5,3.5,6,,,4.5,2.5
Song_5,4:2,2,N,Son,,,,15.786424,,,,15.813486,,,,,4,,,,4.5,
Song_5,4:3,3,4,Son,,,,,,,,15.941334,15.965416,,,,,,,,5,3
Song_5,4:4,4,N,Son,,16.169557,16.11191,16.072922,16.138357,,,16.097383,16.114712,,2.5,6,3.5,5,,,5,3.5
Song_5,4:5,5,5,Son,,,16.300891,,16.297512,,,,,,,6,,5,,,,
Song_5,4:6,6,N,Son,,,,,16.405991,,,16.392768,16.376319,,,,,5,,,4.5,4
Song_5,4:7,7,N,Son,,,16.571216,,16.542352,,,16.535066,16.51891,,,5.5,,5.5,,,5,4.5
Song_5,4:8,8,N,Son,,16.658823,16.721291,16.672416,16.70042,,,16.690361,16.67849,,2.5,5.5,3,5,,,5,5
Song_5,4:9,9,1,Son,,,,,16.857024,,,,,,,,,5,,,,
Song_5,4:10,10,N,Son,,,,,16.97958,,,16.963761,16.963482,,,,,5,,,5.5,5
Song_5,4:11,11,N,Son,,,17.118838,,17.120543,,,17.099932,17.102631,,,4.5,,5.5,,,6,5
Song_5,4:12,12,2,Son,,17.237779,17.263636,17.270966,17.256205,,,17.257753,17.270636,,2.5,4.5,3,5.5,,,6,5.5
Song_5,4:13,13,N,Son,,,17.476912,,17.42268,,,17.428995,,,,4.5,,5.5,,,6,
Song_5,4:14,14,N,Son,,17.524237,,,,,,17.519117,17.543654,,2.5,,,,,,6.5,5
Song_5,4:15,15,3,Son,,,17.706316,17.706077,17.687048,,,17.665842,17.69321,,,4,2.5,6.5,,,7,5
Song_5,4:16,16,N,Son,,,17.844542,,,,,17.816701,17.833515,,,4.5,,,,,6.5,5.5
Song_5,5:1,1,N,Son,,17.975624,17.994959,17.977725,18.000172,,,17.978745,17.977849,,2.5,5,2.5,8,,,6.5,5.5
Song_5,5:2,2,N,Son,,,,18.129234,,,,,,,,,2.5,,,,,
Song_5,5:3,3,4,Son,,18.29672,,,18.265834,,,18.250132,18.236236,,2.5,,,8,,,6.5,5.5
Song_5,5:4,4,N,Son,,,18.413679,18.398852,18.42338,,,,18.4006,,,4.5,3,7.5,,,,5.5
Song_5,5:5,5,5,Son,,,,,18.576159,,,18.583596,,,,,,7.5,,,6,
Song_5,5:6,6,N,Son,,18.671703,,,18.704263,,,18.689824,18.679658,,2.5,,,7.5,,,6.5,5
Song_5,5:7,7,N,Son,,,18.865945,,18.852043,,,18.834684,18.82733,,,4.5,,8,,,6,5.5
Song_5,5:8,8,N,Son,,18.971046,19.015678,19.00479,18.990324,,,,19.013979,,3,5,3,7.5,,,,5.5
Song_5,5:9,9,1,Son,,,,,19.148917,,,,,,,,,7.5,,,,
Song_5,5:10,10,N,Son,,19.251462,,19.265938,19.276003,,,19.269066,19.282941,,3,,3.5,7.5,,,6,5
Song_5,5:11,11,N,Son,,,19.423582,19.424371,19.40843,,,19.402812,19.436289,,,4.5,3.5,8,,,6.5,5.5
Song_5,5:12,12,2,Son,,19.566519,19.588148,19.55982,19.572193,,,19.561098,19.564637,,3,4.5,4,7.5,,,6,5.5
Song_5,5:13,13,N,Son,,,,,,,,,,,,,,,,,,
Song_5,5:14,14,N,Son,,19.950183,19.95989,,,,,,19.894812,,3.5,4,,,,,,5
Song_5,5:15,15,3,Son,,,,20.020272,19.992881,,,20.001114,19.995644,,,,3.5,6.5,,,5.5,5
Song_5,5:16,16,N,Son,,,,,,,,,,,,,,,,,,
Song_5,6:1,1,N,Son,,,,,,,,,,,,,,,,,,
Song_5,6:2,2,N,Son,,,20.473037,,,,,20.497855,,,,3.5,,,,,5.5,
Song_5,6:3,3,4,Son,,,20.68288,,20.592419,,,20.603939,,,,3.5,,5,,,5.5,
Song_5,6:4,4,N,Son,,,,,20.756807,,,20.765163,,,,,,5,,,5.5,
Song_5,6:5,5,5,Son,,20.90077,,,20.910476,,,,,,2.5,,,5,,,,
Song_5,6:6,6,N,Son,,,,,21.050517,,,21.0468,,,,,,5,,,5,
Song_5,6:7,7,N,Son,,21.183974,21.186317,21.165398,21.171447,,,21.17391,,,2.5,3,2.5,5,,,5,
Song_5,6:8,8,N,Son,,,21.358509,21.339031,21.341208,,,21.337605,,,,3.5,2.5,5,,,5,
Song_5,6:9,9,1,Son,,,21.503907,,,,,,,,,3.5,,,,,,
Song_5,6:10,10,N,Son,,,21.637528,21.631157,21.621357,,,21.630464,,,,3.5,2,4.5,,,4.5,
Song_5,6:11,11,N,Son,,,21.789783,,21.769603,,,21.745346,,,,4,,5,,,5,
Song_5,6:12,12,2,Son,,,21.94378,21.919228,21.923848,,,21.89607,,,,4.5,2.5,5,,,5.5,
Song_5,6:13,13,N,Son,,22.113902,,,,,,,,,1.5,,,,,,,
Song_5,6:14,14,N,Son,,,22.211779,22.168896,22.206128,,,22.181689,,,,4.5,2.5,5,,,5,
Song_5,6:15,15,3,Son,,,22.358526,22.359974,22.341526,,,22.316439,,,,5,3,5.5,,,5.5,
Song_5,6:16,16,N,Son,,,22.527331,,22.495734,,,22.486752,,,,5,,6,,,6,
Song_5,7:1,1,N,Son,,,22.666334,,,,,,,,,5.5,,,,,,
Song_5,7:2,2,N,Son,,,22.812972,,22.789026,,,22.783006,,,,5.5,,5.5,,,5,
Song_5,7:3,3,4,Son,,,22.948221,,22.923639,,,22.91077,,,,6,,5.5,,,5.5,
Song_5,7:4,4,N,Son,,,23.098042,,23.079049,,,23.0719,,,,6.5,,5.5,,,5.5,
Song_5,7:5,5,5,Son,,23.214463,23.25756,23.237749,23.248596,,,,,,1,6.5,3,5.5,,,,
Song_5,7:6,6,N,Son,,,23.393927,,23.383664,,,23.36235,,,,6.5,,5.5,,,5,
Song_5,7:7,7,N,Son,,23.500198,23.527565,23.492168,23.521021,,,23.495177,,,1.5,6.5,3,6,,,5.5,
Song_5,7:8,8,N,Son,,,23.671546,23.676846,23.683482,,,23.658826,,,,6.5,3,6,,,5.5,
Song_5,7:9,9,1,Son,,23.852063,23.832951,,,,,,,,2,6.5,,,,,,
Song_5,7:10,10,N,Son,,,23.968803,23.969515,23.958936,,,23.94889,,,,6.5,3,5.5,,,5,
Song_5,7:11,11,N,Son,,,24.103043,,24.099952,,,24.076785,,,,7,,6,,,5.5,
Song_5,7:12,12,2,Son,,24.260476,24.266198,24.232717,24.252531,,,24.233965,,,2,7,3,6,,,5.5,
Song_5,7:13,13,N,Son,,,,,24.404542,,,,,,,,,6,,,,
Song_5,7:14,14,N,Son,,,24.550469,24.520194,24.548241,,,24.515432,,,,6.5,3,6,,,5,
Song_5,7:15,15,3,Son,,24.671653,24.682275,,,,,24.6447,,,2.5,6.5,,,,,5.5,
Song_5,7:16,16,N,Son,,,24.863419,,24.833867,,,24.817203,,,,6.5,,6.5,,,5.5,
Song_5,8:1,1,N,Son,,,,,24.995872,,,,,,,,,6.5,,,,
Song_5,8:2,2,N,Son,,,25.126325,25.10618,25.120386,,,25.108735,,,,6,3.5,6.5,,,5,
Song_5,8:3,3,4,Son,,,25.27376,,25.260576,,,25.240388,,,,6,,6.5,,,5.5,
Song_5,8:4,4,N,Son,,25.410362,25.433952,25.39765,25.420063,,,25.394916,,,2.5,6,3.5,6.5,,,5.5,
Song_5,8:5,5,5,Son,,,25.575794,25.559952,25.583711,,,,,,,6,3.5,6.5,,,,
Song_5,8:6,6,N,Son,,,25.706151,25.697633,,,,25.69107,,,,6,3.5,,,,5,
Song_5,8:7,7,N,Son,,25.808853,25.854423,,25.838706,,,25.829643,,,2.5,6,,7,,,5.5,
Song_5,8:8,8,N,Son,,,26.038613,25.990453,25.992564,,,25.996909,,,,6,3.5,7,,,5.5,
Song_5,8:9,9,1,Son,,,,,26.161198,,,,,,,,,7,,,,
Song_5,8:10,10,N,Son,,,26.306163,26.259945,26.291778,,,26.282869,,,,5.5,3.5,7,,,5,
Song_5,8:11,11,N,Son,,,26.44086,,26.441118,,,26.416649,,,,6,,7,,,5.5,
Song_5,8:12,12,2,Son,,26.554562,26.595553,26.550792,26.59479,,,26.565975,,,2,6,3.5,7,,,5.5,
Song_5,8:13,13,N,Son,,,26.736342,,26.743362,,,,,,,6,,7,,,,
Song_5,8:14,14,N,Son,,,26.870334,26.860834,26.864997,,,26.865873,,,,6,4,7,,,5,
Song_5,8:15,15,3,Son,,26.980592,27.006548,,27.013145,,,27.004091,,,2,6.5,,7,,,5.5,
Song_5,8:16,16,N,Son,,,27.166529,27.157582,27.14628,,,27.158887,,,,6.5,4,7,,,5.5,
Song_5,9:1,1,N,Son,,27.292241,27.321165,,27.327023,,,,,,2.5,6.5,,7,,,,
Song_5,9:2,2,N,Son,,,27.457424,27.434817,,,,27.451176,,,,6.5,4,,,,5.5,
Song_5,9:3,3,4,Son,,,27.594962,27.58322,,,,27.551037,,,,6.5,4,,,,6,
Song_5,9:4,4,N,Son,,27.741882,27.750332,27.747001,,,,27.740086,,,2.5,6.5,4,,,,6,
Song_5,9:5,5,5,Son,,,27.897244,,27.916062,,,,,,,6.5,,6.5,,,,
Song_5,9:6,6,N,Son,,,28.025331,,,,,28.014913,,,,7,,,,,6,
Song_5,9:7,7,N,Son,,28.142075,28.162997,,28.156129,,,28.147895,,,2.5,7,,6.5,,,6.5,
Song_5,9:8,8,N,Son,,,28.332915,28.272203,28.32696,,,28.310274,,,,7,3.5,6,,,6.5,
Song_5,9:9,9,1,Son,,28.481074,28.486064,,28.484371,,,,,,3,7,,6,,,,
Song_5,9:10,10,N,Son,,,28.635227,28.590309,28.60458,,,28.607522,,,,7,3.5,6,,,6,
Song_5,9:11,11,N,Son,,,28.776779,,28.752699,,,28.729591,,,,7,,6,,,6.5,
Song_5,9:12,12,2,Son,,28.895236,28.923156,28.882086,28.919543,,,28.887073,,,3,7,3.5,6,,,6.5,
Song_5,9:13,13,N,Son,,,29.082002,,29.067228,,,,,,,7,,6,,,,
Song_5,9:14,14,N,Son,,,,29.173118,29.184787,,,29.192592,,,,,3.5,6,,,6,
Song_5,9:15,15,3,Son,,,29.338578,29.334954,29.328187,,,29.319226,,,,6.5,4,6,,,6.5,
Song_5,9:16,16,N,Son,,,29.5093,,29.48178,,,29.483554,,,,6.5,,6.5,,,6,
Song_5,10:1,1,N,Son,,29.62404,,29.620291,29.640524,,,,,,3,,3.5,6.5,,,,
Song_5,10:2,2,N,Son,,,,29.765407,29.782322,,,29.773573,,,,,3.5,6.5,,,6,
Song_5,10:3,3,4,Son,,,29.933179,29.897761,29.93836,,,29.903777,,,,6,4,6.5,,,6.5,
Song_5,10:4,4,N,Son,,30.044547,30.080094,30.059903,30.093521,,,30.068451,,,3,6,4.5,7,,,6,
Song_5,10:5,5,5,Son,,,30.238541,,30.258508,,,,,,,6,,7,,,,
Song_5,10:6,6,N,Son,,,30.383477,,,,,30.343864,,,,6,,,,,5.5,
Song_5,10:7,7,N,Son,,30.456255,30.51492,,,,,30.473401,,,3,6,,,,,6,
Song_5,10:8,8,N,Son,,,30.67001,30.589475,,,,30.643105,,,,6,4.5,,,,6,
Song_5,10:9,9,1,Son,,30.810184,30.822982,,30.827165,,,,,,3,6,,7,,,,
Song_5,10:10,10,N,Son,,,30.964227,30.943535,30.948675,,,30.932603,,,,6,4,7,,,6,
Song_5,10:11,11,N,Son,,,31.1094,,31.080245,,,31.047458,,,,6,,7,,,6.5,
Song_5,10:12,12,2,Son,,31.231921,31.243261,,31.240572,,,31.207792,,,2.5,6.5,,7,,,6.5,
Song_5,10:13,13,N,Son,,,31.387673,31.365123,31.366957,,,,,,,6.5,3.5,7,,,,
Song_5,10:14,14,N,Son,,,31.512585,31.530365,31.496839,,,31.499701,,,,6.5,4,7,,,6,
Song_5,10:15,15,3,Son,,31.625096,31.662087,,31.630994,,,31.632684,,,2.5,7,,7.5,,,6.5,
Song_5,10:16,16,N,Son,,,31.829195,31.8175,31.795458,,,31.794308,,,,7,3.5,7,,,6,
Song_5,11:1,1,N,Son,,,,,,,,,,,,,,,,,,
Song_5,11:2,2,N,Son,,,32.087075,32.108928,32.088029,,,32.094918,,,,6.5,3,7,,,5.5,
Song_5,11:3,3,4,Son,,,32.238388,,32.227068,,,32.222508,,,,7,,7,,,6,
Song_5,11:4,4,N,Son,,32.396231,32.396244,,32.389857,,,32.373355,,,2.5,6.5,,7,,,6,
Song_5,11:5,5,5,Son,,,32.549152,,32.559594,,,,,,,6.5,,6.5,,,,
Song_5,11:6,6,N,Son,,,32.673885,,32.696556,,,32.661551,,,,6.5,,6.5,,,5.5,
Song_5,11:7,7,N,Son,,32.818718,32.806912,32.821112,32.827224,,,32.798364,,,2,7,3,6.5,,,6,
Song_5,11:8,8,N,Son,,,32.954912,33.000626,32.983378,,,32.962577,,,,7,3,6.5,,,5.5,
Song_5,11:9,9,1,Son,,,33.115,,,,,,,,,6.5,,,,,,
Song_5,11:10,10,N,Son,,,33.271339,33.28896,33.245693,,,33.250909,33.296008,,,6.5,3.5,6,,,5,0.5
Song_5,11:11,11,N,Son,,,33.402969,,33.400724,,,33.359019,,,,6.5,,6,,,5.5,
Song_5,11:12,12,2,Son,,33.556009,33.56397,,33.542376,,,33.528269,33.552024,,2,6.5,,6,,,5.5,1
Song_5,11:13,13,N,Son,,,33.70883,33.670204,,,,,,,,6.5,3,,,,,
Song_5,11:14,14,N,Son,,,33.838239,33.830239,33.824726,,,33.821545,,,,6.5,3,5.5,,,5,
Song_5,11:15,15,3,Son,,33.96077,33.972242,,33.970441,,,33.953237,33.973642,,2,7,,6,,,5.5,2
Song_5,11:16,16,N,Son,,,34.142843,34.128891,34.118067,,,34.116489,34.184616,,,7,3,6,,,5.5,2.5
Song_5,12:1,1,N,Son,,,,,34.285229,,,,,,,,,6,,,,
Song_5,12:2,2,N,Son,,,34.408536,34.416702,34.414448,,,34.410228,,,,6.5,3.5,6,,,5,
Song_5,12:3,3,4,Son,,,34.564689,34.557554,34.562705,,,34.544417,,,,6.5,4,6,,,5.5,
Song_5,12:4,4,N,Son,,34.712943,34.719903,,34.723635,,,34.694991,,,2,6.5,,6,,,5.5,
Song_5,12:5,5,5,Son,,,34.872012,34.89074,34.887963,,,,,,,6.5,4,6,,,,
Song_5,12:6,6,N,Son,,,34.99991,,35.024495,,,34.981324,,,,6.5,,6,,,5,
Song_5,12:7,7,N,Son,,35.128097,35.131946,35.148468,,,,35.116375,,,2,6.5,4,,,,5.5,
Song_5,12:8,8,N,Son,,,35.294266,35.281953,,,,35.279649,,,,6.5,4.5,,,,5.5,
Song_5,12:9,9,1,Son,,,35.453913,,35.439599,,,,,,,6.5,,6.5,,,,
Song_5,12:10,10,N,Son,,,35.592137,35.576203,35.584062,,,35.59161,,,,6.5,4.5,6.5,,,5,
Song_5,12:11,11,N,Son,,,35.724678,,35.710669,,,35.703355,,,,6.5,,7,,,5.5,
Song_5,12:12,12,2,Son,,35.881914,35.864662,35.858591,35.873251,,,,,,2,6.5,4,7,,,,
Song_5,12:13,13,N,Son,,,36.013554,,36.008027,,,,,,,6.5,,7,,,,
Song_5,12:14,14,N,Son,,,36.173251,,36.152611,,,36.155469,,,,6.5,,7,,,4.5,
Song_5,12:15,15,3,Son,,36.318751,36.317841,,36.29444,,,36.299161,,,2,7,,7,,,5,
Song_5,12:16,16,N,Son,,,36.462228,36.42125,,,,,,,,7,3.5,,,,,
Song_5,13:1,1,N,Son,,36.640675,36.608705,36.602961,,,,36.612891,,,2.5,7,3.5,,,,4.5,
Song_5,13:2,2,N,Son,,,,,,,,,,,,,,,,,,
Song_5,13:3,3,4,Son,,,36.898132,36.876008,36.920695,,,36.893578,,,,6.5,4,6,,,4.5,
Song_5,13:4,4,N,Son,,37.068435,37.073427,37.048184,37.066373,,,,,,2.5,6.5,4,6,,,,
Song_5,13:5,5,5,Son,,,,,37.231482,,,,37.218419,,,,,6,,,,0.5
Song_5,13:6,6,N,Son,,,,,37.358273,,,37.330942,,,,,,6,,,4,
Song_5,13:7,7,N,Son,,,37.475833,37.495957,37.492579,,,37.465278,,,,6,3.5,6,,,4.5,
Song_5,13:8,8,N,Son,,37.62658,37.650735,37.631636,37.640033,,,37.629395,37.641885,,2.5,6,3.5,6,,,4.5,1
Song_5,13:9,9,1,Son,,,,,37.799562,,,,,,,,,6,,,,
Song_5,13:10,10,N,Son,,,,37.935829,37.922793,,,37.909343,37.965225,,,,3.5,6,,,4.5,1.5
Song_5,13:11,11,N,Son,,,38.023556,,38.060963,,,,,,,5,,6,,,,
Song_5,13:12,12,2,Son,,38.172529,38.208317,38.186773,38.198228,,,,,,2.5,5,4,6,,,,
Song_5,13:13,13,N,Son,,,,,38.384099,,,38.369697,38.318766,,,,,6,,,5,2
Song_5,13:14,14,N,Son,,,38.508189,,,,,38.499851,,,,4.5,,,,,5.5,
Song_5,13:15,15,3,Son,,38.612399,38.63905,38.618281,,,,38.635889,,,2.5,4.5,4,,,,5.5,
Song_5,13:16,16,N,Son,,,38.773683,,,,,38.79715,38.714562,,,5,,,,,6,2.5
Song_5,14:1,1,N,Son,,38.935673,38.944786,,38.967554,,,,39.034245,,2.5,5,,8,,,,3
Song_5,14:2,2,N,Son,,,,39.17122,39.115748,,,,,,,,5,8,,,,
Song_5,14:3,3,4,Son,,,,,39.244424,,,39.225196,,,,,,8,,,6,
Song_5,14:4,4,N,Son,,39.359205,39.388218,,39.398765,,,,,,2.5,5,,8,,,,
Song_5,14:5,5,5,Son,,,,,39.548251,,,39.555878,,,,,,8,,,5.5,
Song_5,14:6,6,N,Son,,,,,39.684312,,,39.679531,,,,,,8,,,5.5,
Song_5,14:7,7,N,Son,,,,,39.812827,,,39.803036,,,,,,8,,,6,
Song_5,14:8,8,N,Son,,39.965251,39.955855,39.945237,39.965289,,,39.977118,39.964059,,2.5,4.5,5,8,,,6,3.5
Song_5,14:9,9,1,Son,,,,,40.103094,,,,,,,,,8,,,,
Song_5,14:10,10,N,Son,,,,,40.24072,,,40.27113,40.278881,,,,,8,,,5.5,3.5
Song_5,14:11,11,N,Son,,,,,40.369885,,,40.386838,,,,,,8.5,,,5.5,
Song_5,14:12,12,2,Son,,40.535135,40.577633,40.538635,40.547922,,,40.54514,40.506178,,2.5,3.5,5,8,,,5.5,3.5
Song_5,14:13,13,N,Son,,,,,,,,,40.762486,,,,,,,,,3.5
Song_5,14:14,14,N,Son,,,,,40.825909,,,,,,,,,7,,,,
Song_5,14:15,15,3,Son,,40.95746,41.010002,40.980581,40.97298,,,40.971961,,,2,2.5,4,6.5,,,5.5,
Song_5,14:16,16,N,Son,,,,,,,,,,,,,,,,,,
Song_5,15:1,1,N,Son,,,,,,,,,,,,,,,,,,
Song_5,15:2,2,N,Son,,,,,,,,,,,,,,,,,,
Song_5,15:3,3,4,Son,,,,,41.573647,,,41.564096,,,,,,5,,,4.5,
Song_5,15:4,4,N,Son,,,41.743965,,41.729353,,,,,,,2,,5,,,,
Song_5,15:5,5,5,Son,,41.851932,41.915886,,41.900789,,,,,,2,2.5,,5,,,,
Song_5,15:6,6,N,Son,,,,,42.040374,,,42.01309,,,,,,5,,,4,
Song_5,15:7,7,N,Son,,42.153858,42.174508,42.172559,42.152549,,,42.150877,,,2,2.5,2,5,,,4.5,
Song_5,15:8,8,N,Son,,,42.333454,42.325094,42.314626,,,42.320455,,,,3,2.5,5,,,4.5,
Song_5,15:9,9,1,Son,,,42.497894,,42.480192,,,,,,,3.5,,5,,,,
Song_5,15:10,10,N,Son,,,42.64179,42.637254,42.593494,,,42.601185,,,,3.5,2,5,,,4,
Song_5,15:11,11,N,Son,,,42.769601,,42.756256,,,42.730331,,,,4,,5.5,,,4.5,
Song_5,15:12,12,2,Son,,,42.91893,42.898429,42.918174,,,42.890076,,,,4.5,2.5,5.5,,,4.5,
Song_5,15:13,13,N,Son,,43.086717,,,43.063485,,,,,,1.5,,,5.5,,,,
Song_5,15:14,14,N,Son,,,43.200318,,43.194281,,,43.176632,,,,4.5,,6,,,4.5,
Song_5,15:15,15,3,Son,,43.36527,43.325766,43.306843,43.329655,,,43.317609,,,2,5,2.5,6.5,,,5,
Song_5,15:16,16,N,Son,,,43.499906,,43.484833,,,43.476698,,,,5.5,,7,,,5.5,
Song_5,16:1,1,N,Son,,,43.636859,,,,,,,,,6,,,,,,
Song_5,16:2,2,N,Son,,,43.772052,,43.76822,,,43.809033,,,,6,,6.5,,,5,
Song_5,16:3,3,4,Son,,,43.916012,,43.900865,,,43.919138,,,,6,,6.5,,,5.5,
Song_5,16:4,4,N,Son,,,44.08153,,44.058369,,,44.067344,,,,6.5,,6.5,,,5.5,
Song_5,16:5,5,5,Son,,44.238236,44.226187,,44.223207,,,,,,1.5,6.5,,6.5,,,,
Song_5,16:6,6,N,Son,,,44.354597,,44.365889,,,44.352088,,,,6.5,,6.5,,,5,
Song_5,16:7,7,N,Son,,44.509841,44.514431,44.474124,44.484418,,,44.488871,,,2,6.5,2,6.5,,,5.5,
Song_5,16:8,8,N,Son,,,44.672811,44.67384,44.649579,,,44.659011,,,,6.5,2,6.5,,,5.5,
Song_5,16:9,9,1,Son,,44.845527,44.832363,,44.814648,,,,,,2.5,6.5,,6.5,,,,
Song_5,16:10,10,N,Son,,,44.958586,44.928685,44.935276,,,44.943808,,,,6.5,2,6.5,,,5,
Song_5,16:11,11,N,Son,,,45.105598,,45.07317,,,45.073203,,,,7,,6.5,,,5.5,
Song_5,16:12,12,2,Son,,45.2304,45.259616,45.230299,45.238306,,,45.231934,,,2.5,7,2.5,6.5,,,5.5,
Song_5,16:13,13,N,Son,,,,,45.397298,,,,,,,,,6.5,,,,
Song_5,16:14,14,N,Son,,,45.4838,45.498577,45.529611,,,45.510579,,,,7,2.5,6.5,,,5,
Song_5,16:15,15,3,Son,,45.667868,45.694248,,45.659904,,,45.658556,,,2.5,6.5,,7,,,5.5,
Song_5,16:16,16,N,Son,,,45.860991,,45.822207,,,45.819286,,,,6.5,,7,,,5.5,
Song_5,17:1,1,N,Son,,,,,45.986199,,,,,,,,,7,,,,
