Bass,Bass peak,Clave,Clave peak,Guitar,Guitar peak,Tres,Tres peak,Bongos,Bongos peak,Bell,Bell peak,Cajon,Cajon peak,Conga,Conga peak,Trumpet,Trumpet peak
159.113643,0.312247,166.752309,0.033902,64.345442,0.183279,102.219483,0.153353,58.844188,0.048144,194.085512,0.55816,,,66.251794,0.129131,353.005409,0.149746
159.413134,0.739102,166.905151,0.065078,64.470747,0.331802,102.378773,0.375829,58.968961,0.093909,194.236809,0.466734,,,66.405015,0.034366,353.305307,0.196538
159.706134,0.670203,167.210397,0.028397,64.647687,0.235237,102.63519,0.174755,59.106319,0.053459,194.665949,0.422807,,,66.708364,0.097806,353.452212,0.173559
160.107554,0.455652,167.440328,0.06633,64.803093,0.423651,102.846191,0.187101,59.256363,0.089315,195.238336,0.362716,,,66.834723,0.429287,353.847515,0.383623
160.990242,0.735503,167.761382,0.050245,64.928451,0.23657,103.104242,0.27136,59.440442,0.199651,195.49989,0.219461,,,66.997616,0.568113,357.127121,0.102653
161.409314,0.294067,167.898918,0.033245,65.070672,0.301178,103.397766,0.331756,59.550679,0.028113,195.809433,0.396324,,,67.276925,0.198077,357.382803,0.124321
161.692635,0.774978,168.151776,0.040415,65.239855,0.350191,103.716721,0.246553,59.653516,0.21969,196.381052,0.383971,,,67.421194,0.239716,357.644228,0.31831
161.982865,0.468268,168.313263,0.046876,65.380598,0.111648,103.98468,0.200815,59.850089,0.247749,196.4597,0.13757,,,67.578508,0.034033,357.837597,0.172534
163.102907,0.706833,168.552529,0.036244,65.522111,0.262158,104.180842,0.18775,60.146354,0.130339,196.63661,0.18997,,,67.874154,0.046437,358.018743,0.117634
163.937657,0.644922,168.736312,0.060157,65.670615,0.223496,104.426661,0.243077,60.3048,0.066417,196.956501,0.387983,,,68.002051,0.451259,358.223959,0.211568
164.206859,0.618553,169.026947,0.036287,65.842269,0.302361,104.730135,0.2038,60.459059,0.119533,197.520732,0.378893,,,68.168896,0.465224,360.940615,0.130935
164.640946,0.557901,169.302257,0.035458,65.998909,0.422153,105.013097,0.191429,60.632049,0.199271,197.640407,0.112487,,,68.478422,0.056491,361.65556,0.237981
164.914556,0.322534,169.457055,0.039497,66.135609,0.255754,105.347272,0.245088,60.850651,0.235304,197.783728,0.145829,,,68.597301,0.104908,400.036284,0.32816
165.33172,0.679904,169.710632,0.061285,66.269544,0.182566,105.790161,0.165552,61.049627,0.277857,198.078475,0.365908,,,68.780631,0.047669,400.354725,0.520352
165.8853,0.323082,169.865059,0.031589,66.452336,0.345646,106.073178,0.148657,61.312999,0.049648,198.351598,0.586643,,,68.979236,0.15147,400.709557,0.410053
166.175746,0.688833,170.002115,0.028372,66.581715,0.266557,106.372698,0.250985,61.475716,0.088893,198.670144,0.521371,,,69.189119,0.440555,401.041846,0.390876
166.478194,0.768754,170.130324,0.042025,66.843706,0.464042,106.779175,0.287008,61.632091,0.093742,198.799356,0.535023,,,69.355523,0.505994,401.906225,0.242803
166.908209,0.549946,170.552405,0.060415,67.019706,0.284484,106.953844,0.132568,61.963878,0.182985,199.267914,0.357916,,,69.661507,0.047658,402.083773,0.30416
167.166305,0.283724,170.688278,0.026625,67.170395,0.598695,107.123504,0.354143,62.062549,0.515142,199.813456,0.414825,,,69.7804,0.129391,402.275753,0.501404
167.583961,0.695028,170.966115,0.072353,67.296661,0.306337,107.55125,0.349839,62.677583,0.062137,200.225402,0.140947,,,69.969003,0.030534,402.463398,0.569006
168.137842,0.286275,171.221851,0.025522,67.442986,0.25076,107.783099,0.175357,62.836432,0.111005,200.376561,0.611567,,,70.162308,0.147586,402.658497,0.323854
168.436313,0.612054,171.368244,0.046317,67.604527,0.30402,108.10199,0.185382,63.016124,0.062765,201.657199,0.080406,,,70.239405,0.024895,403.931457,0.128578
168.710118,0.619286,171.680949,0.039755,67.747245,0.248082,108.440352,0.165045,63.155122,0.053356,201.850331,0.06209,,,70.363914,0.561857,404.127679,0.206769
169.138396,0.460945,171.950008,0.051152,67.884004,0.291167,108.648505,0.110564,63.273927,0.087294,202.261359,0.060201,,,70.529962,0.499301,404.289991,0.247174
170.004077,0.745897,172.09663,0.025501,68.020269,0.439545,108.872215,0.277439,63.448246,0.308911,202.407321,0.078896,,,70.739959,0.160856,404.45167,0.22451
170.386652,0.299491,172.249582,0.029446,68.171534,0.243456,109.116201,0.103685,63.608863,0.063179,202.847781,0.088863,,,70.827183,0.027933,404.561829,0.206664
170.66109,0.708471,172.791119,0.049576,68.351041,0.140461,109.435911,0.193197,63.733153,0.069141,203.048003,0.100934,,,70.956628,0.224524,404.664792,0.104993
170.933883,0.615936,172.911931,0.03375,68.482035,0.250859,109.681227,0.220251,63.892505,0.070887,203.234791,0.131882,,,71.135467,0.049359,,
171.378759,0.63973,173.04318,0.034381,68.62474,0.412563,109.852037,0.232323,64.042524,0.066428,203.830854,0.530395,,,71.322432,0.189328,,
172.076506,0.749564,173.189789,0.034349,68.760743,0.407581,110.112902,0.264087,64.230676,0.022849,204.234729,0.110005,,,71.40172,0.125257,,
172.487755,0.785542,173.364129,0.02892,68.926884,0.130816,110.414675,0.389408,64.305501,0.149713,204.390216,0.55458,,,71.542221,0.586107,,
173.200279,0.433105,173.908273,0.051297,69.080511,0.265663,110.667515,0.166969,64.398689,0.176287,204.802777,0.090617,,,71.857685,0.577999,,
173.592695,0.488168,174.462301,0.046145,69.208288,0.569908,110.835505,0.172992,64.486608,0.341085,204.969331,0.393271,,,72.15581,0.017448,,
173.850685,0.294747,174.856584,0.026968,69.381018,0.39489,111.011554,0.257839,64.589417,0.224718,205.228986,0.068565,,,72.299643,0.546824,,
174.290523,0.730139,175.019069,0.042726,69.514563,0.160675,111.285603,0.257786,64.673845,0.230128,205.389524,0.096105,,,72.599491,0.382,,
174.701212,0.654893,175.411441,0.026078,69.660543,0.46974,111.569171,0.264469,64.790999,0.403647,205.54939,0.474121,,,72.743361,0.540515,,
175.429203,0.555166,175.584672,0.030907,69.791929,0.202465,111.762701,0.276164,64.927531,0.023314,206.158212,0.461074,,,72.909709,0.053147,,
175.842854,0.594912,176.69572,0.034968,69.944714,0.225853,111.949012,0.240813,65.084548,0.027814,206.405834,0.083574,,,73.056812,0.023138,,
176.100495,0.330952,177.203689,0.026521,70.221037,0.319999,112.18304,0.203946,65.222186,0.042977,206.56357,0.082577,,,73.172218,0.279771,,
176.542081,0.626432,177.788571,0.032243,70.366653,0.511629,112.424365,0.149396,65.394424,0.066289,206.71394,0.490087,,,73.312464,0.127521,,
176.952023,0.733936,178.339023,0.030733,70.53483,0.385824,112.730824,0.35986,65.474641,0.298093,206.97318,0.102065,,,73.486861,0.051957,,
177.657445,0.613292,178.889041,0.046506,70.803156,0.279101,113.03897,0.161947,65.574839,0.290465,207.125792,0.066342,,,73.75627,0.411314,,
178.070716,0.474039,179.447347,0.031473,70.961893,0.4343,113.307058,0.127013,65.667159,0.679103,207.264666,0.672842,,,73.906371,0.495923,,
178.768999,0.592557,180.020005,0.04195,71.121692,0.289133,113.47376,0.187549,65.776579,0.30634,207.496212,0.093187,,,74.061283,0.239072,,
179.157093,0.688137,180.396615,0.035934,71.279974,0.271238,113.75064,0.161612,65.859604,0.773415,208.098654,0.090673,,,74.221749,0.625195,,
179.846248,0.559551,180.578585,0.033665,71.428102,0.326884,114.062722,0.189701,65.965902,0.981121,208.382107,0.068505,,,74.344569,0.159476,,
180.258454,0.582212,181.159649,0.051663,71.562991,0.371122,114.316488,0.283549,66.106507,0.088832,208.812029,0.114386,,,74.495383,0.193508,,
180.962733,0.63451,181.547014,0.03041,71.721513,0.157948,114.615649,0.317005,66.412462,0.040669,208.980743,0.517376,,,74.651038,0.549352,,
181.372328,0.886167,181.951659,0.028745,71.903863,0.635618,115.059143,0.163307,66.557822,0.026575,209.384082,0.062164,,,74.932097,0.428558,,
182.067882,0.577113,182.268431,0.035683,72.33868,0.556816,115.240369,0.490866,66.698074,0.259008,209.545941,0.519547,,,75.079612,0.517466,,
182.521773,0.581213,182.837457,0.042345,72.738459,0.133656,115.67986,0.671008,66.837633,0.128996,209.813338,0.104129,,,75.243369,0.117738,,
182.794725,0.331992,183.391978,0.035888,72.919704,0.474875,115.91016,0.102585,66.989843,0.737392,209.937159,0.096732,,,75.521014,0.145042,,
183.21832,0.72276,183.496282,0.029881,73.322735,0.167179,116.119143,0.106199,67.149239,0.01627,210.733436,0.518131,,,75.655334,0.150421,,
183.625237,0.696233,183.955736,0.040148,73.488984,0.68907,116.422018,0.3953,67.270412,0.858874,210.967211,0.075423,,,75.814639,0.067213,,
184.361708,0.566293,184.079545,0.031274,73.652218,0.125616,116.838685,0.309038,67.415398,0.765597,211.134639,0.098428,,,76.24258,0.759007,,
184.774194,0.678434,184.523393,0.045139,73.918422,0.216624,117.122683,0.354102,67.877574,0.023551,211.273416,0.362622,,,76.873152,0.055258,,
185.51301,0.799909,184.644144,0.03187,74.084024,0.101714,117.431428,0.431738,68.0438,0.103485,211.681838,0.073596,,,77.023763,0.016312,,
185.897832,0.821841,185.085585,0.030634,74.22695,0.517026,117.744062,0.231274,68.195243,0.366322,211.865915,0.421475,,,77.309219,0.051521,,
186.624365,0.425169,185.338609,0.025765,74.661505,0.532154,117.96023,0.242169,68.376469,0.01895,212.123363,0.099423,,,77.436286,0.238076,,
187.032107,0.506041,186.218821,0.029912,75.235706,0.392322,118.189935,0.231346,68.477625,0.020256,212.284748,0.080843,,,77.609273,0.419483,,
187.320776,0.292197,186.787003,0.033263,75.823139,0.536391,118.431433,0.134168,68.608957,0.062745,212.45027,0.413985,,,77.891993,0.042754,,
187.726492,0.813928,187.006244,0.031324,76.257629,0.674502,118.584662,0.110424,68.774572,0.416808,212.71373,0.060438,,,78.02015,0.139585,,
188.126521,0.707318,187.333569,0.027559,77.035946,0.175375,118.73943,0.26405,68.971558,0.670397,212.890632,0.062498,,,78.183093,0.071682,,
188.536647,0.42314,187.573343,0.029429,77.183057,0.286821,119.033868,0.236448,69.192768,0.652783,213.037271,0.388518,,,78.352435,0.020746,,
188.856984,0.615619,187.890811,0.038453,77.459558,0.796688,119.204455,0.259485,69.361111,0.499715,213.304907,0.088435,,,78.48079,0.04064,,
189.279755,0.638043,188.114277,0.027122,77.633352,0.170464,119.519918,0.25172,69.565357,0.022957,213.466994,0.111058,,,78.609259,0.530017,,
189.997316,0.694358,188.306653,0.03062,77.789817,0.204991,119.832017,0.377669,69.790881,0.286645,213.613523,0.35451,,,78.768937,0.361493,,
190.41666,0.68242,189.041656,0.033277,77.918057,0.308936,120.109226,0.120873,69.96356,0.236382,214.026792,0.072955,,,79.066242,0.0375,,
191.122494,0.461706,189.280438,0.031158,78.067195,0.195029,120.256626,0.106685,70.154673,0.64136,214.194198,0.258396,,,79.196634,0.094974,,
191.527485,0.481563,190.168152,0.031346,78.216423,0.403426,120.420525,0.408715,70.367529,0.6196,214.615378,0.089213,,,79.359565,0.065567,,
191.785227,0.276078,190.709277,0.034492,78.368695,0.139429,120.723938,0.262388,70.548357,0.230303,214.766821,0.400768,,,79.650686,0.033999,,
192.236651,0.459223,191.120367,0.032417,78.50082,0.294958,121.005535,0.295478,70.732291,0.721021,215.036548,0.067911,,,79.77738,0.343417,,
192.659963,0.674133,191.287002,0.033921,78.626256,0.374927,121.173619,0.263106,70.95022,0.756511,215.356044,0.500663,,,79.948943,0.406334,,
193.370563,0.336397,191.506444,0.027972,78.801166,0.374906,121.620027,0.165237,71.130296,0.277817,215.617622,0.064141,,,80.225945,0.059677,,
193.768227,0.492008,191.840022,0.046292,78.9453,0.537255,121.89422,0.150327,71.315949,0.878582,215.7713,0.102497,,,80.355973,0.10759,,
194.46569,0.509803,192.406614,0.057112,79.077368,0.318791,122.186936,0.327982,71.409773,0.01834,215.914464,0.360764,,,80.517351,0.060837,,
194.907968,0.70982,192.802416,0.02833,79.218969,0.406529,122.474944,0.140246,71.542662,0.78731,216.325749,0.082753,,,80.804834,0.041702,,
195.652197,0.517829,192.961406,0.035737,79.384754,0.270104,122.775979,0.138185,71.708711,0.337533,216.497282,0.37648,,,80.943736,0.324981,,
196.043664,0.493799,193.364475,0.058477,79.543002,0.27977,122.967248,0.237255,71.901521,1.004762,216.74963,0.08562,,,81.116942,0.470063,,
196.31694,0.296211,193.544881,0.03147,79.67957,0.357522,123.19957,0.152821,72.30776,0.121848,216.912572,0.090997,,,81.418035,0.033449,,
196.763277,0.67348,193.777956,0.061602,79.812797,0.410377,123.528237,0.193337,72.491111,0.058142,217.075577,0.375588,,,81.526426,0.152443,,
197.173272,0.706984,194.089217,0.069772,79.98138,0.320273,123.776024,0.308133,72.610047,0.055708,217.339699,0.062221,,,81.685247,0.053271,,
197.907792,0.501717,194.241592,0.048285,80.130424,0.138433,124.115583,0.43893,72.737119,0.091318,217.65878,0.389226,,,81.987836,0.072528,,
198.341902,0.49655,194.361962,0.042318,80.265751,0.317584,124.834089,0.131293,72.879685,0.340661,217.906398,0.073113,,,82.121517,0.394118,,
199.065332,0.655756,194.670606,0.070646,80.39859,0.182436,125.100534,0.20233,73.04121,0.038706,218.063158,0.101014,,,82.291184,0.416717,,
199.503272,0.797849,195.242948,0.052168,80.552117,0.232387,125.392245,0.113763,73.159005,0.06191,218.229665,0.295279,,,82.583742,0.02658,,
200.235172,0.519321,195.493103,0.032591,80.842646,0.245289,125.550847,0.124089,73.321095,0.056515,218.477329,0.093702,,,82.707593,0.118249,,
200.627224,0.472106,195.636566,0.054588,80.976267,0.436972,125.860802,0.1267,73.47704,0.050101,218.622839,0.076337,,,82.864124,0.04942,,
200.900552,0.288864,195.812,0.035103,81.151066,0.332527,126.12301,0.230799,73.642548,0.018556,218.813775,0.265042,,,83.162322,0.026217,,
201.546807,0.650197,196.075245,0.066074,81.290103,0.11209,126.338842,0.225247,73.772173,0.417325,219.049645,0.07657,,,83.292462,0.419986,,
201.80374,0.618871,196.383664,0.03537,81.427647,0.331765,126.620654,0.32961,73.905423,0.241594,219.209653,0.121973,,,83.452038,0.440615,,
202.09227,0.523515,196.636994,0.061503,81.561406,0.159706,126.919732,0.367376,74.057286,0.354443,219.365971,0.404677,,,83.74477,0.039009,,
202.352866,0.530531,196.961257,0.060975,81.720885,0.297574,127.214351,0.256277,74.215035,0.154751,219.639247,0.063247,,,83.870051,0.144318,,
202.618188,0.389288,197.526537,0.067555,81.87483,0.139034,127.464642,0.159667,74.337898,0.84919,219.954498,0.382667,,,84.029585,0.020692,,
202.872265,0.425422,197.937764,0.062639,82.020813,0.174733,127.663221,0.220681,74.487706,0.816717,220.203802,0.076513,,,84.319649,0.064414,,
203.194204,0.487223,198.081026,0.034503,82.148668,0.468518,127.9026,0.116648,74.64054,0.080733,220.362525,0.09588,,,84.444205,0.426684,,
203.560133,0.316195,198.356167,0.080488,82.31241,0.276267,128.230892,0.232795,74.832502,0.083757,220.514971,0.324832,,,84.610904,0.417335,,
204.062386,0.589441,198.672632,0.04337,82.592493,0.278971,128.477027,0.182647,74.942634,0.070937,220.906153,0.068169,,,84.911012,0.023104,,
204.781078,0.722041,198.802011,0.043564,82.740033,0.465898,128.646716,0.130878,75.084673,0.029332,221.107773,0.350429,,,85.039009,0.129244,,
205.190433,0.866164,198.920197,0.050098,82.880776,0.215482,128.937629,0.159291,75.243337,0.274253,221.35183,0.087078,,,85.517711,0.028251,,
205.948575,0.588109,199.234632,0.068789,83.175157,0.287277,129.248712,0.283526,75.410887,0.039579,221.511622,0.099685,,,85.621892,0.459066,,
206.349011,0.582295,199.819252,0.076392,83.330254,0.46201,129.506939,0.165568,75.523019,0.088628,221.678858,0.416748,,,85.784951,0.306374,,
206.606958,0.332691,200.269293,0.034289,83.475244,0.249929,129.653255,0.107995,75.665878,0.081002,222.096058,0.06157,,,86.090713,0.025952,,
207.105283,0.619494,200.378044,0.075526,83.654012,0.43692,129.827134,0.192977,75.820425,0.083921,222.2721,0.369737,,,86.222193,0.121833,,
207.518381,0.630654,200.651778,0.073766,83.780224,0.295363,130.072095,0.192197,76.242875,0.930956,222.523585,0.091998,,,86.378595,0.02104,,
208.115093,0.706472,201.251349,0.041109,83.911728,0.193957,130.386613,0.238257,76.848933,0.02183,222.68659,0.114815,,,86.669671,0.047363,,
208.376176,0.55563,201.536369,0.035888,84.057048,0.312949,130.570916,0.299178,77.019046,0.03717,222.837308,0.327876,,,86.794283,0.403843,,
208.655459,0.535968,202.080077,0.056002,84.204289,0.188432,131.027358,0.151491,77.187368,0.038695,223.084294,0.071215,,,86.958065,0.382341,,
209.383837,0.501403,202.488845,0.048426,84.334109,0.278305,131.294184,0.236895,77.457438,0.477036,223.238499,0.094143,,,87.243502,0.042014,,
209.789405,0.728612,202.907899,0.066791,84.482502,0.444761,131.56302,0.319509,77.618102,0.08875,223.411665,0.316607,,,87.372309,0.140177,,
210.524283,0.502462,203.19999,0.291363,84.617375,0.30043,131.874337,0.249658,77.775936,0.034114,223.664784,0.098409,,,87.531566,0.06031,,
210.960787,0.484835,203.477803,0.066056,84.9282,0.30044,132.14288,0.133795,77.9032,0.035623,223.825381,0.09623,,,87.82169,0.051197,,
211.233947,0.283753,203.662699,0.452955,85.060167,0.337273,132.337629,0.139299,78.03518,0.086587,224.002608,0.505417,,,87.94873,0.413781,,
211.685735,0.741617,203.77042,0.03725,85.23037,0.351379,132.571291,0.185502,78.191216,0.150179,224.192396,0.070407,,,88.114957,0.405113,,
212.104033,0.657107,203.967964,0.523763,85.373324,0.193167,132.912678,0.300627,78.34487,0.032847,224.969089,0.06869,,,88.409915,0.036715,,
212.867805,0.461705,204.237329,0.403755,85.523219,0.321585,133.157374,0.295695,78.472568,0.052816,225.098512,0.107787,,,88.539805,0.143877,,
213.280262,0.715229,204.807587,0.199304,85.648308,0.367036,133.465953,0.455426,78.605224,0.47599,225.510106,0.742101,,,88.699277,0.04645,,
214.041129,0.628923,204.910354,0.025033,85.831951,0.253259,134.164807,0.224173,78.775918,0.111219,225.915151,0.123499,,,88.982194,0.033639,,
214.456547,0.571089,205.026633,0.291474,86.076739,0.270452,134.503166,0.181399,78.925903,0.041778,227.432684,0.160365,,,89.112516,0.236542,,
215.194675,0.563936,205.129666,0.047482,86.230333,0.342706,134.931204,0.114751,79.06055,0.062257,227.810661,0.234192,,,89.287882,0.412001,,
215.630651,0.497574,205.236711,0.230502,86.375571,0.20644,135.066633,0.167171,79.201892,0.064956,229.651311,0.20487,,,89.570975,0.027933,,
215.908262,0.317744,205.337244,0.077429,86.54846,0.350283,135.486947,0.237507,79.359521,0.134338,230.07221,0.294886,,,89.698489,0.109712,,
216.323491,0.827249,205.554536,0.545003,86.674676,0.225047,135.683259,0.329327,79.520633,0.038969,231.942564,0.288599,,,89.859784,0.058773,,
216.740776,0.685979,205.812966,0.332235,86.829625,0.187722,135.965301,0.351963,79.65889,0.093131,232.356986,0.292025,,,90.026393,0.03914,,
217.480814,0.562688,205.915592,0.056351,86.971052,0.309772,136.27261,0.413399,79.782207,0.302156,234.2492,0.311561,,,90.107739,0.093932,,
217.895317,0.629381,206.170004,0.439,87.132163,0.254916,136.57209,0.162541,79.938336,0.340435,234.643141,0.409779,,,90.194485,0.084178,,
218.629799,0.592912,206.340707,0.025429,87.403181,0.279139,136.815493,0.163426,80.11059,0.074184,236.594601,0.33664,,,90.272262,0.501294,,
219.052096,0.801723,206.558424,0.402137,87.561288,0.223973,137.016939,0.330482,80.222889,0.073335,236.993198,0.39872,,,90.437418,0.463037,,
219.809978,0.476503,207.117126,0.06286,87.696658,0.108447,137.241442,0.220715,80.377035,0.053457,238.880042,0.329361,,,90.574359,0.171719,,
220.195488,0.565016,207.267378,0.051093,87.841252,0.320158,137.605608,0.235337,80.542623,0.069279,239.28734,0.35536,,,90.852297,0.152229,,
220.46817,0.300293,207.534807,0.090619,87.970252,0.279819,137.850059,0.278511,80.684922,0.031834,241.161355,0.31886,,,91.005719,0.015665,,
220.932749,0.674346,208.08541,0.045053,88.126711,0.259601,138.008309,0.284369,80.837374,0.252646,241.580197,0.280311,,,91.159031,0.034122,,
221.342655,0.690011,208.403061,0.052171,88.278574,0.133436,138.300891,0.199995,80.950966,0.066393,243.453678,0.275283,,,91.308,0.041727,,
222.067685,0.527664,208.986552,0.058349,88.432533,0.307117,138.58794,0.432955,81.117606,0.472777,243.854374,0.303512,,,91.657455,0.419316,,
222.508085,0.680686,209.402003,0.048893,88.569995,0.18495,138.858515,0.197357,81.284883,0.058938,245.752232,0.280302,,,91.76085,0.489511,,
223.233125,0.660315,209.547463,0.048115,88.718528,0.257501,139.018868,0.141942,81.412872,0.198467,246.153936,0.317724,,,92.628294,0.803664,,
223.620982,0.841457,209.816102,0.054741,88.87861,0.198547,139.180452,0.194434,81.554411,0.633243,247.990906,0.296941,,,93.595609,0.147807,,
224.347828,0.580893,210.398506,0.046556,89.0112,0.320905,139.464507,0.235264,81.707416,0.033353,248.158286,0.099688,,,93.686287,0.438365,,
224.775952,0.500803,210.722652,0.064615,89.144968,0.489283,139.748171,0.326809,81.875236,0.05548,248.416027,0.288129,,,93.775122,0.131728,,
225.498628,0.789173,211.274172,0.067958,89.30511,0.372577,139.904625,0.288309,82.018861,0.05291,250.295129,0.348665,,,93.886901,0.245037,,
225.907463,0.671836,211.680255,0.079697,89.464512,0.147914,140.362769,0.162982,82.129382,0.071259,250.695984,0.336262,,,93.975775,0.132455,,
226.652379,0.631666,211.86865,0.032651,89.598083,0.235304,140.580903,0.19571,82.287255,0.326714,252.551377,0.355726,,,94.060555,0.361845,,
227.102504,0.324642,212.122279,0.053605,89.875647,0.339226,140.89363,0.386539,82.445154,0.033603,252.964477,0.311335,,,94.165048,0.22177,,
227.799067,0.532934,212.45684,0.825425,90.017003,0.155766,141.197567,0.202374,82.5781,0.061484,254.825966,0.220603,,,94.608767,0.786356,,
228.218415,0.630914,212.728454,0.046101,90.171508,0.299459,141.45597,0.246682,82.73299,0.042728,255.230746,0.295386,,,95.027684,0.547825,,
228.920846,0.456847,212.86558,0.470749,90.302572,0.517927,141.631372,0.166193,82.88483,0.088253,257.093574,0.330452,,,95.638294,0.169851,,
229.363979,0.416996,213.166905,0.452044,90.458062,0.229156,141.890058,0.200244,83.03965,0.038911,257.482943,0.335751,,,95.818553,0.020752,,
230.084528,0.674843,213.441814,0.447915,90.614894,0.193013,142.233688,0.228264,83.132865,0.063421,259.351586,0.29907,,,96.077885,0.140391,,
230.514065,0.405247,214.046505,0.145567,90.74735,0.374882,142.483864,0.155672,83.29909,0.186699,259.751572,0.293525,,,96.216082,0.136258,,
231.220871,0.561769,214.228647,0.187251,90.899795,0.12551,142.78201,0.29417,83.430455,0.106976,261.598288,0.209769,,,96.373168,0.475607,,
231.655455,0.575955,214.329059,0.049611,91.053846,0.358101,143.206951,0.202901,83.596418,0.165887,261.757358,0.093924,,,96.660502,0.046681,,
232.373804,0.585321,214.473033,0.38065,91.33498,0.328445,143.494579,0.65574,83.873721,0.094202,262.003714,0.243844,,,96.780249,0.105449,,
232.785694,0.6659,214.57777,0.035555,91.473709,0.130612,143.772277,0.383781,84.027711,0.059576,263.900411,0.411603,,,96.942963,0.032108,,
233.692229,0.359584,214.772541,0.654526,91.638057,0.242284,144.220185,0.328431,84.204235,0.041526,264.27789,0.385829,,,97.22942,0.037993,,
233.969612,0.377335,215.033085,0.580619,91.787388,0.611739,144.508435,0.188997,84.335947,0.033366,266.176279,0.400578,,,97.352237,0.584238,,
234.35688,0.296401,215.369698,0.264817,92.283312,0.200973,145.263209,0.18075,84.452247,0.091575,266.549599,0.537849,,,97.578767,0.031429,,
234.658632,0.771096,215.771539,0.381525,92.412987,0.106757,145.541462,0.18109,84.621002,0.245011,268.395952,0.35279,,,97.71492,0.029613,,
235.074454,0.561155,216.322245,0.057348,92.634478,0.503987,145.81623,0.129535,84.788426,0.023907,268.78691,0.440977,,,97.847628,0.034878,,
235.398143,0.410117,216.500817,0.033686,94.631651,0.105749,146.107602,0.262679,84.917793,0.052255,270.645544,0.436604,,,97.945794,0.108121,,
236.003026,0.421019,216.749195,0.058579,95.048783,0.610658,146.391409,0.245224,85.069916,0.057006,271.047222,0.503432,,,98.129114,0.023315,,
236.262329,0.565336,217.079077,0.045927,95.236837,0.12005,146.687287,0.232313,85.23488,0.076821,271.612313,0.093159,,,98.261052,0.029136,,
237.399678,0.664173,217.662194,0.059689,95.368976,0.293477,146.951233,0.223144,85.38296,0.019176,272.897898,0.484605,,,98.400073,0.0555,,
238.284377,0.385891,218.232953,0.04296,95.528564,0.1684,147.390723,0.157055,85.510821,0.212056,273.276534,0.515942,,,98.534151,0.035444,,
238.563229,0.500192,218.818307,0.039059,95.660325,0.170475,147.542052,0.130027,85.651072,0.531951,273.857105,0.09298,,,98.685717,0.572787,,
239.280855,0.816854,219.368364,0.059907,95.813925,0.31498,147.824148,0.202535,85.79303,0.060593,275.138188,0.543423,,,98.989112,0.022821,,
239.733495,0.426324,219.957962,0.048185,95.972743,0.259753,148.100735,0.150983,86.089249,0.061625,275.396561,0.11603,,,99.117762,0.096839,,
240.047563,0.398405,220.518523,0.029514,96.221523,0.421097,148.376915,0.236238,86.236651,0.057505,275.506849,0.646285,,,99.720136,0.560146,,
240.597083,0.564135,221.111346,0.033314,96.382704,0.257047,148.619289,0.178897,86.392423,0.08013,275.807862,0.095532,,,100.319558,0.127378,,
240.862086,0.644585,221.667488,0.354241,96.52194,0.240534,148.94364,0.194263,86.548325,0.064081,276.252767,0.735347,,,100.893609,0.470536,,
241.58114,0.612868,222.098365,0.272666,96.649842,0.294064,149.225636,0.190937,86.678853,0.027169,276.824908,0.689123,,,101.062882,0.274427,,
242.037089,0.701975,222.23597,0.040383,96.787451,0.59302,149.496469,0.122338,86.812904,0.107908,277.408209,0.629874,,,101.36371,0.063901,,
242.722572,0.513692,222.415298,0.56786,96.973812,0.35046,149.662262,0.14476,86.962486,0.224253,277.972585,0.702327,,,101.479363,0.096633,,
243.131169,0.415725,222.677056,0.408396,97.114859,0.190254,149.8172,0.207142,87.128352,0.05702,278.56368,0.766794,,,101.647849,0.05782,,
243.848921,0.490848,223.413999,0.038834,97.254265,0.327773,150.080406,0.189174,87.24666,0.049725,279.14595,0.782483,,,101.835141,0.174026,,
244.286527,0.377013,224.006026,0.055925,97.384095,0.842625,150.357614,0.194245,87.406303,0.057731,279.744439,0.570812,,,102.06933,0.652671,,
245.028653,0.509889,225.103804,0.02985,97.550361,0.249799,150.660263,0.222414,87.569198,0.064974,280.151697,0.570623,,,102.249635,0.149327,,
245.449188,0.491534,225.513459,0.101433,97.700518,0.301086,150.942903,0.193398,87.835496,0.235256,280.312341,0.661388,,,102.418398,0.019043,,
246.158961,0.565305,227.814022,0.03587,97.951234,0.403594,151.234584,0.209665,87.972001,0.473226,280.579066,0.783688,,,102.51972,0.17465,,
246.588056,0.569822,229.652934,0.028656,98.118774,0.404411,151.508184,0.197193,88.121889,0.097422,281.441621,0.50957,,,102.672282,0.25204,,
247.289322,0.324391,230.074627,0.036339,98.278639,0.308924,151.745865,0.119787,88.282917,0.033556,281.441621,0.50957,,,103.109764,0.066829,,
247.698106,0.409098,231.4052,0.031116,98.53425,0.564396,151.924387,0.160671,88.42796,0.020629,281.858507,0.147672,,,103.417717,0.554681,,
248.589826,0.41491,231.945128,0.038086,98.693349,0.250952,152.070937,0.218529,88.562032,0.04836,282.007591,0.547177,,,103.709414,0.044207,,
248.850745,0.350144,232.35835,0.035419,98.84914,0.343016,152.348583,0.128101,88.716573,0.155267,282.416571,0.090847,,,103.844216,0.128843,,
249.69952,0.44927,232.788523,0.032963,99.112351,0.416672,152.623239,0.199297,88.881627,0.066472,282.575562,0.49563,,,103.995514,0.034886,,
